ResourceID,mmb_id,card,source_field,source_date,Copyright Type,Copyright Revision Date
fc39d75e-5e3c-5ff5-a14e-8a07f133088e,tg:mmbdc:85,e73_Copyrights,begindatum,1921,In Copyright,2036
e268ae78-3bbc-57ae-9b11-ab6d7d7ac6ed,tg:mmbdc:86,e73_Copyrights,begindatum,1925,In Copyright,2040
6989ab5a-5e9a-589f-bc91-82ac9e23af82,tg:mmbdc:87,e73_Copyrights,begindatum,1902,No Known Copyright,2017
c29f2fa8-a5c2-5856-b7d1-a1bdbebdaf61,tg:mmbdc:88,e73_Copyrights,begindatum,1921,In Copyright,2036
c6d15f44-02a7-5349-b1d8-37647638cb33,tg:mmbdc:91,e73_Copyrights,begindatum,1904,No Known Copyright,2019
1dcfac86-1f00-5ba0-b1ca-397f4af38b4a,tg:mmbdc:92,e73_Copyrights,begindatum,1905,No Known Copyright,2020
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,tg:mmbdc:105,e73_Copyrights,begindatum,1905,No Known Copyright,2020
e64ca066-a991-5290-85b8-b3ca6b3615c5,tg:mmbdc:110,e73_Copyrights,begindatum,1884,No Copyright - Public Domain Mark 1.0,1999
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,tg:mmbdc:129,e73_Copyrights,begindatum,1895,No Known Copyright,2010
0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,tg:mmbdc:130,e73_Copyrights,begindatum,1893,No Known Copyright,2008
0e36645d-5a76-578b-b102-2e9a72d2d391,tg:mmbdc:134,e73_Copyrights,begindatum,1898,No Known Copyright,2013
aaee58ac-19f5-5d12-bfdf-b182540772c9,tg:mmbdc:140,e73_Copyrights,begindatum,1892,No Copyright - Public Domain Mark 1.0,2007
0476e0a0-d09a-5804-ba82-deb196a90f13,tg:mmbdc:159,e73_Copyrights,begindatum,1898,No Known Copyright,2013
985e1f42-413d-5bf4-aad8-e503c79c145a,tg:mmbdc:50,e73_Copyrights,begindatum,1890,No Copyright - Public Domain Mark 1.0,2005
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,tg:mmbdc:118,e73_Copyrights,begindatum,1888,No Copyright - Public Domain Mark 1.0,2003
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,tg:mmbdc:124,e73_Copyrights,begindatum,1893,No Known Copyright,2008
6a40066d-6678-58d8-b9d9-b69d9e768a06,tg:mmbdc:127,e73_Copyrights,begindatum,1892,No Copyright - Public Domain Mark 1.0,2007
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,tg:mmbdc:128,e73_Copyrights,begindatum,1896,No Known Copyright,2011
24af9286-6708-5f56-a146-4e43b9059fb7,tg:mmbdc:131,e73_Copyrights,begindatum,1897,No Known Copyright,2012
aba9fb3f-ece8-58e8-92b1-9a259d7ae7ae,tg:mmbdc:48,e73_Copyrights,begindatum,1904,No Known Copyright,2019
d17e6e16-c29d-59be-9067-b414984f45c6,tg:mmbdc:51,e73_Copyrights,begindatum,1903,No Known Copyright,2018
a494d4ad-3977-5bd9-b944-005e4afa15be,tg:mmbdc:113,e73_Copyrights,begindatum,uuuu,Copyright Undetermined,
da95a907-e90c-5c6e-bc73-e1199926e4e7,tg:mmbdc:141,e73_Copyrights,begindatum,1903,No Known Copyright,2018
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,tg:mmbdc:142,e73_Copyrights,begindatum,1916,In Copyright,2031
43402fd0-c8ec-5e97-a817-59599a44e870,tg:mmbdc:136,e73_Copyrights,begindatum,1910,In Copyright,2025
230878f7-6c43-5063-ac62-5939a323cfba,tg:mmbdc:137,e73_Copyrights,begindatum,1910,In Copyright,2025
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,tg:mmbdc:138,e73_Copyrights,begindatum,1909,In Copyright,2024
b7678c52-c767-538d-b339-cf2304752fdf,tg:mmbdc:145,e73_Copyrights,begindatum,1904,No Known Copyright,2019
d636fd59-d2ee-587b-b83c-7990df3a9e47,tg:mmbdc:146,e73_Copyrights,begindatum,1904,No Known Copyright,2019
4357a0e5-db78-599b-8616-5e687867f6fb,tg:mmbdc:147,e73_Copyrights,begindatum,1904,No Known Copyright,2019
b0898496-a22a-5c44-9812-6793f7a2abc6,tg:mmbdc:148,e73_Copyrights,begindatum,1904,No Known Copyright,2019
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,tg:mmbdc:149,e73_Copyrights,begindatum,1904,No Known Copyright,2019
0cdf7c18-ded1-5edb-8553-1f9a4750c805,tg:mmbdc:150,e73_Copyrights,begindatum,1904,No Known Copyright,2019
30d49173-7034-572c-8c6c-d79da3074f92,tg:mmbdc:151,e73_Copyrights,begindatum,1909,In Copyright,2024
539aa72e-50df-51e7-b265-b1c8f6822971,tg:mmbdc:152,e73_Copyrights,begindatum,1909,In Copyright,2024
c40b140e-3f37-5f20-b2e1-026d4cb94827,tg:mmbdc:153,e73_Copyrights,begindatum,1909,In Copyright,2024
3560ab78-3623-5be1-a04e-3c801f0e12f5,tg:mmbdc:154,e73_Copyrights,begindatum,1909,In Copyright,2024
24a956ec-7ec7-5bf3-9f41-92a0670be881,tg:mmbdc:155,e73_Copyrights,begindatum,1909,In Copyright,2024
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,tg:mmbdc:156,e73_Copyrights,begindatum,1909,In Copyright,2024
ea4532da-49ef-5f5c-8cd3-945b0a2ae56c,tg:mmbdc:157,e73_Copyrights,begindatum,1905,No Known Copyright,2020
8f038c31-f312-5abf-9fae-aebefcd38e77,tg:mmbdc:38,e73_Copyrights,begindatum,1878,No Copyright - Public Domain Mark 1.0,1993
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,tg:mmbdc:41,e73_Copyrights,begindatum,1901,No Known Copyright,2016
54f7a45d-01d8-5548-b866-8d235e1c35a2,tg:mmbdc:163,e73_Copyrights,begindatum,1879,No Copyright - Public Domain Mark 1.0,1994
c0c56593-2e89-5b47-8bd7-5edec68b8918,tg:mmbdc:164,e73_Copyrights,begindatum,1872,No Copyright - Public Domain Mark 1.0,1987
01387253-bbda-50a3-8790-18c69b47734d,tg:mmbdc:1,e73_Copyrights,begindatum,1902,No Known Copyright,2017
221ba7d8-01a9-5a18-9fec-a8fa0e47f940,tg:mmbdc:13,e73_Copyrights,begindatum,1894,No Known Copyright,2009
67cca5f1-5e8a-54f4-be7b-eb7415d25c1f,tg:mmbdc:14,e73_Copyrights,begindatum,1901,No Known Copyright,2016
431014da-4cd1-501d-a8d9-544e95217e76,tg:mmbdc:15,e73_Copyrights,begindatum,1913,In Copyright,2028
c4c8c6c9-34b2-5c89-aabf-b6f8c75534a4,tg:mmbdc:16,e73_Copyrights,begindatum,1909,In Copyright,2024
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,tg:mmbdc:17,e73_Copyrights,begindatum,1904,No Known Copyright,2019
20e5efa0-b6f2-53b0-acb0-bef59eaaa558,tg:mmbdc:18,e73_Copyrights,begindatum,1894,No Known Copyright,2009
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,tg:mmbdc:19,e73_Copyrights,begindatum,1879,No Copyright - Public Domain Mark 1.0,1994
b1783556-0408-58d4-9cfe-a7be7a192dc0,tg:mmbdc:20,e73_Copyrights,begindatum,1879,No Copyright - Public Domain Mark 1.0,1994
4e49d3e0-d21a-559e-911e-9614954567c4,tg:mmbdc:21,e73_Copyrights,begindatum,1879,No Copyright - Public Domain Mark 1.0,1994
21cd3fc7-ee0d-50a7-a0c1-1b451066fb8b,tg:mmbdc:22,e73_Copyrights,begindatum,1857,No Copyright - Public Domain Mark 1.0,1972
b71f369a-0031-507e-89cc-7a9f493639e0,tg:mmbdc:23,e73_Copyrights,begindatum,1881,No Copyright - Public Domain Mark 1.0,1996
f92564ca-be9a-5c66-b16d-86ad2d1fd84b,tg:mmbdc:24,e73_Copyrights,begindatum,1885,No Copyright - Public Domain Mark 1.0,2000
c796ac09-736f-5906-a298-02c3b11056cf,tg:mmbdc:25,e73_Copyrights,begindatum,1885,No Copyright - Public Domain Mark 1.0,2000
de162b97-2920-503e-bfc5-801a8f6eaa2a,tg:mmbdc:26,e73_Copyrights,begindatum,1892,No Copyright - Public Domain Mark 1.0,2007
b4601525-c7d5-5388-992f-a2745f0d1bda,tg:mmbdc:27,e73_Copyrights,begindatum,1894,No Known Copyright,2009
3f974829-97c3-5390-9cb7-21992e7ffbbd,tg:mmbdc:32,e73_Copyrights,begindatum,1901,No Known Copyright,2016
3356d31c-6a47-5f60-9934-30cde513a6a9,tg:mmbdc:33,e73_Copyrights,begindatum,1901,No Known Copyright,2016
75c8465d-660b-550c-af3c-e1d379515d9f,tg:mmbdc:34,e73_Copyrights,begindatum,1901,No Known Copyright,2016
be4e3c74-62ad-50db-839a-adb4b0ebbfc1,tg:mmbdc:35,e73_Copyrights,begindatum,1901,No Known Copyright,2016
f3764377-c5bc-540f-b7b0-ee2cd23732ef,tg:mmbdc:36,e73_Copyrights,begindatum,1897,No Known Copyright,2012
334ad517-eee0-5a64-b69d-9a9e09be8184,tg:mmbdc:37,e73_Copyrights,begindatum,1900,No Known Copyright,2015
6bf3766e-9d43-5512-9736-e991034e254f,tg:mmbdc:39,e73_Copyrights,begindatum,1894,No Known Copyright,2009
1c082e15-3131-5b39-acf3-ee112d00ed57,tg:mmbdc:40,e73_Copyrights,begindatum,1894,No Known Copyright,2009
00b061e8-c12f-5b32-85a0-8ee6d4a9e56b,tg:mmbdc:44,e73_Copyrights,begindatum,1894,No Known Copyright,2009
b724b37e-31ee-51f1-902c-5b212fe0b455,tg:mmbdc:45,e73_Copyrights,begindatum,1905,No Known Copyright,2020
bc833205-a012-5bc8-87b9-c653f2d8470a,tg:mmbdc:46,e73_Copyrights,begindatum,1905,No Known Copyright,2020
fb5f7f90-9bd3-532d-809c-137871439e82,tg:mmbdc:30,e73_Copyrights,begindatum,1895,No Known Copyright,2010
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,tg:mmbdc:31,e73_Copyrights,begindatum,1899,No Known Copyright,2014
7fa9c968-3513-5182-a935-e161b2b76fb9,tg:mmbdc:42,e73_Copyrights,begindatum,1901,No Known Copyright,2016
baa604e3-9694-5877-bc90-de335424f37f,tg:mmbdc:43,e73_Copyrights,begindatum,1901,No Known Copyright,2016
dd4f9258-3346-5591-b56d-1963a4728b70,tg:mmbdc:165,e73_Copyrights,begindatum,1895,No Known Copyright,2010
1fddab6b-2c01-53f7-afb9-56fa14f7bfa9,tg:mmbdc:166,e73_Copyrights,begindatum,uuuu,Copyright Undetermined,
a34674cd-e662-5474-924d-c80290414a0f,tg:mmbdc:167,e73_Copyrights,begindatum,uuuu,Copyright Undetermined,
833c865b-1a97-53ed-a6e3-9d51d742b161,tg:mmbdc:133,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
1719c64c-fa7a-5d5f-bdc5-798537c2c9d6,tg:mmbdc:60,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
4028c865-2608-5574-a8ff-779529f18cbe,tg:mmbdc:4,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
aa04eb23-83e2-5fc7-97a7-3b86569e27fc,tg:mmbdc:114,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
ec6b5255-dfcb-57e5-91b4-0e41ba385d72,tg:mmbdc:115,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
8b9b723b-a1af-565e-a376-c1466a9b4464,tg:mmbdc:122,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
60f45316-4f01-5f2d-b1a0-44f45d6ec424,tg:mmbdc:117,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
9c409e7c-ec60-575a-bf76-073097852c86,tg:mmbdc:106,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
c9a26edd-3340-58de-af77-8b97ee87ff86,tg:mmbdc:144,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
f49fd4d1-9f92-5bea-9a82-fb7e9ad0400f,tg:mmbdc:126,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
83c53c53-f84f-5936-986a-c4b77c928be4,tg:mmbdc:132,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
ed05850e-d93e-5353-84a8-4dbb8b38ec9c,tg:mmbdc:121,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
a78ed738-c87c-5d9e-a725-b616e28f4bd4,tg:mmbdc:107,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
44b83a36-1644-5057-b200-82be841d8547,tg:mmbdc:158,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
a186e0f7-a2b1-5c33-b76c-19874b8fa52c,tg:mmbdc:84,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
cbf06722-4265-5ab3-8eb9-fb5991edbd07,tg:mmbdc:111,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
d4dd485a-7f2e-5b08-aea6-ef27315da217,tg:mmbdc:161,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
484623ef-fa84-59f8-aaf9-6dadbecc8f89,tg:mmbdc:6,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
cf555baa-6a47-5f4a-84ca-76ff4ff32653,tg:mmbdc:123,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
e529739d-7e84-5c53-abde-248c6c598675,tg:mmbdc:139,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
27b8c2ea-6767-5148-9e61-f33309add541,tg:mmbdc:58,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
e62350f0-770d-5285-99f2-35f119c5d7ab,tg:mmbdc:28,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
779d5ef6-44f2-53b9-9ded-2078f8138f29,tg:mmbdc:143,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
c05c7bcf-5880-5b6f-b8e1-1913c0a0843d,tg:mmbdc:135,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
239f6f57-5465-5c0a-a8f1-5e868780d35a,tg:mmbdc:89,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
76a770c1-e2b5-51b0-ba7f-15687f461925,tg:mmbdc:104,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,tg:mmbdc:109,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
282dca35-a48f-5c78-9f57-b23dd4f81fe5,tg:mmbdc:47,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
1aaa7628-6013-5f5f-8c5a-9dfcf6969bfd,tg:mmbdc:49,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
e76e0866-39a5-5fff-969d-855d05005a4d,tg:mmbdc:2,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,tg:mmbdc:125,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,tg:mmbdc:119,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
4364bde1-3271-5bc9-9996-dd4168dff6a5,tg:mmbdc:90,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
90d4aae4-f547-5cc7-a03a-1211a0b50dee,tg:mmbdc:116,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
944778d9-1aa3-57cc-8c2b-1530d4636715,tg:mmbdc:162,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
b69cc2df-8442-51a0-a796-7206b92e2201,tg:mmbdc:3,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,tg:mmbdc:29,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
b1294d21-96d3-50cb-9597-84bbb6b01520,tg:mmbdc:120,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
c20ab8b5-5fc8-5ff5-a3d8-9f4b3390f756,tg:mmbdc:160,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
afd359bf-3a32-5753-94f3-603656881eab,tg:mmbdc:62,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
0026923d-dfd2-5f6d-a4e2-b8f73b29ca20,tg:mmbdc:5,e73_Copyrights,begindatum,nan,Copyright Undetermined,nan
