ResourceID,card,order,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
f4e49ea6-4484-51dd-93f6-ed1e84ddd978,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f4e49ea6-4484-51dd-93f6-ed1e84ddd978,object identifier,tg:mmbdc:12,record identifiers,MMB.A.1200,constructed titles,Doodsbrief Emil Mayer,Dutch (language),Documenten,,,
e7151ec4-bfbb-5ecd-bdde-c2a6f38860f0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e7151ec4-bfbb-5ecd-bdde-c2a6f38860f0,object identifier,tg:mmbdc:108,record identifiers,MMB.A.1575,constructed titles,Ontvangstbewijs voor de levering van catalogi,Dutch (language),Documenten,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,AA,0,https://data.museummayervandenbergh.be/ark:/59511/975f495e-f7bc-5fad-a859-5f17f3ef3684,object identifier,tg:mmbdc:112,record identifiers,MMB.A.1616,constructed titles,Rekening van Jules Joris aan Alphonse Cols,Dutch (language),Documenten,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2d8258f1-a518-5920-8ca7-9eedc2fec6f3,object identifier,tg:mmbdc:109,record identifiers,MMB.A.1576,constructed titles,Visitekaartje Edmond van Offel,Dutch (language),Documenten,,,
bad7771a-af52-5c96-b542-662c29fb79d2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/bad7771a-af52-5c96-b542-662c29fb79d2,object identifier,tg:mmbdc:52,record identifiers,MMB.A.1319,constructed titles,Gasrekeningen Gasmaatschappij Antwerpen,Dutch (language),Documenten,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2a3ffdb3-8266-56f8-bd56-c576231952e9,object identifier,tg:mmbdc:53,record identifiers,MMB.A.1320,constructed titles,Gasrekeningen Gasmaatschappij Antwerpen,Dutch (language),Documenten,,,
dfd8430e-f99e-5696-aeb3-7536e33f6cf9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/dfd8430e-f99e-5696-aeb3-7536e33f6cf9,object identifier,tg:mmbdc:54,record identifiers,MMB.A.1321,constructed titles,Waterrekening Antwerp Water Works,Dutch (language),Documenten,,,
b69aae14-ca78-53e2-aaec-fc1c967c1c4f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b69aae14-ca78-53e2-aaec-fc1c967c1c4f,object identifier,tg:mmbdc:55,record identifiers,MMB.A.1322,constructed titles,Belastingsbrief: Vereniging zonder wistmakend doel Institut Saint Frederic/Sint Fredericusstichting,Dutch (language),Documenten,,,
ce0f7af4-da6d-5e66-aac0-e109583f47b2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ce0f7af4-da6d-5e66-aac0-e109583f47b2,object identifier,tg:mmbdc:56,record identifiers,MMB.A.1338,constructed titles,Belastingsbrief: Gemeentebelasting Mortsel,Dutch (language),Documenten,,,
1383d707-43bc-571d-919e-7f0dd9994e4f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1383d707-43bc-571d-919e-7f0dd9994e4f,object identifier,tg:mmbdc:82,record identifiers,MMB.A.1475,constructed titles,Rekening smeedwerk voor de Sint Fredericusstichting,Dutch (language),Documenten,,,
ff62b6a8-4272-5068-98f5-9f0bf54f1803,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ff62b6a8-4272-5068-98f5-9f0bf54f1803,object identifier,tg:mmbdc:57,record identifiers,MMB.A.1342,constructed titles,Krantenknipsel over Sint Henricus Liefdadige Stichting voor Breuklijders,Dutch (language),Documenten,,,
27b8c2ea-6767-5148-9e61-f33309add541,AA,0,https://data.museummayervandenbergh.be/ark:/59511/27b8c2ea-6767-5148-9e61-f33309add541,object identifier,tg:mmbdc:58,record identifiers,MMB.A.1352,constructed titles,Notitie over de werking van de Sint Henricusstichting,Dutch (language),Documenten,,,
a5c8f42a-18aa-5603-bfe4-e31872c63d32,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a5c8f42a-18aa-5603-bfe4-e31872c63d32,object identifier,tg:mmbdc:59,record identifiers,MMB.A.1363,constructed titles,Reglement van inwendige orde van de Sint Henricusstichting,Dutch (language),Documenten,,,
1719c64c-fa7a-5d5f-bdc5-798537c2c9d6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1719c64c-fa7a-5d5f-bdc5-798537c2c9d6,object identifier,tg:mmbdc:60,record identifiers,MMB.A.1368,constructed titles,Toespraak ter ere van de feestdag van Sint Henricus,Dutch (language),Documenten,,,
a1fd1a6e-f524-5288-9021-ee6b2fc15c48,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a1fd1a6e-f524-5288-9021-ee6b2fc15c48,object identifier,tg:mmbdc:61,record identifiers,MMB.A.1369,constructed titles,"Overeenkomst tussen Henriëtte Mayer van den Bergh en A. Brouwers, Moeder Overste van het Sint Camillus gesticht voor de huur van kamers",Dutch (language),Documenten,,,
afd359bf-3a32-5753-94f3-603656881eab,AA,0,https://data.museummayervandenbergh.be/ark:/59511/afd359bf-3a32-5753-94f3-603656881eab,object identifier,tg:mmbdc:62,record identifiers,MMB.A.1406,constructed titles,Organieke statuten van de Sint Henricusstichting (voorontwerp),Dutch (language),Documenten,,,
a186e0f7-a2b1-5c33-b76c-19874b8fa52c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a186e0f7-a2b1-5c33-b76c-19874b8fa52c,object identifier,tg:mmbdc:84,record identifiers,MMB.A.1478,constructed titles,Notitie: werking Sint Henricusstichting 1915-1916,Dutch (language),Documenten,,,
299de83c-bbc7-527d-9297-04ee3a4e3eab,AA,0,https://data.museummayervandenbergh.be/ark:/59511/299de83c-bbc7-527d-9297-04ee3a4e3eab,object identifier,tg:mmbdc:93,record identifiers,MMB.A.1490,constructed titles,Naamlijst: Personeel Sint Henricusstichting,Dutch (language),Documenten,descriptive note,Nederlands,Overzicht van dokters die operaties uitvoerden tussen 6 november en 27 december 1915
e89f431c-7364-5c4a-a845-96c43fbb2673,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e89f431c-7364-5c4a-a845-96c43fbb2673,object identifier,tg:mmbdc:94,record identifiers,MMB.A.1515,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
b383199c-2d93-59eb-8855-fa86ec97811f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b383199c-2d93-59eb-8855-fa86ec97811f,object identifier,tg:mmbdc:95,record identifiers,MMB.A.1516,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6355f5eb-9ad7-5f33-baf3-d86a14afcaf8,object identifier,tg:mmbdc:96,record identifiers,MMB.A.1517,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/969cb11b-cb9b-5e7f-8942-b598386487cc,object identifier,tg:mmbdc:97,record identifiers,MMB.A.1519,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,AA,0,https://data.museummayervandenbergh.be/ark:/59511/493ac90b-fa10-50e3-b7ec-8daf6fcce287,object identifier,tg:mmbdc:98,record identifiers,MMB.A.1520,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
8218acd3-4429-5d35-8f51-80631e753e87,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8218acd3-4429-5d35-8f51-80631e753e87,object identifier,tg:mmbdc:99,record identifiers,MMB.A.1521,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
451148b0-73dd-5072-a62c-7894d342d278,AA,0,https://data.museummayervandenbergh.be/ark:/59511/451148b0-73dd-5072-a62c-7894d342d278,object identifier,tg:mmbdc:100,record identifiers,MMB.A.1522,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,AA,0,https://data.museummayervandenbergh.be/ark:/59511/87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,object identifier,tg:mmbdc:101,record identifiers,MMB.A.1523,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2f82e820-2bab-52cb-9dbf-5ef24a341dad,object identifier,tg:mmbdc:102,record identifiers,MMB.A.1524,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
f888f3d5-80db-5b5f-94aa-5a3d43548e52,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f888f3d5-80db-5b5f-94aa-5a3d43548e52,object identifier,tg:mmbdc:103,record identifiers,MMB.A.1525,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,AA,0,https://data.museummayervandenbergh.be/ark:/59511/76a770c1-e2b5-51b0-ba7f-15687f461925,object identifier,tg:mmbdc:104,record identifiers,MMB.A.1530,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
a78ed738-c87c-5d9e-a725-b616e28f4bd4,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a78ed738-c87c-5d9e-a725-b616e28f4bd4,object identifier,tg:mmbdc:107,record identifiers,MMB.A.1559,constructed titles,Notitie: adres van Jan Bauweraerts-Van Den Muyzenberg,Dutch (language),Documenten,,,
c328943a-46b9-5aca-9210-f61f26e379ec,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c328943a-46b9-5aca-9210-f61f26e379ec,object identifier,tg:mmbdc:63,record identifiers,MMB.A.1454,constructed titles,Kasboek Sint Henricusstichting,Dutch (language),Documenten,,,
f0a19a94-019f-5ef5-836f-69f802b52d5c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f0a19a94-019f-5ef5-836f-69f802b52d5c,object identifier,tg:mmbdc:64,record identifiers,MMB.A.1455,constructed titles,Kwitantie huur van een safe voor de Sint Henricusstichting,Dutch (language),Documenten,,,
6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6c7ccc0d-5d67-5e6f-9fa4-b0973651bb16,object identifier,tg:mmbdc:65,record identifiers,MMB.A.1456,constructed titles,Rekening medische instrumenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
108756f8-64b4-506a-9f98-ceb3ef00390d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/108756f8-64b4-506a-9f98-ceb3ef00390d,object identifier,tg:mmbdc:66,record identifiers,MMB.A.1457,constructed titles,Rekening medische instrumenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
c5a33844-8bfb-5e54-b6aa-d0281135b007,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c5a33844-8bfb-5e54-b6aa-d0281135b007,object identifier,tg:mmbdc:67,record identifiers,MMB.A.1458,constructed titles,Rekening medische instrumenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
25a4f489-f009-5fe5-9477-591efdb18ae3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/25a4f489-f009-5fe5-9477-591efdb18ae3,object identifier,tg:mmbdc:68,record identifiers,MMB.A.1459,constructed titles,Rekening drukwerk voor de Sint Henricusstichting,Dutch (language),Documenten,,,
05df2589-1585-5594-bc8a-31b756a2b8f6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/05df2589-1585-5594-bc8a-31b756a2b8f6,object identifier,tg:mmbdc:69,record identifiers,MMB.A.1460,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
0b0fc7f1-eb05-50c6-82d7-dfdafe7ae780,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0b0fc7f1-eb05-50c6-82d7-dfdafe7ae780,object identifier,tg:mmbdc:70,record identifiers,MMB.A.1461,constructed titles,Rekening medische benodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
270def31-7396-5780-8a48-ea5ea6d86ed8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/270def31-7396-5780-8a48-ea5ea6d86ed8,object identifier,tg:mmbdc:71,record identifiers,MMB.A.1462,constructed titles,Rekening medicamenten voor de Sint Henricusstichting,Dutch (language),Documenten,,,
93e90445-472a-5e69-8889-bb123cb5d599,AA,0,https://data.museummayervandenbergh.be/ark:/59511/93e90445-472a-5e69-8889-bb123cb5d599,object identifier,tg:mmbdc:72,record identifiers,MMB.A.1463,constructed titles,Uitgaven Sint Henricusstichting 1904-1905,Dutch (language),Documenten,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/313eef31-e6d3-5dbf-8b35-988507c8e01e,object identifier,tg:mmbdc:73,record identifiers,MMB.A.1464,constructed titles,Uitgaven Sint Henricusstichting,Dutch (language),Documenten,,,
5cede916-f4cb-5135-8087-0f00e34b416b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5cede916-f4cb-5135-8087-0f00e34b416b,object identifier,tg:mmbdc:74,record identifiers,MMB.A.1465,constructed titles,Uitgaven Sint Henricusstichting,Dutch (language),Documenten,,,
74a758b8-f555-5531-96c8-e79a63a7b8d3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/74a758b8-f555-5531-96c8-e79a63a7b8d3,object identifier,tg:mmbdc:75,record identifiers,MMB.A.1467,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
29da2038-6f05-5285-942a-fb63293810e5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/29da2038-6f05-5285-942a-fb63293810e5,object identifier,tg:mmbdc:76,record identifiers,MMB.A.1468,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
a6219f25-033c-593f-90d8-efb505fc4bb8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a6219f25-033c-593f-90d8-efb505fc4bb8,object identifier,tg:mmbdc:77,record identifiers,MMB.A.1469,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/92dc80d1-5388-5313-93c1-582e99f23e9f,object identifier,tg:mmbdc:78,record identifiers,MMB.A.1470,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4a36f5c4-24d5-5047-9ee5-3219e07c78b6,object identifier,tg:mmbdc:79,record identifiers,MMB.A.1472,constructed titles,Rekening drukwerk voor de Sint Henricusstichting,Dutch (language),Documenten,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7a3ea516-bf4f-5143-aba7-213a091367fc,object identifier,tg:mmbdc:80,record identifiers,MMB.A.1473,constructed titles,Schatting kapitaal Sint Henricusstichting,Dutch (language),Documenten,,,
22d8d29b-a2be-5a50-b646-5de42555bc3a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/22d8d29b-a2be-5a50-b646-5de42555bc3a,object identifier,tg:mmbdc:81,record identifiers,MMB.A.1474,constructed titles,Rekening kerkboek voor de Sint Henricusstichting,Dutch (language),Documenten,,,
342b234e-b819-5020-afef-c997a40c8b3d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/342b234e-b819-5020-afef-c997a40c8b3d,object identifier,tg:mmbdc:83,record identifiers,MMB.A.1476,constructed titles,Rekening Sint Henricusmis voor de genezen breuklijders,Dutch (language),Documenten,,,
fc39d75e-5e3c-5ff5-a14e-8a07f133088e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/fc39d75e-5e3c-5ff5-a14e-8a07f133088e,object identifier,tg:mmbdc:85,record identifiers,MMB.A.1479,constructed titles,Rekeningen: 'Restauration nationale',Dutch (language),Documenten,,,
e268ae78-3bbc-57ae-9b11-ab6d7d7ac6ed,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e268ae78-3bbc-57ae-9b11-ab6d7d7ac6ed,object identifier,tg:mmbdc:86,record identifiers,MMB.A.1480,constructed titles,Rekeningen: Ereloon dr. Hertoghe,Dutch (language),Documenten,,,
6989ab5a-5e9a-589f-bc91-82ac9e23af82,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6989ab5a-5e9a-589f-bc91-82ac9e23af82,object identifier,tg:mmbdc:87,record identifiers,MMB.A.1481,constructed titles,Rekeningen: Kosten Sint Camillusgesticht,Dutch (language),Documenten,,,
c29f2fa8-a5c2-5856-b7d1-a1bdbebdaf61,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c29f2fa8-a5c2-5856-b7d1-a1bdbebdaf61,object identifier,tg:mmbdc:88,record identifiers,MMB.A.1482,constructed titles,Rekeningen: Ereloon aalmoezenier Jules Duvivier,Dutch (language),Documenten,,,
239f6f57-5465-5c0a-a8f1-5e868780d35a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/239f6f57-5465-5c0a-a8f1-5e868780d35a,object identifier,tg:mmbdc:89,record identifiers,MMB.A.1483,constructed titles,Notitie: Ereloon aalmoezenier,Dutch (language),Documenten,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4364bde1-3271-5bc9-9996-dd4168dff6a5,object identifier,tg:mmbdc:90,record identifiers,MMB.A.1484,constructed titles,Kaft: 'Institut St. Henri. Bilans',Dutch (language),Documenten,,,
c6d15f44-02a7-5349-b1d8-37647638cb33,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c6d15f44-02a7-5349-b1d8-37647638cb33,object identifier,tg:mmbdc:91,record identifiers,MMB.A.1485,constructed titles,Ontvangstbewijzen: Erelonen geneesheren Sint Henricusstichting,Dutch (language),Documenten,,,
1dcfac86-1f00-5ba0-b1ca-397f4af38b4a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1dcfac86-1f00-5ba0-b1ca-397f4af38b4a,object identifier,tg:mmbdc:92,record identifiers,MMB.A.1486,constructed titles,"Uitgaven: Rekeningen, ontvangstbewijzen en notities in verband met de Sint Henricusstichting",Dutch (language),Documenten,,,
6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6b2b61eb-8dec-5e35-aaf8-fb1c1e137c6a,object identifier,tg:mmbdc:105,record identifiers,MMB.A.1550,constructed titles,Kwitantie: Honorarium dr. Alfons Van de Perre,Dutch (language),Documenten,,,
9c409e7c-ec60-575a-bf76-073097852c86,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9c409e7c-ec60-575a-bf76-073097852c86,object identifier,tg:mmbdc:106,record identifiers,MMB.A.1558,constructed titles,Visitekaartje 'Mr & Mme Van Reeth-Genicot & Famille',Dutch (language),Documenten,,,
e64ca066-a991-5290-85b8-b3ca6b3615c5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e64ca066-a991-5290-85b8-b3ca6b3615c5,object identifier,tg:mmbdc:110,record identifiers,MMB.A.1614,constructed titles,Gebed tot Sint Jozef,Dutch (language),Documenten,,,
cbf06722-4265-5ab3-8eb9-fb5991edbd07,AA,0,https://data.museummayervandenbergh.be/ark:/59511/cbf06722-4265-5ab3-8eb9-fb5991edbd07,object identifier,tg:mmbdc:111,record identifiers,MMB.A.1615,constructed titles,Weesgegroet: Gebed tot Heilige Maagd Maria,Dutch (language),Documenten,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,object identifier,tg:mmbdc:129,record identifiers,MMB.A.1663,constructed titles,"Kwitantie: Lijstje van aankopen op een kunstveiling bij Hugo Helbing, München",Dutch (language),Documenten,,,
0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,object identifier,tg:mmbdc:130,record identifiers,MMB.A.1665,constructed titles,"Overeenkomst tussen Fritz Mayer van den Bergh en Lambrechts, tapijtrestaurateur, voor de restauratie van een wandtapijt voorstellende de Geboorte van Jezus",Dutch (language),Documenten,,,
0e36645d-5a76-578b-b102-2e9a72d2d391,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0e36645d-5a76-578b-b102-2e9a72d2d391,object identifier,tg:mmbdc:134,record identifiers,MMB.A.1670,constructed titles,Ontvangstbewijs zilveren werken,Dutch (language),Documenten,,,
aaee58ac-19f5-5d12-bfdf-b182540772c9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/aaee58ac-19f5-5d12-bfdf-b182540772c9,object identifier,tg:mmbdc:140,record identifiers,MMB.A.2420,constructed titles,Lijst: werken uit de collectie Verhaegen (borduurwerk),Dutch (language),Documenten,descriptive note,Nederlands,collectie aangekocht in Gent 1892
0476e0a0-d09a-5804-ba82-deb196a90f13,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0476e0a0-d09a-5804-ba82-deb196a90f13,object identifier,tg:mmbdc:159,record identifiers,MMB.A.2498,constructed titles,Inventaris: Werken uit de collectie Micheli,Dutch (language),Documenten,descriptive note,Nederlands,Collectie aangekocht in Parijs 1898
c20ab8b5-5fc8-5ff5-a3d8-9f4b3390f756,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c20ab8b5-5fc8-5ff5-a3d8-9f4b3390f756,object identifier,tg:mmbdc:160,record identifiers,MMB.A.2499,constructed titles,Adresboek van Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d4dd485a-7f2e-5b08-aea6-ef27315da217,object identifier,tg:mmbdc:161,record identifiers,MMB.A.2500,constructed titles,Aankoopboek van Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
985e1f42-413d-5bf4-aad8-e503c79c145a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/985e1f42-413d-5bf4-aad8-e503c79c145a,object identifier,tg:mmbdc:50,record identifiers,MMB.A.1296,constructed titles,Notitie: was geplakt op de binnenzijde van de deuren van de wandkasten in zaal 8/Salon Lodewijk XVI,Dutch (language),Documenten,descriptive note,Nederlands,Wandkasten: aangekocht 1890 van Georgina Clavareau-Van Sprangh in Doornik
60f45316-4f01-5f2d-b1a0-44f45d6ec424,AA,0,https://data.museummayervandenbergh.be/ark:/59511/60f45316-4f01-5f2d-b1a0-44f45d6ec424,object identifier,tg:mmbdc:117,record identifiers,MMB.A.1639,constructed titles,Notitie: aantekeningen over Vlaamse en Nederlandse kunstenaars,Dutch (language),Documenten,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4e1f5565-158d-5dfe-9987-fe13fbb48a7e,object identifier,tg:mmbdc:118,record identifiers,MMB.A.1649,constructed titles,Notitie: aankopen bij Croquison,Dutch (language),Documenten,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8b9b723b-a1af-565e-a376-c1466a9b4464,object identifier,tg:mmbdc:122,record identifiers,MMB.A.1656,constructed titles,Notitie over verschillende medaillons,Dutch (language),Documenten,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,AA,0,https://data.museummayervandenbergh.be/ark:/59511/cf555baa-6a47-5f4a-84ca-76ff4ff32653,object identifier,tg:mmbdc:123,record identifiers,MMB.A.1657,constructed titles,Notitie: oplijsting van verschillende objecten met prijzen,Dutch (language),Documenten,descriptive note,Nederlands,Rekensom op de achterkant
