ResourceID,mmb_id_mat,card,order,Archive Brocade ID,Archive Widget
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_Archives,1,MMB.A.I.D.2.a,
2881a1ec-803b-569d-90c9-02e840292404,tg:mmbdc:99_#1,e22_Archives,1,MMB.A.I.D.2.a,
200b78aa-59d1-5d48-a3e9-a9698441da3e,tg:mmbdc:100_#1,e22_Archives,1,MMB.A.I.D.2.a,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_Archives,1,MMB.A.I.D.2.a,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Archives,1,MMB.A.I.D.2.a,
cd33b542-3106-54f0-8790-a0b54f937bdb,tg:mmbdc:103_#1,e22_Archives,1,MMB.A.I.D.2.a,
bfc75250-e8b3-5d84-b94d-9379c1e099ff,tg:mmbdc:104_#1,e22_Archives,1,MMB.A.I.D.2.a,
39dc7318-2b09-5a7a-9b96-6be399d98963,tg:mmbdc:107_#1,e22_Archives,1,MMB.A.I.D.2.a,
f664b0be-e2de-5c60-a369-b59445e5bc0e,tg:mmbdc:63_#1,e22_Archives,1,MMB.A.I.D.2.b,
b87bdabb-02a1-5d70-b4b6-36424dd65868,tg:mmbdc:64_#1,e22_Archives,1,MMB.A.I.D.2.b,
d8d85fc0-9e54-535d-856e-db378422ab52,tg:mmbdc:65_#1,e22_Archives,1,MMB.A.I.D.2.b,
acb05eb8-b42c-54e5-8ebe-ee2cce55dae0,tg:mmbdc:66_#1,e22_Archives,1,MMB.A.I.D.2.b,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,e22_Archives,1,MMB.A.I.D.2.b,
ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,e22_Archives,1,MMB.A.I.D.2.b,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Archives,1,MMB.A.I.D.2.b,
d6a0a077-1ab3-5f47-a310-14e003d32cb5,tg:mmbdc:70_#1,e22_Archives,1,MMB.A.I.D.2.b,
a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,e22_Archives,1,MMB.A.I.D.2.b,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Archives,1,MMB.A.I.D.2.b,
f0dd8933-0aa8-5ee4-9b3c-de811759b4fd,tg:mmbdc:73_#1,e22_Archives,1,MMB.A.I.D.2.b,
532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,e22_Archives,1,MMB.A.I.D.2.b,
31db27b6-5bf3-51da-86c2-a4aafdbcce02,tg:mmbdc:75_#1,e22_Archives,1,MMB.A.I.D.2.b,
791ce149-5c2b-528f-a863-80bc7c4c05ce,tg:mmbdc:76_#1,e22_Archives,1,MMB.A.I.D.2.b,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_Archives,1,MMB.A.I.D.2.b,
ac173f3e-8686-522f-822f-65da8b62f45c,tg:mmbdc:78_#1,e22_Archives,1,MMB.A.I.D.2.b,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Archives,1,MMB.A.I.D.2.b,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Archives,1,MMB.A.I.D.2.b,
848c767a-5e09-568d-84ac-2171a43ef2ff,tg:mmbdc:81_#1,e22_Archives,1,MMB.A.I.D.2.b,
6cac3c53-c74f-586c-91b3-26062c8dece5,tg:mmbdc:83_#1,e22_Archives,1,MMB.A.I.D.2.b,
c368cca2-6db5-579f-8f53-6924337edd97,tg:mmbdc:85_#1,e22_Archives,1,MMB.A.I.D.2.b,
6dbbc865-b9ab-5c4c-9434-6758f0a4d740,tg:mmbdc:86_#1,e22_Archives,1,MMB.A.I.D.2.b,
900a1849-6553-5eb7-9e73-81e9fdeadc30,tg:mmbdc:87_#1,e22_Archives,1,MMB.A.I.D.2.b,
55f324c7-820f-56ae-b6f5-923104d9831a,tg:mmbdc:88_#1,e22_Archives,1,MMB.A.I.D.2.b,
cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,e22_Archives,1,MMB.A.I.D.2.b,
c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,e22_Archives,1,MMB.A.I.D.2.b,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,e22_Archives,1,MMB.A.I.D.2.b,
da93969a-9b2d-57cb-b7a5-a5095b55d562,tg:mmbdc:92_#1,e22_Archives,1,MMB.A.I.D.2.b,
f33ccad8-05e0-52a9-8eaf-e1040b59ce33,tg:mmbdc:105_#1,e22_Archives,1,MMB.A.I.D.2.b,
f8bd3003-7f70-5219-8c4b-447da7801fef,tg:mmbdc:106_#1,e22_Archives,1,MMB.A.I.D.2.c,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,tg:mmbdc:110_#1,e22_Archives,1,MMB.A.I.E.3,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Archives,1,MMB.A.I.E.3,
2cd221b1-3c8d-5832-a624-ea58153153fc,tg:mmbdc:129_#1,e22_Archives,1,MMB.A.I.A.2,
2259aad3-ca05-5180-a684-1726b89be913,tg:mmbdc:130_#1,e22_Archives,1,MMB.A.I.A.2,
268e406e-6525-5782-b2da-0d76cc8657b3,tg:mmbdc:134_#1,e22_Archives,1,MMB.A.I.A.2,
1c48a847-afc7-5397-952e-1e29afa72022,tg:mmbdc:140_#1,e22_Archives,1,MMB.A.I.A.3.a,
97ba37de-55f5-57ce-ad51-8119e6255eda,tg:mmbdc:159_#1,e22_Archives,1,MMB.A.I.A.3.b,
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_Archives,1,MMB.A.I.A.4.a,
3da1ad01-5e06-55f2-ad24-7f20c2639d45,tg:mmbdc:161_#1,e22_Archives,1,MMB.A.I.A.4.b,
7822590f-8f95-5a0c-8189-b382946f3e22,tg:mmbdc:50_#1,e22_Archives,1,MMB.A.I.A.4.c,
b3aeb7dc-2e3c-599d-ab86-ef631603d2af,tg:mmbdc:117_#1,e22_Archives,1,MMB.A.I.A.4.c,
6af047a7-8e0c-53e4-a773-805c838fd006,tg:mmbdc:118_#1,e22_Archives,1,MMB.A.I.A.4.c,
bdf471e1-748a-5f64-ba1d-67635bb191c4,tg:mmbdc:122_#1,e22_Archives,1,MMB.A.I.A.4.c,
6de1e553-ea7f-507f-ae24-cac06494070a,tg:mmbdc:123_#1,e22_Archives,1,MMB.A.I.A.4.c,
09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,e22_Archives,1,MMB.A.I.A.4.c,
aa06c6ad-619c-5b4c-b967-0d62f2ad0900,tg:mmbdc:125_#1,e22_Archives,1,MMB.A.I.A.4.c,
96240b4f-302d-587d-880e-d859f603eaec,tg:mmbdc:126_#1,e22_Archives,1,MMB.A.I.A.4.c,
7ddc9d0f-6eb7-5973-8f26-b5388322a64d,tg:mmbdc:127_#1,e22_Archives,1,MMB.A.I.A.4.c,
19a928ce-384c-5950-9f66-aff236631d53,tg:mmbdc:128_#1,e22_Archives,1,MMB.A.I.A.4.c,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_Archives,1,MMB.A.I.A.4.c,
6f1864a9-eada-5f73-bea6-5483539a4ad0,tg:mmbdc:132_#1,e22_Archives,1,MMB.A.I.A.4.c,
9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,e22_Archives,1,MMB.A.I.A.4.c,
db466b6c-499e-5871-ae2f-7dab2a4de216,tg:mmbdc:48_#1,e22_Archives,1,MMB.A.I.B.1,
5bed484c-6203-5738-ab11-d2a351f9c38b,tg:mmbdc:49_#1,e22_Archives,1,MMB.A.I.B.1,
e207c16c-f087-5901-baf4-ea5791d0a1b3,tg:mmbdc:51_#1,e22_Archives,1,MMB.A.I.B.1,
85ae7137-f532-57c0-b555-7735245bd5bf,tg:mmbdc:113_#1,e22_Archives,1,MMB.A.I.B.1,
f2b51134-d1c1-5f3d-bab2-1e3839410334,tg:mmbdc:119_#1,e22_Archives,1,MMB.A.I.B.1,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Archives,1,MMB.A.I.B.1,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,tg:mmbdc:121_#1,e22_Archives,1,MMB.A.I.B.1,
8d15bf4d-1d74-5a90-ac6f-0536bc7905a2,tg:mmbdc:141_#1,e22_Archives,1,MMB.A.I.B.1,
2a767980-91bf-5ec7-88d7-ff56d749e1e1,tg:mmbdc:142_#1,e22_Archives,1,MMB.A.I.B.1,
99653bf6-4f4e-5041-9fee-8c23f9ea8143,tg:mmbdc:143_#1,e22_Archives,1,MMB.A.I.B.1,
1ad7940d-d021-5cc9-8925-a3c6257b3437,tg:mmbdc:158_#1,e22_Archives,1,MMB.A.I.B.1,
abde6589-d151-54ed-a631-5ea1d31ec8ec,tg:mmbdc:144_#1,e22_Archives,1,MMB.A.I.B.2,
24eda292-f177-5ead-831d-19b9e518638b,tg:mmbdc:136_#1,e22_Archives,1,MMB.A.I.B.3.d,
c24c51bc-954c-51b8-943a-199225d8e520,tg:mmbdc:137_#1,e22_Archives,1,MMB.A.I.B.3.d,
3299b50f-4034-5809-8a1f-7997997b6e2f,tg:mmbdc:138_#1,e22_Archives,1,MMB.A.I.B.3.d,
24617713-e3c4-5f12-b314-aaa0bdb307bf,tg:mmbdc:139_#1,e22_Archives,1,MMB.A.I.B.3.d,
6b90b573-8ebe-51e0-acf5-7715d12dbcaf,tg:mmbdc:145_#1,e22_Archives,1,MMB.A.I.B.4.a,
70492b6b-e7eb-5977-85d1-5cb950f70548,tg:mmbdc:146_#1,e22_Archives,1,MMB.A.I.B.4.a,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_Archives,1,MMB.A.I.B.4.a,
3cae6da1-00c8-5157-958c-bed21e032939,tg:mmbdc:148_#1,e22_Archives,1,MMB.A.I.B.4.a,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_Archives,1,MMB.A.I.B.4.a,
c68a31e5-f476-5ff8-8953-265daa26d392,tg:mmbdc:150_#1,e22_Archives,1,MMB.A.I.B.4.a,
da27b447-e317-5c70-a413-a01ab52640c3,tg:mmbdc:151_#1,e22_Archives,1,MMB.A.I.B.4.b,
f7cec6a7-819e-58e6-aa80-2aabe335a6d8,tg:mmbdc:152_#1,e22_Archives,1,MMB.A.I.B.4.c,
e58f89be-da92-5234-adda-204c9b4ab038,tg:mmbdc:153_#1,e22_Archives,1,MMB.A.I.B.4.c,
bb130f45-0b3b-5079-a75c-985e785c815c,tg:mmbdc:154_#1,e22_Archives,1,MMB.A.I.B.4.c,
2f751964-6d01-58b3-b82d-76fabdac181e,tg:mmbdc:155_#1,e22_Archives,1,MMB.A.I.B.4.c,
d3868d11-8b8d-5408-aea7-07b014f4cc2f,tg:mmbdc:156_#1,e22_Archives,1,MMB.A.I.B.4.c,
9d0d1c72-e334-572f-8c54-2611947cc798,tg:mmbdc:157_#1,e22_Archives,1,MMB.A.I.B.4.d,
34ea6dc7-8dd0-58b1-9b4f-1275ee51f67c,tg:mmbdc:135_#1,e22_Archives,1,MMB.A.I.C.2,
99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,e22_Archives,1,MMB.A.I.E.2,
3261420f-fa95-5253-80dc-107299b8b524,tg:mmbdc:41_#1,e22_Archives,1,MMB.A.I.E.2,
be0fc51d-b1da-5adf-8485-ccda336b1cf4,tg:mmbdc:163_#1,e22_Archives,1,MMB.A.I.E.2,
e49f59a6-245b-5048-82a8-e7560fca7e6c,tg:mmbdc:164_#1,e22_Archives,1,MMB.A.I.E.2,
276ac32f-6efb-5018-81e5-6c720c63ec86,tg:mmbdc:1_#1,e22_Archives,1,MMB.A.I.E.3,
a760ecdc-ffd1-5020-9188-01fab16e8d7e,tg:mmbdc:13_#1,e22_Archives,1,MMB.A.I.E.3,
d2b1e801-98c8-50f2-aada-311f9dcc076b,tg:mmbdc:14_#1,e22_Archives,1,MMB.A.I.E.3,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_Archives,1,MMB.A.I.E.3,
6e7e86ee-6828-5f4c-887f-0e6df4a4e461,tg:mmbdc:16_#1,e22_Archives,1,MMB.A.I.E.3,
aa5b4284-4130-5738-b75b-41e78516e517,tg:mmbdc:17_#1,e22_Archives,1,MMB.A.I.E.3,
9a28002b-ba44-5e42-8248-4056ae98f698,tg:mmbdc:18_#1,e22_Archives,1,MMB.A.I.E.3,
02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,e22_Archives,1,MMB.A.I.E.3,
a8a785b2-615d-5cb3-895c-879ac3d91c7a,tg:mmbdc:20_#1,e22_Archives,1,MMB.A.I.E.3,
ae701dd1-11e4-5401-b13b-ea98289eb072,tg:mmbdc:21_#1,e22_Archives,1,MMB.A.I.E.3,
b4440dbe-bb57-5d79-a39a-05a615a74af0,tg:mmbdc:22_#1,e22_Archives,1,MMB.A.I.E.3,
87faaec5-b87c-5dae-8262-c875a4343c99,tg:mmbdc:23_#1,e22_Archives,1,MMB.A.I.E.3,
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,tg:mmbdc:24_#1,e22_Archives,1,MMB.A.I.E.3,
fe12775b-a1f5-59ef-8d82-84f9ec7d6d59,tg:mmbdc:25_#1,e22_Archives,1,MMB.A.I.E.3,
5d1ded10-c07e-5977-85f8-c9a900ea95e5,tg:mmbdc:26_#1,e22_Archives,1,MMB.A.I.E.3,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Archives,1,MMB.A.I.E.3,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,tg:mmbdc:28_#1,e22_Archives,1,MMB.A.I.E.3,
428d08bf-1d96-5650-9ff9-ce35c44d19ec,tg:mmbdc:29_#1,e22_Archives,1,MMB.A.I.E.3,
edc08000-9da6-57c4-a4fc-8c14ebaafd1f,tg:mmbdc:32_#1,e22_Archives,1,MMB.A.I.E.3,
9322239b-d5aa-5637-b103-47cdc4452370,tg:mmbdc:33_#1,e22_Archives,1,MMB.A.I.E.3,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Archives,1,MMB.A.I.E.3,
cbf9d6f1-891b-5760-b712-647aa6714646,tg:mmbdc:35_#1,e22_Archives,1,MMB.A.I.E.3,
549796a6-5207-51d5-8499-dd3bdab97743,tg:mmbdc:36_#1,e22_Archives,1,MMB.A.I.E.3,
b712e8ac-aa1c-523b-812f-67f1e11c0eb8,tg:mmbdc:37_#1,e22_Archives,1,MMB.A.I.E.3,
d5d88f16-25d2-5c82-8c97-d848a6ced94b,tg:mmbdc:39_#1,e22_Archives,1,MMB.A.I.E.3,
32978923-1776-5392-b89e-cc52eb4e7cbf,tg:mmbdc:40_#1,e22_Archives,1,MMB.A.I.E.3,
6a5231b7-ae21-565f-9c19-f9f5624a6ddd,tg:mmbdc:44_#1,e22_Archives,1,MMB.A.I.E.3,
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,tg:mmbdc:45_#1,e22_Archives,1,MMB.A.I.E.3,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_Archives,1,MMB.A.I.E.3,
d929c2ae-a8bc-50b3-ab2c-e7d620669d02,tg:mmbdc:47_#1,e22_Archives,1,MMB.A.I.E.3,
a9e0d98c-8bbd-59ec-b541-dabf1533913a,tg:mmbdc:114_#1,e22_Archives,1,MMB.A.I.E.3,
64c0024c-5b13-5b4c-ae2e-d283f2533d4f,tg:mmbdc:115_#1,e22_Archives,1,MMB.A.I.E.3,
78113b5e-98ce-55a7-b162-97ee1f68c18e,tg:mmbdc:116_#1,e22_Archives,1,MMB.A.I.E.3,
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,tg:mmbdc:30_#1,e22_Archives,1,MMB.A.I.E.4,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Archives,1,MMB.A.I.E.4,
c3788d2c-d341-52ba-b8d9-e09611e57d76,tg:mmbdc:42_#1,e22_Archives,1,MMB.A.I.E.4,
af199622-0508-5d7d-9f7b-5311e1542b7b,tg:mmbdc:43_#1,e22_Archives,1,MMB.A.I.E.4,
385568ec-d7be-5d72-bd98-8a807a57f5e4,tg:mmbdc:162_#1,e22_Archives,1,MMB.A.I.E.5,
d92558b5-a0f3-51b6-9383-ce4f1c0dd27c,tg:mmbdc:165_#1,e22_Archives,1,MMB.A.I.E.6,
8737cb46-3ec3-5166-ae7e-a061a35c47ad,tg:mmbdc:166_#1,e22_Archives,1,MMB.A.I.E.6,
b3190c4b-e2d5-5f49-9d6a-6d3bab05282e,tg:mmbdc:167_#1,e22_Archives,1,MMB.A.I.E.6,
