ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
b68a3c8f-ca33-5a1d-8cf9-44ac3241ba2a,tg:mmbdc:56_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
55732d1a-e5f9-5ffc-9bc5-97984bfefac1,tg:mmbdc:82_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
b0771155-f12c-5e03-8138-7b89dcef0d2c,tg:mmbdc:58_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
926ae845-ce4c-53c4-834e-c655edd31184,tg:mmbdc:59_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
af8ff991-c2ca-5569-8728-ffec3363ebe3,tg:mmbdc:60_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
7c720b83-9b7a-5caa-b0a2-8c4f03bda5bf,tg:mmbdc:61_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
613e2555-cca9-5352-8b6c-194592251544,tg:mmbdc:62_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
c6003b5b-752b-55a3-a09b-3eacaecf40fc,tg:mmbdc:84_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ebfe480f-d47c-5e85-8e4b-a392f93b56c6,tg:mmbdc:93_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
e74e26e3-94de-55ef-ab62-8c1dc71facef,tg:mmbdc:94_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a7e666b1-8ab4-58dd-bd60-e36f1857c13c,tg:mmbdc:95_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6081eaf9-558c-5607-92dc-04d8aa5897a0,tg:mmbdc:96_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
2881a1ec-803b-569d-90c9-02e840292404,tg:mmbdc:99_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
200b78aa-59d1-5d48-a3e9-a9698441da3e,tg:mmbdc:100_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
cd33b542-3106-54f0-8790-a0b54f937bdb,tg:mmbdc:103_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
bfc75250-e8b3-5d84-b94d-9379c1e099ff,tg:mmbdc:104_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
39dc7318-2b09-5a7a-9b96-6be399d98963,tg:mmbdc:107_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f664b0be-e2de-5c60-a369-b59445e5bc0e,tg:mmbdc:63_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
b87bdabb-02a1-5d70-b4b6-36424dd65868,tg:mmbdc:64_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
d8d85fc0-9e54-535d-856e-db378422ab52,tg:mmbdc:65_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
acb05eb8-b42c-54e5-8ebe-ee2cce55dae0,tg:mmbdc:66_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ce605f59-404a-5c23-a8ce-8c954c9c8145,tg:mmbdc:68_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
d6a0a077-1ab3-5f47-a310-14e003d32cb5,tg:mmbdc:70_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f0dd8933-0aa8-5ee4-9b3c-de811759b4fd,tg:mmbdc:73_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
31db27b6-5bf3-51da-86c2-a4aafdbcce02,tg:mmbdc:75_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
791ce149-5c2b-528f-a863-80bc7c4c05ce,tg:mmbdc:76_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ac173f3e-8686-522f-822f-65da8b62f45c,tg:mmbdc:78_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
848c767a-5e09-568d-84ac-2171a43ef2ff,tg:mmbdc:81_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6cac3c53-c74f-586c-91b3-26062c8dece5,tg:mmbdc:83_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
c368cca2-6db5-579f-8f53-6924337edd97,tg:mmbdc:85_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6dbbc865-b9ab-5c4c-9434-6758f0a4d740,tg:mmbdc:86_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
900a1849-6553-5eb7-9e73-81e9fdeadc30,tg:mmbdc:87_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
55f324c7-820f-56ae-b6f5-923104d9831a,tg:mmbdc:88_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
cf4c3a10-d582-5659-af09-9be8f581441c,tg:mmbdc:89_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
da93969a-9b2d-57cb-b7a5-a5095b55d562,tg:mmbdc:92_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f33ccad8-05e0-52a9-8eaf-e1040b59ce33,tg:mmbdc:105_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f8bd3003-7f70-5219-8c4b-447da7801fef,tg:mmbdc:106_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,tg:mmbdc:110_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
