ResourceID,brocade.id,card,order,source_field,Creation Time Span Source Note (nl)
edeeecd3-d98d-5a00-9064-7746287c1d7d,tg:mpmbr:647,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16401106
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16401221
55fa5db6-8779-5e5a-a460-7317f98d3231,tg:mpmbr:1189,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780307
0cefaf18-fc67-5f18-8dc7-8ccef5613a7b,tg:mpmbr:88,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15941023
5f36020b-655a-5b14-a809-d1c5ab2616c9,tg:mpmbr:521,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391027
0a1b0310-70cb-548b-a1db-7bde4016c0d7,tg:mpmbr:1199,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780518
7cda03b1-7653-552c-8858-4d96da8c5d2e,tg:mpmbr:531,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391123
a161d63b-9f50-5e96-adc4-a8c8b8968fc3,tg:mpmbr:98,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17080612
edf86dcb-ca20-56d8-bb04-3106ded49423,tg:mpmbr:374,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16381020
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380913
4b28ad9b-af4f-5b11-a9c4-b06dd582a517,tg:mpmbr:316,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17390402
e7b9c528-f894-59a9-a105-7f3f07c1e6af,tg:mpmbr:306,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380414
4292496e-5ae4-5f7e-832a-a78a5fc30656,tg:mpmbr:1093,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390930
163f335c-b299-52ac-80b0-02355ff49dc7,tg:mpmbr:543,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391231
f4d42bf4-b4fd-54a8-a9c3-7ad350d6a4ad,tg:mpmbr:1083,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16371127
18dc7471-4ce4-59a8-b1fa-ea7596b2ec0c,tg:mpmbr:553,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400202
21d209cb-07fd-523e-83d2-c4bf972fd970,tg:mpmbr:625,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400801
6a0da8f0-8487-5609-962a-c87342a9d46e,tg:mpmbr:635,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400829
70daf544-875a-5177-86a0-b563c01763f6,tg:mpmbr:891,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400709
03869c41-ef35-5f76-bc0b-edc159506379,tg:mpmbr:108,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16811117
b98dfb4b-ddc7-5262-a97e-fca7bb5a7448,tg:mpmbr:118,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17680805
df003756-5994-547b-b553-04cf916afdee,tg:mpmbr:881,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000000
ad879ee1-fdc1-5105-a11d-115654fa2d09,tg:mpmbr:1234,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16740721
0f16ad01-075a-5fd8-aa35-fa50fd880269,tg:mpmbr:1224,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16781219
ae3f836b-f747-5c46-8ae6-1e9c3c124aeb,tg:mpmbr:828,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15921221
dfbc8449-4bd8-5e9d-9648-84c7ec93135b,tg:mpmbr:950,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18900000
dfbc8449-4bd8-5e9d-9648-84c7ec93135b,tg:mpmbr:950,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,18940000
9da1fc81-6a2a-5ef3-825b-3d79a2dd2911,tg:mpmbr:838,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16031031
0aa838b4-75b0-5d8e-a667-7267e87a46d7,tg:mpmbr:940,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16711104
04dd5fa5-d80c-5a0e-9802-d721a2e9ce43,tg:mpmbr:1152,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16770511
a8397517-6383-594b-8185-8e9690854a6e,tg:mpmbr:53,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340316
f9ee0259-c0a8-5f5d-8ac4-65826569a994,tg:mpmbr:1142,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16770329
62593c2e-90ab-54db-a3b0-90453684715c,tg:mpmbr:492,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390812
471f5b16-4481-5a74-8559-c853cf5c6831,tg:mpmbr:43,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16631028
71a67d1e-a6d1-569e-b46b-817d75ffdfd0,tg:mpmbr:466,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16410919
f6bd25b7-73df-537a-9603-0f9efd504e66,tg:mpmbr:476,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390603
2045ba48-51af-5d66-b811-00a3c1714fc9,tg:mpmbr:233,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16341209
69cb6d35-04d4-5abc-b325-099f1b812353,tg:mpmbr:223,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17940827
f0588cb8-6c9b-54c4-9170-501baee7abab,tg:mpmbr:155,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16140411
32461ccf-8f8f-56f3-8ead-a4a3c3337d1f,tg:mpmbr:145,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15920726
1b052deb-264a-5cf2-8071-39070f9fc974,tg:mpmbr:700,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16790923
1026cabc-d97f-51c9-a6aa-fe0b3b080e9b,tg:mpmbr:678,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16770829
f42940fb-69f5-515f-9382-78b7a3922084,tg:mpmbr:710,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380817
79154d56-55e9-5b89-8c45-997e9b0b030b,tg:mpmbr:668,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15921005
f7f3fdb2-61af-538f-b3a7-124173443c34,tg:mpmbr:865,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16270709
d2dcc638-b3d0-5d5a-bbb5-d06fbfbf9818,tg:mpmbr:1077,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16350324
152fc7de-cdda-5f51-bab3-f89316dbbe73,tg:mpmbr:1067,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16751129
56e6c17a-e9b0-5f02-8a21-6889a31178fd,tg:mpmbr:390,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390104
d6964a57-b402-5921-88d0-46b87d7ca20d,tg:mpmbr:380,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16381104
44f98644-c583-5fc2-b2f9-904b7b688c83,tg:mpmbr:1015,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16741019
82ee9f45-a1b7-5ade-a082-84426dbe619c,tg:mpmbr:1005,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16740430
136df5cf-68a3-51aa-98cc-9b0a3fcde79b,tg:mpmbr:817,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15961118
fbd73ad9-7720-5d83-ab4c-72b48e73d2fd,tg:mpmbr:807,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15941011
8cc76c94-d752-5010-bcf4-558d135b004f,tg:mpmbr:762,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16140429
3f0d88de-3b88-52a5-8bd8-4ddf4148f791,tg:mpmbr:772,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15730223
2943f929-2c6e-5a68-90fa-e86c0cce907c,tg:mpmbr:137,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15710706
40dc8b84-433d-5dc4-ae83-ef187a674341,tg:mpmbr:127,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17771124
4575e01a-3b50-5143-8350-4f91229251f8,tg:mpmbr:251,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370803
f4696eb9-9b90-56e2-9d42-a9b828e2d677,tg:mpmbr:329,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380611
4d5c49eb-f067-58aa-95f2-5df83e321814,tg:mpmbr:241,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370131
431dc087-0a4f-5e28-b131-363d83658b1f,tg:mpmbr:339,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380713
add9a7a9-f728-53f9-afe4-f1ea47fb2e99,tg:mpmbr:404,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390319
390c573a-b6d5-5c23-9832-27a30e67b7c6,tg:mpmbr:414,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390419
c08f1e8c-a2d3-50d6-aaa8-afe23182ddd6,tg:mpmbr:277,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16371101
d66fb58a-286d-538e-818b-f0fc511d2cd3,tg:mpmbr:267,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16371009
09e82586-21cb-5dc4-9cb3-5c40a59ce9e1,tg:mpmbr:422,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390514
69152af7-f4b0-55a0-9e00-d806d10b27b5,tg:mpmbr:744,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15970128
d470b0f2-f3b4-5101-8739-7173f3e8939d,tg:mpmbr:754,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15990000
6a304237-5031-5046-9766-0a70563efa3a,tg:mpmbr:111,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17860621
707b3a05-fa38-5244-ab85-f1b4061fa248,tg:mpmbr:888,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400625
ba9c5496-1637-58ca-9014-9a85d7c78aec,tg:mpmbr:898,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15740930
74a1d140-0fc4-533f-ade9-7249d7f921a7,tg:mpmbr:101,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17081229
fff9003b-021a-5ca8-a0d7-fdca7947978e,tg:mpmbr:685,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780102
965e5921-9e25-5c6b-a1c8-151676ee731f,tg:mpmbr:695,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16790114
cbaee8b6-c3f9-50da-8dee-4e5e119209fa,tg:mpmbr:831,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15921102
e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,tg:mpmbr:949,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18890000
e5ede363-fa92-5f5b-b3ae-f4ea7068d1e6,tg:mpmbr:949,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,18910000
de7cecf9-71ed-5f69-98b5-07bb8a79e8c6,tg:mpmbr:821,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15970000
51347f9e-1e35-527d-b30a-c854fc60382c,tg:mpmbr:959,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15741115
042cdf76-9781-50f5-897e-3b28c0decbe4,tg:mpmbr:1033,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16750422
f27e6f50-4a30-56ad-968a-43391f114a8f,tg:mpmbr:1023,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16750107
67eb970e-17b2-5589-af57-77cb1422aab4,tg:mpmbr:1129,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16761019
d54e2845-9df5-5575-b70c-a511c6465095,tg:mpmbr:28,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16310000
12cbce13-78f8-5446-8921-94590f3afeb2,tg:mpmbr:581,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400514
a8bb7d4d-6eb1-5208-915b-2af5973a5b9b,tg:mpmbr:1051,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16750823
21a00e59-db4e-516d-b0a3-68f15ac93968,tg:mpmbr:1139,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16770205
7cfe3a13-12ba-57d3-b85c-ed0c89e8c5a2,tg:mpmbr:591,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400627
01e917d2-b2ff-52ac-8754-d2115a3b00c5,tg:mpmbr:1041,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16750701
a5c68bf9-2e58-5814-9d19-833e94233043,tg:mpmbr:38,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16870609
afd4927e-bb4c-567d-b98d-88601ac2a622,tg:mpmbr:853,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16151117
2cb501c7-4cff-5775-95b1-8cf0899e6cda,tg:mpmbr:843,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16061130
67bdcb77-cf50-5d01-b88e-27c613158c1b,tg:mpmbr:173,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16350212
4b8aee00-e4cc-569f-8220-3f43692f03ee,tg:mpmbr:992,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16730929
1f0673a7-9a92-5a15-8fff-48d217f0ff2c,tg:mpmbr:163,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15710131
971dddd0-8f1c-5a97-9665-5a3bc6d60742,tg:mpmbr:982,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16730413
3b0b695e-85be-5896-8ae1-bbbb25be05ec,tg:mpmbr:726,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15720910
a066f4b4-18eb-592f-9098-9e672c68aa9d,tg:mpmbr:736,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15740215
8ab24c6a-9f78-5e9b-9a7d-94d710728976,tg:mpmbr:440,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390630
da5c7798-3926-567a-9102-67a6776fde5c,tg:mpmbr:1190,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780314
fbf92c18-bfdb-5fd2-96d2-d9bb456e53c3,tg:mpmbr:538,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391218
bfb38a1a-1bf0-5fef-9e1b-ad0437244a23,tg:mpmbr:91,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17520107
2e896abb-f5bb-52a3-b0bf-8a2f7651b6b3,tg:mpmbr:1180,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780114
36625855-dc8d-5f3d-a437-3f6ad991b50d,tg:mpmbr:81,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15830331
47d1f43d-dc18-5139-b917-deb893645c08,tg:mpmbr:528,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391119
9eebe055-f7cc-5712-a62e-2bd72eb4eace,tg:mpmbr:215,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17830625
93fe7206-6a29-5621-a525-0f72b5492c95,tg:mpmbr:205,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17770107
99dafc5b-a941-53a2-bb99-f6f328448af0,tg:mpmbr:389,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390101
cabaad4d-fa63-5575-8a50-cdd40a92125b,tg:mpmbr:399,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390214
a7a5785c-69d8-563b-a7ee-4848eeaff744,tg:mpmbr:1174,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16771029
0448644a-ad41-5caf-b117-6b5964c81171,tg:mpmbr:75,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15991019
a3b5bd93-61d7-52e4-8a3e-14511af0aee6,tg:mpmbr:1164,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16770821
3e9c3901-5a12-5462-ab8c-1269b52bcc67,tg:mpmbr:65,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16410902
0f682653-a2e5-53bb-a69d-8dd2cc3be0ac,tg:mpmbr:1212,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780922
7cfcfb5a-407c-5fa2-be8a-26af66da309e,tg:mpmbr:1202,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780523
679a9c5e-1fed-571c-9ec2-d03ce98744e1,tg:mpmbr:197,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16821022
3bd27ecc-97af-5f5e-a16b-a18793460805,tg:mpmbr:187,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370301
3a718798-0f32-50c1-80e7-c168bdfcc819,tg:mpmbr:966,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15750727
7420b1dd-1e0f-5dc1-8603-b3327796035a,tg:mpmbr:603,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400722
af4f1b78-27be-5a54-afad-98fbb5d36cbe,tg:mpmbr:613,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17030310
e0f9c901-e361-5308-a465-92f673721d4a,tg:mpmbr:248,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370720
d28b0b09-04f1-5675-bacd-3905667efbc2,tg:mpmbr:330,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380616
00f89853-c95f-5304-ae66-e780c3e3ff73,tg:mpmbr:258,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16370817
f9937445-4e0a-518b-9fe6-91e83f3572d0,tg:mpmbr:320,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380513
17446946-69e2-5c71-bdd3-19cc2a4401f0,tg:mpmbr:565,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400318
c86b27d4-b770-5f25-8dcf-2ed39a37814d,tg:mpmbr:575,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400419
2543ffdd-3a25-5ae3-a867-25faac05ac8b,tg:mpmbr:507,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390914
97761c73-0da2-53f1-9df6-718dc1fb6c68,tg:mpmbr:517,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391019
8913aa85-521c-59eb-9def-4aaba5d2a103,tg:mpmbr:352,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380803
76e306e0-b6b7-5081-b8b9-a18f1c803d6e,tg:mpmbr:342,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380720
c49d8dbb-12f8-5265-bffc-32e25c7eec36,tg:mpmbr:719,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16100000
c49d8dbb-12f8-5265-bffc-32e25c7eec36,tg:mpmbr:719,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16330000
688c301b-ba3c-58c6-aedb-89b99bc59aa3,tg:mpmbr:661,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16410903
3084b076-a2c4-5a3e-bacb-9187b6d2f74f,tg:mpmbr:709,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16100103
6981e127-52b7-5fd0-abd4-96b7dce4e0d0,tg:mpmbr:671,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15930427
24999997-c30f-540a-9b82-72d3c5f3018e,tg:mpmbr:914,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15720203
54c2fc0e-c679-5a74-bca2-84ea517ef930,tg:mpmbr:904,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16210526
e7aee314-e864-5a9f-b94a-6c1e3385e0c3,tg:mpmbr:1260,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16680309
22bb4df0-3409-5f81-836c-e177aec2df2c,tg:mpmbr:1116,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16760703
6b8f3bff-8566-5eff-b591-2b65fd8828d7,tg:mpmbr:17,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16080402
76d31cf2-36c7-5bb8-adcc-8be8ec81dfee,tg:mpmbr:1106,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16760427
756ef171-159c-5654-a923-08b1a0a5b529,tg:mpmbr:293,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16380203
8400c5a5-47a8-510c-b9e4-5dbec6a9ee8b,tg:mpmbr:283,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16371121
3176778b-497c-5a9b-8704-da5927ce9cfe,tg:mpmbr:958,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15741106
fa66033f-93d0-5f8b-b900-c761ec642b96,tg:mpmbr:820,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15971111
847cff5e-e936-553f-ae7f-b4f3c9fe8e88,tg:mpmbr:948,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16751224
1354f136-9fa9-5053-bfb8-77048d7ad786,tg:mpmbr:830,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15940205
95f4df38-1c73-5386-a839-f86ecd421a1c,tg:mpmbr:694,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780619
e05de57a-bd13-5b4c-93f9-5569eb0991ca,tg:mpmbr:684,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16771205
8427596b-76fb-5a3e-a15d-02f3a755ee50,tg:mpmbr:1022,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16741231
6ba2d8ba-3c90-5ecf-a05e-e882f65864dd,tg:mpmbr:1032,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16750420
326b4ff6-9654-5243-8cdb-f4acecc06df7,tg:mpmbr:423,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16390517
f8b43090-5f34-5691-91f4-667ea602c0bb,tg:mpmbr:266,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16371017
ecda102e-b6e7-5262-a4ef-bc29939d6a18,tg:mpmbr:276,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16371029
6334737e-50b4-5729-8a9e-fa654a459da1,tg:mpmbr:899,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15741019
a8a8ab4e-147b-5067-8079-c4a07cfd8713,tg:mpmbr:100,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17090322
6d3ce4ca-40ff-5056-923e-8bd077a82efa,tg:mpmbr:110,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17760429
7fc41fa7-28a1-51b4-8081-856a0ce6aae9,tg:mpmbr:889,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400628
389a5724-1c10-5336-a708-2e0d05e0045c,tg:mpmbr:755,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000405
735e95c0-4f4d-5be8-b78b-18ddcd1308d5,tg:mpmbr:745,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15960926
cd37a7cc-37fe-569a-ae98-57325eeeb636,tg:mpmbr:737,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15720914
58421c02-9a33-5144-80ff-7e76ccea2afd,tg:mpmbr:727,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15720912
0666c767-7e00-5836-948b-7afe64643e5e,tg:mpmbr:983,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16730417
19d113bf-abbe-536a-b8e6-27bae19caed5,tg:mpmbr:162,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16260109
9d0fc855-3550-5e36-836f-1b5dbb06df3c,tg:mpmbr:993,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16731005
45d8b5cf-a1ae-5f9a-8da4-38eb0203134f,tg:mpmbr:172,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16060100
21e5043b-0f96-5d66-9766-cc3d357cdf6b,tg:mpmbr:204,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17760109
67f939e1-65cf-592b-8605-1a0ea6a7b5ff,tg:mpmbr:214,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17821001
a8d23450-9297-5a0b-90d0-79a00516a68a,tg:mpmbr:80,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15830219
5438c202-dcb7-5913-9834-4edffbd9d0b3,tg:mpmbr:529,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391119
f43c1346-5bab-52c0-9897-70d0a8a2e27a,tg:mpmbr:1181,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780124
def0972f-88ea-59cc-86ce-34cc26f6988b,tg:mpmbr:539,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391221
3a4a6e88-0d04-5884-bf3c-4042f10a12e3,tg:mpmbr:90,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17391231
5e0c0cc7-9b51-57bf-b5dc-be7766f61cf7,tg:mpmbr:1191,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16780318
