ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,mpm,mpmbr,Brief,e73_CreationActors,25698b1e-409a-5a91-a3fa-8210d28b1095,co,recipients (people),au::108565,au::108565:1,au::108565g:1,,"dlod={""suggest"":[""/agents/people/11616455"",""au::108565"",""au::108565:1"",""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""Theresia Mechtildis Schilders""],""name"":""Theresia Mechtildis Schilders"",""ark"":""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""uri"":""/agents/people/11616455"",""id"":""au::108565:1"",""isCapacity"":false}",ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095
c1fbb556-4da2-5860-bf5b-55cd90bad767,tg:mpmbr:588,mpm,mpmbr,Brief,e73_CreationActors,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,bs,correspondents (correspondence writers),au::107473,au::107473:1,au::107473g:1,,"dlod={""suggest"":[""/agents/people/11499611"",""au::107473"",""au::107473:1"",""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""Philippe Chifflet""],""name"":""Philippe Chifflet"",""ark"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""uri"":""/agents/people/11499611"",""id"":""au::107473:1"",""isCapacity"":false}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
c1fbb556-4da2-5860-bf5b-55cd90bad767,tg:mpmbr:588,mpm,mpmbr,Brief,e73_CreationActors,9f62622e-af8f-5120-8bb2-771de1268484,co,recipients (people),au::106908,au::106908:1,au::106908g:1,,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,tg:mpmbr:1058,mpm,mpmbr,Brief,e73_CreationActors,7e42ba19-e39b-58c3-ae94-e5a49268569b,bs,correspondents (correspondence writers),au::113582,au::113582:1,au::113582g:1,,"dlod={""suggest"":[""/agents/people/12153274"",""au::113582"",""au::113582:1"",""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""Levinus Vincent""],""name"":""Levinus Vincent"",""ark"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""uri"":""/agents/people/12153274"",""id"":""au::113582:1"",""isCapacity"":false}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,tg:mpmbr:1058,mpm,mpmbr,Brief,e73_CreationActors,b2f29277-6de2-5f8d-9e92-b2499eaf326d,bs,correspondents (correspondence writers),au::113585,au::113585:1,au::113585g:1,,"dlod={""suggest"":[""/agents/people/12153595"",""au::113585"",""au::113585:1"",""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""Ysbrand Vincent""],""name"":""Ysbrand Vincent"",""ark"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""uri"":""/agents/people/12153595"",""id"":""au::113585:1"",""isCapacity"":false}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,tg:mpmbr:1058,mpm,mpmbr,Brief,e73_CreationActors,c168acff-a59e-552b-9822-11b3f97f4b55,co,recipients (people),au::108419,au::108419:1,au::108419g:1,,"dlod={""suggest"":[""/agents/people/11600833"",""au::108419"",""au::108419:1"",""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""Anna Goos""],""name"":""Anna Goos"",""ark"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""uri"":""/agents/people/11600833"",""id"":""au::108419:1"",""isCapacity"":false}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,tg:mpmbr:1058,mpm,mpmbr,Brief,e73_CreationActors,ef8de797-30b0-597d-b7a3-d4745423e3be,co,recipients (people),au::108564,au::108564:1,au::108564g:1,,"dlod={""suggest"":[""/agents/people/11616348"",""au::108564"",""au::108564:1"",""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""Balthasar III Moretus""],""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""uri"":""/agents/people/11616348"",""id"":""au::108564:1"",""isCapacity"":false}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
f0945d29-66a8-52b3-83b6-f60afea3058b,tg:mpmbr:932,mpm,mpmbr,Brief,e73_CreationActors,5c9500c6-0bf6-5275-b88f-62e3c04d3301,bs,correspondents (correspondence writers),au::109851,au::109851:1,au::109851g:1,,"dlod={""suggest"":[""/agents/people/11754057"",""au::109851"",""au::109851:1"",""ark:/83110/x0/5c9500c6-0bf6-5275-b88f-62e3c04d3301"",""Hendrik Moerentorf""],""name"":""Hendrik Moerentorf"",""ark"":""ark:/83110/x0/5c9500c6-0bf6-5275-b88f-62e3c04d3301"",""uri"":""/agents/people/11754057"",""id"":""au::109851:1"",""isCapacity"":false}",ark:/83110/x0/5c9500c6-0bf6-5275-b88f-62e3c04d3301
f0945d29-66a8-52b3-83b6-f60afea3058b,tg:mpmbr:932,mpm,mpmbr,Brief,e73_CreationActors,9f62622e-af8f-5120-8bb2-771de1268484,co,recipients (people),au::106908,au::106908:1,au::106908g:1,,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,mpm,mpmbr,Brief,e73_CreationActors,d77ec306-aefc-5d87-aa72-7f4e6fc19acb,bs,correspondents (correspondence writers),au::108846,au::108846:1,au::108846g:1,,"dlod={""suggest"":[""/agents/people/11646522"",""au::108846"",""au::108846:1"",""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""Pieter Moerentorf""],""name"":""Pieter Moerentorf"",""ark"":""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""uri"":""/agents/people/11646522"",""id"":""au::108846:1"",""isCapacity"":false}",ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,mpm,mpmbr,Brief,e73_CreationActors,455c1363-f306-5b61-91c4-2c01d43428ab,co,recipients (people),au::106906,au::106906:1,au::106906g:1,,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
31d4b0dd-8efc-5e69-827b-d6e9e8a0a760,tg:mpmbr:786,mpm,mpmbr,Brief,e73_CreationActors,50d2268a-3bf7-5f73-827f-ffeb1016b259,bs,correspondents (correspondence writers),au::108212,au::108212:1,au::108212g:1,,"dlod={""suggest"":[""/agents/people/11578684"",""au::108212"",""au::108212:1"",""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""Melchior Moretus""],""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""uri"":""/agents/people/11578684"",""id"":""au::108212:1"",""isCapacity"":false}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259
31d4b0dd-8efc-5e69-827b-d6e9e8a0a760,tg:mpmbr:786,mpm,mpmbr,Brief,e73_CreationActors,455c1363-f306-5b61-91c4-2c01d43428ab,co,recipients (people),au::106906,au::106906:1,au::106906g:1,,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
8a51d5f2-25f9-52f0-9767-d4c03f4c903f,tg:mpmbr:796,mpm,mpmbr,Brief,e73_CreationActors,5248c375-08b7-5cf1-8a44-33d232f701f2,bs,correspondents (correspondence writers),au::108848,au::108848:1,au::108848g:1,,"dlod={""suggest"":[""/agents/people/11646736"",""au::108848"",""au::108848:1"",""ark:/83110/x0/5248c375-08b7-5cf1-8a44-33d232f701f2"",""Melchior Moerentorf""],""name"":""Melchior Moerentorf"",""ark"":""ark:/83110/x0/5248c375-08b7-5cf1-8a44-33d232f701f2"",""uri"":""/agents/people/11646736"",""id"":""au::108848:1"",""isCapacity"":false}",ark:/83110/x0/5248c375-08b7-5cf1-8a44-33d232f701f2
8a51d5f2-25f9-52f0-9767-d4c03f4c903f,tg:mpmbr:796,mpm,mpmbr,Brief,e73_CreationActors,455c1363-f306-5b61-91c4-2c01d43428ab,co,recipients (people),au::106906,au::106906:1,au::106906g:1,,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
42fd9d26-dffe-57ed-bf38-ca5dc95872d5,tg:mpmbr:1246,mpm,mpmbr,Brief,e73_CreationActors,840d9d50-f033-559a-8978-85da85c7674d,bs,correspondents (correspondence writers),au::114014,au::114014:1,au::114014g:1,,"dlod={""suggest"":[""/agents/people/12199498"",""au::114014"",""au::114014:1"",""ark:/83110/x0/840d9d50-f033-559a-8978-85da85c7674d"",""Guiseppe Armano""],""name"":""Guiseppe Armano"",""ark"":""ark:/83110/x0/840d9d50-f033-559a-8978-85da85c7674d"",""uri"":""/agents/people/12199498"",""id"":""au::114014:1"",""isCapacity"":false}",ark:/83110/x0/840d9d50-f033-559a-8978-85da85c7674d
42fd9d26-dffe-57ed-bf38-ca5dc95872d5,tg:mpmbr:1246,mpm,mpmbr,Brief,e73_CreationActors,b03dd40d-6470-5373-baba-0a64aea212a7,co,recipients (people),au::106903,au::106903:1,au::106903g:1,,"dlod={""suggest"":[""/agents/people/11438621"",""au::106903"",""au::106903:1"",""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""Henri François Schilders""],""name"":""Henri François Schilders"",""ark"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""uri"":""/agents/people/11438621"",""id"":""au::106903:1"",""isCapacity"":false}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7
edeeecd3-d98d-5a00-9064-7746287c1d7d,tg:mpmbr:647,mpm,mpmbr,Brief,e73_CreationActors,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,bs,correspondents (correspondence writers),au::107473,au::107473:1,au::107473g:1,,"dlod={""suggest"":[""/agents/people/11499611"",""au::107473"",""au::107473:1"",""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""Philippe Chifflet""],""name"":""Philippe Chifflet"",""ark"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""uri"":""/agents/people/11499611"",""id"":""au::107473:1"",""isCapacity"":false}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
edeeecd3-d98d-5a00-9064-7746287c1d7d,tg:mpmbr:647,mpm,mpmbr,Brief,e73_CreationActors,9f62622e-af8f-5120-8bb2-771de1268484,co,recipients (people),au::106908,au::106908:1,au::106908g:1,,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,mpm,mpmbr,Brief,e73_CreationActors,56bc227b-cbb8-5cb4-9e7f-8b04702707ec,bs,correspondents (correspondence writers),au::107473,au::107473:1,au::107473g:1,,"dlod={""suggest"":[""/agents/people/11499611"",""au::107473"",""au::107473:1"",""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""Philippe Chifflet""],""name"":""Philippe Chifflet"",""ark"":""ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec"",""uri"":""/agents/people/11499611"",""id"":""au::107473:1"",""isCapacity"":false}",ark:/83110/x0/56bc227b-cbb8-5cb4-9e7f-8b04702707ec
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,mpm,mpmbr,Brief,e73_CreationActors,9f62622e-af8f-5120-8bb2-771de1268484,co,recipients (people),au::106908,au::106908:1,au::106908g:1,,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""isCapacity"":false}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
55fa5db6-8779-5e5a-a460-7317f98d3231,tg:mpmbr:1189,mpm,mpmbr,Brief,e73_CreationActors,7e42ba19-e39b-58c3-ae94-e5a49268569b,bs,correspondents (correspondence writers),au::113582,au::113582:1,au::113582g:1,,"dlod={""suggest"":[""/agents/people/12153274"",""au::113582"",""au::113582:1"",""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""Levinus Vincent""],""name"":""Levinus Vincent"",""ark"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""uri"":""/agents/people/12153274"",""id"":""au::113582:1"",""isCapacity"":false}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b
55fa5db6-8779-5e5a-a460-7317f98d3231,tg:mpmbr:1189,mpm,mpmbr,Brief,e73_CreationActors,b2f29277-6de2-5f8d-9e92-b2499eaf326d,bs,correspondents (correspondence writers),au::113585,au::113585:1,au::113585g:1,,"dlod={""suggest"":[""/agents/people/12153595"",""au::113585"",""au::113585:1"",""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""Ysbrand Vincent""],""name"":""Ysbrand Vincent"",""ark"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""uri"":""/agents/people/12153595"",""id"":""au::113585:1"",""isCapacity"":false}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d
55fa5db6-8779-5e5a-a460-7317f98d3231,tg:mpmbr:1189,mpm,mpmbr,Brief,e73_CreationActors,c168acff-a59e-552b-9822-11b3f97f4b55,co,recipients (people),au::108419,au::108419:1,au::108419g:1,,"dlod={""suggest"":[""/agents/people/11600833"",""au::108419"",""au::108419:1"",""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""Anna Goos""],""name"":""Anna Goos"",""ark"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""uri"":""/agents/people/11600833"",""id"":""au::108419:1"",""isCapacity"":false}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
