ResourceID,brocade.id,card,order,source_field,Description (nl),Description Type,Description Language
12f6e1a1-833b-5a83-84fa-b7faf7a7386e,tg:mpmph:75,e73_Descriptions,,id.desc,"Brieven die te maken hebben met de Officina Plantiniana uit de collectie van de Familie Renette.     
1) Brief van Charles de l'Ecluse naar Jan I Moretus (09/04/1593)     
2) Brief van Charles de l'Ecluse naar Jan I Moretus (03/10/1593)     
3) Brief Johannes Bleuwart aan Balthasar Moretus (07/11/1614)     
4) Brief van Adriaen de Marselaer aan Justus Lipsius (1603)      
5) Brief aan Jan I Moretus (04/05/1591)     
6) Brief aan Jan I Moretus (s.d.)     
7) Brief van Johannes Bleuwart aan Balthasar Moretus (02/04/1613)     
8) Brief van Guilielmus Wargnirius aan Balthasar Moretus [01 december?? 1610]      
9) Brief van Guillaume LeBé aan een Moretus-lid (1599)     
10) Brief van Justus Lipsius naar Jan I Moretus [... 1602]     
11) Brief van Justus Lipsius naar [Jan Moretus] (18/09/1604)     
12) Brief van Abraham Ortelius naar Justus Lipsius [.... 1592]     
13) Brief van Justus Lipsius naar een Moretus-lid [... 1604]
",descriptive note,Nederlands
c6ce51c0-0db0-5a1f-9fb7-361349dd4840,tg:mpmph:65,e73_Descriptions,,id.desc,"Drie letterproeven samen onder de naam Wolsschaten:     
1) *Incipit: Solon een Heydens Philosooph …* (Melchior van Wolsschaten, Antwerpen 17e eeuw)      
2) *Incipit: erat in Lovaniensi colegio …* (Melchior van Wolsschaten, Antwerpen 17e eeuw)      
3) *Proef van letteren, die te bekomen zyn by Balthasar van Wolsschaten woonende inde korte minder-broeders straet, in het Heydelberghs wyn-vat t'Antwerpen* (Balthasar van Wolsschaten, Antwerpen, na 1725)
",descriptive note,Nederlands
f022dc4f-36b1-5a66-80aa-9944797a9e37,tg:mpmph:100,e73_Descriptions,,id.desc,"*Specimen characterum arabicorum Officinae Plantinianae Franc. Raphelengii* (Franciscus Raphelengius, Leiden 1595)",descriptive note,Nederlands
b4182975-61f9-5203-a727-dd5c0ad07f18,tg:mpmph:110,e73_Descriptions,,id.desc,"*Proeve van letteren, welke gegooten werden in de lettergieterye van J. De Groot in 's Gravenhage, 1781* (J. de Groot, 's-Gravenhage 1781)
",descriptive note,Nederlands
2d0bf567-5768-5791-b31c-86e0269b9dd9,tg:mpmph:80,e73_Descriptions,,id.desc,"*Epreuve des caracteres, & fleurons, signes, astronomique, chimique, geometrique & autres carracteres. Qui se fondent dans la fonderie de J.F. Rosart* (Jacques F. Rosart, Haarlem 1752)
",descriptive note,Nederlands
742c8708-ac9b-5dd4-aed5-96cfafdf58d6,tg:mpmph:90,e73_Descriptions,,id.desc,"*Proef van letteren, bloemen, en verdere vereischte voor eene drukkery: welke gegooten worden op de lettergietery van Jan Smid, onder de firma van Joannes Dauu en comp* (Jan Smid, Rotterdam 1780)",descriptive note,Nederlands
ca1cf717-87de-593d-879d-bbc322cc0af3,tg:mpmph:39,e73_Descriptions,,id.desc,"Zes fragmenten van *Pseaumes de David, mis en rythmic francoise* (Geneve, 1561, Pierre Danfrie)
",descriptive note,Nederlands
98ede7e9-04cf-5572-9050-3c38ff08333c,tg:mpmph:29,e73_Descriptions,,id.desc,"Fragment van *Gregori XIII. PONT. OPT. MAX.* (Rome, 1579, Granjon) = *Codex Vallicellian*
",descriptive note,Nederlands
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,e73_Descriptions,,id.desc,"*Proef van letteren, welke gegooten worden op de lettergieteryen van de gebroeders Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1767)
",descriptive note,Nederlands
46878d5c-014a-56a9-a7f8-35748ffb9d8a,tg:mpmph:74,e73_Descriptions,,id.desc,"Brieven die te maken hebben met de Officina Plantiniana uit de collectie van de Familie Renette.     
1) Brief van Charles de l'Ecluse naar Jan I Moretus (09/04/1593)     
2) Brief van Charles de l'Ecluse naar Jan I Moretus (03/10/1593)     
3) Brief Johannes Bleuwart aan Balthasar Moretus (07/11/1614)     
4) Brief van Adriaen de Marselaer aan Justus Lipsius (1603)     
5) Brief aan Jan I Moretus (04/05/1591)     
6) Brief aan Jan I Moretus (s.d.)      
7) Brief van Johannes Bleuwart aan Balthasar Moretus (02/04/1613)     
8) Brief van Guilielmus Wargnirius aan Balthasar Moretus [01 december?? 1610]     
9) Brief van Guillaume Le Bé aan een Moretus-lid (1599)     
10) Kaartje van de familie Rennette naar Leon Voet
",descriptive note,Nederlands
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Descriptions,,id.desc,"Academische zitting in het Museum Plantin-Moretus ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: Herman F. Bouchery. Naast hem v.l.n.r.: Jan Denucé, schepen Adolf Molter en Emmanuel De Bom.",descriptive note,Nederlands
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,e73_Descriptions,,id.desc,"*Epreuve des carracteres, & fleurons, signes astronomique, chimique, geometrique & autre carracteres. Qui se fondent dans la fonderie de J.L. Pfeiffer* (J.L. Pfeiffer, Amsterdam 1752)",descriptive note,Nederlands
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,e73_Descriptions,,id.desc,"*Epreuve de lettres, fleurons, signes, & autres caracteres d'imprimerie qui se fondent dans les trois fonderies des frères Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1767)
",descriptive note,Nederlands
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,e73_Descriptions,,id.desc,Fragment van 'Specimen Vaticaan 1628' (muziek),descriptive note,Nederlands
446ac2b9-2e36-563c-9e73-2d747408702a,tg:mpmph:30,e73_Descriptions,,id.desc,Fragment van *Catalogo dei punzoni e delle matrici orientali e latini … tipografia poliglotta Vaticana*,descriptive note,Nederlands
ad8368fa-2ee2-55e7-b70e-b62a812b56ae,tg:mpmph:42,e73_Descriptions,,id.desc,Vijf archiefstukken,descriptive note,Nederlands
22cdd8f7-6cf3-55fe-aa04-5b7efa7b9ff4,tg:mpmph:52,e73_Descriptions,,id.desc,"Fragment van *De recta & emen data …* (Paris, Estienne, 1567/68)
",descriptive note,Nederlands
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,e73_Descriptions,,id.desc,"*Proeven van letteren die gevonden worden in de ouds beroemde lettergieterye van wylen de heeren Voskens en Clerk, nu van A. G. Mappa* = *Epreuves de caracteres qui se trouvents dans la tres celèbre fonderie de feu mesieurs Voskens et Clerk, presentement de A. G. Mappa* (A.G. Mappa, Rotterdam 1781)
",descriptive note,Nederlands
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,e73_Descriptions,,id.desc,"*Proeve der drukkerye van mr. Abraham Elzevier, in sijn leven drukker van de universiteyt tot Leyden. Bestaande in vier schoone druk-parssen, …* (Abraham Elzevier, Leiden 1713)
",descriptive note,Nederlands
c417b291-2b00-5e32-8b8b-dbc7063baecb,tg:mpmph:82,e73_Descriptions,,id.desc,"*Proef der letteren die gevonden worden in de boekdrukkerye van J.F. Rosart* (Jacques F. Rosart, Utrecht 1779)",descriptive note,Nederlands
88418fac-2c30-5ae1-b7f8-659da144e16c,tg:mpmph:49,e73_Descriptions,,id.desc,"Fragment van *La Perriere theatre* (Paris, Janot, 1539 = 1544)
",descriptive note,Nederlands
8e67ae5a-ecce-5684-aec6-c266ea6a8d35,tg:mpmph:59,e73_Descriptions,,id.desc,"Fragment van *La bible qui est toute la saincte éscriture …* ([Genève], Crespin, 1554)
",descriptive note,Nederlands
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,e73_Descriptions,,id.desc,"*Proeve van eenige nieuwe schriften, van eene nieuwe snede; welke onder anderen voorhanden zyn en gegooten worden, op de lettergietery, onder de firma Gebroeders Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1784-1792)",descriptive note,Nederlands
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,e73_Descriptions,,id.desc,"Academische zitting in het Museum Plantin-Moretus ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: Jan Denucé. Naast hem v.l.n.r.: schepen Adolf Molter, Emmanuel De Bom en Herman F. Bouchery. 
",descriptive note,Nederlands
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,e73_Descriptions,,id.desc,"Prints van diverse dragers die (zo goed als allemaal) getrokken zijn door de fotograaf O.V. Geen duidelijke volgorde. Een aantal van de transparenten lijken eerder als scheidingsmateriaal gebruikt te zijn, dan als onderzoeksmateriaal. En allemaal fragmenten van de werken in kwestie. De getrokken werken zijn: 
1) *Den Bibel. Inhoudende het oude en de nieuwe Testament* (A'pen, H. de Laet, 1560, 79mm textura, MPM)   
2) Politianus, A., *Epistolae* (A'pen, Th. Martens van Aalst, 1510, 105mm romein, MPM)   
3) Richardus de Sancto Victore, *In beati Joannis Apocalpysim libri septem* (Leuven, Th. Martens van Aalst, [1513], 105mm romein, MPM)    
4) tekening  borstbeeld J. Lipsius (PK)    
5) *Liber primus sacrarum cantionum quinque vocum ...* (A'pen, T. Susato, 1546, MPM)   
6) specifiek archiefstuk (MPM)    
7) *missale traiectense* (A'pen, Christophorus Ruremundesis voor Willem Vorstermand en Godfried van der haghen 1527, Nijhoff-Kronenberg 1530, EHC)   
8) *Chansons a cincq et six parties. Second livre* (Leuven, P. Phalesius & M. Rotaire, 1553, MPM)    
9) Orlando de Lassus, *La fleur des chansons* (A'pen, P. Phalesius, 1596, MPM)     
10) *Premier livre des chansons a quatre et cincq parties, composées par Orlando de Lassus, Cyprian de Rore* (Leuven, P. Phalesius, 1570, EHC)    
11) *Liber secundus sacrarum cantionum* (A'pen, T. Susato, 1546, MPM)    
12) Burgundia, *Des wereldts proef-steen ...* (1892, MPM)      
13) *Souter Liedekens* (A'pen, Jan de Laet, 1559)     
14) *Hortus Musarum* (Leuven, P. Phalesius, 1532?, Muziekconservatorium Brussel)     
15) Cellarius Joannes, *Opuscula quatuor* (Deventer, Th. de Borne, 1517, Münster Universiteitsbibliotheek     
16) *Chansons nouvelles van B. Beaulaigne* (Lyon, 1558)     
17) Valla, Laurent, *De linguae Latinae elegantia libri sex* (Paris, S. Colinaeus, 1535, 110m cursief, MPM)
",descriptive note,Nederlands
446b3528-00c5-567d-b487-16c664daba1b,tg:mpmph:66,e73_Descriptions,,id.desc,"Zes letterproeven samen onder de naam Voskens:     
1) *Proef van letteren die te bekomen zyn, by Voskes en Clerk* (Voske[n]s en Clerk, Amsterdam [17..])    
2) *Proef van letteren die te bekomen zyn, by de weduwe van Dirk Voskens en zonen, lettergieters op de Bloemgragt tot Amsterdam* (Voskens en zonen, Amsterdam 1700)     
3) *Epreuve de caracteres, qui se trouent chez la veufve de Dirk Voskens & Fils (Clerk), fondeurs de caracteres sur le Bloemgragt, à Amsterdam* (Voskens en zonen, doorstreept naar Voskens en Clerk, Amsterdam 1700)    
4) *Proef van letteren …* (weduwe van D. Voskens, Amsterdam 1700)    
5) *Proben un Abstruch Teutscher Schriften …* (Voskens en zonen, Amsterdam 1700)     
6) *Proef van letteren, &c. die te bekomen zyn, by Clerk, Voskens. Lettergieter op de Oude Zyds agter Burgwal, tot Amsterdam* (Clerk en Voskens, Amsterdam [17..])
",descriptive note,Nederlands
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,e73_Descriptions,,id.desc,"Fragment van *L'histoire d'Herodian* (Lyon, Rouillé, 1554)
",descriptive note,Nederlands
89a03f1f-a849-54d1-bad7-0b3783be0323,tg:mpmph:40,e73_Descriptions,,id.desc,"Fragment van *Syllable de plusieurs sortes de lettres* (Schrijfboek van Hamon, Parijs, 1566, Estienne 1567)
",descriptive note,Nederlands
cf3016fe-7454-52a8-90e3-f1bd64f1d2ee,tg:mpmph:32,e73_Descriptions,,id.desc,"Op de microfilm staan meerdere fragmenten uit diverse werken: 
1) *Sanctissimi D.N. Gregorii XIII …* (Romae, 1584)    
2) *Brevis orthodoxae fidei...* (Romae, 1596)    
3) *Rituale sacramentorim romanum* (Romae, 1583)    
4) [Oosterse taal] (Romae, 1583)    
5) *Advertonio …*    


",descriptive note,Nederlands
2463587d-8d6e-5386-a2ff-5b722d676cf3,tg:mpmph:22,e73_Descriptions,,id.desc,"Op de microfilm staan meerdere fragmenten uit diverse werken:   
1) Kircheri, *Prodromus*    
2) Cardinale Julio Santoro, *Le Udienze relazioni consistoriali*    
3) [Diverse alfabetten, waaronder Armeens / Roccha]    
4) [Dthrog] (cyrillisch)    
5) Iannou Chrysostomou (Rome, 1581)     
6) [Fidei Orthodoxae confessio]    
7) *Brevis orthodoxae fidei ..* (Rome, Zanetti 1580)      
8) *Brevis Orthodoxae fidei ...* (Rome, 1595)     
9) Romae. typogr. medicae (Rome, 1593)     
10) *Rivista Europea ...* (Firenze, Bertolotti, [1578]/[1878])     
11) [Doctr. Christ. Cyrill.) (Ven. 1611)]     
12) [Von der Vaticanischen Druckerei]     
13) Von Bibliothek und Druckerei im Vatican     
14) [Gregori XIII ...]     
15) Miscellanea (Venetië, Bertolotti, 1884/1885)    
16) *Brevarium Romanum Slavonicum ...* (Rome, 1688)
",descriptive note,Nederlands
eb9f60d8-3e27-5471-a2dd-90e2c3182af8,tg:mpmph:41,e73_Descriptions,,id.desc,"Fragment van *Quarante et neuf psalmes de David …* (Parijs, 1568, N. du Chemin)
",descriptive note,Nederlands
ce680aee-e5e6-55f0-80d3-6ea99cfa9014,tg:mpmph:51,e73_Descriptions,,id.desc,"Twee archiefstukken, over Janot (1522) en Godard (1545)",descriptive note,Nederlands
78bb7a61-bdf1-5d4d-b658-8ff864536f1f,tg:mpmph:23,e73_Descriptions,,id.desc,Fragment van *Ars literaria* (1618),descriptive note,Nederlands
8cba6c96-a1d7-539e-afab-09fb50291ff1,tg:mpmph:33,e73_Descriptions,,id.desc,"De microfilm staan meerdere fragmenten van diverse werken:    
1) Ludovicus Brunus, *Oratio de obitu ..*. (1505)     
2) Diracus Murus (1497)    
3) Didacus Ramirez de Villascusa (1489)     
4) Ludovicus Brunus, *Oratio de obitu …* (1505)
",descriptive note,Nederlands
a1a62dd7-888c-5852-bc7a-be4f1155f8ad,tg:mpmph:83,e73_Descriptions,,id.desc,"*Proef van letteren, welke gegooten worden in de Nieuwe-Haerlemsche lettergietery van J. Enschedé* (J. Enschedé, Haarlem 1768)",descriptive note,Nederlands
ec155823-5b37-5cd0-81b6-32f91ae379ad,tg:mpmph:93,e73_Descriptions,,id.desc,"*Proeve van een fraaye party diverze zoorten van letteren, beneffens vijf extra fraaye druk-parssen … En diverze volledige uitgezette boeken. Alles bij een verzameld door Joannes Kannewet* (Joannes Kannewet en Petrus Schouten, Amsterdam 1771)
",descriptive note,Nederlands
d5c19f67-3719-52d5-9e0f-b7768c9639da,tg:mpmph:103,e73_Descriptions,,id.desc,"*Proeve van eenige nieuwe schriften, van eene nieuwe snede; welke onder anderen voorhanden zyn en gegooten worden, op de lettergietery, onder de firma Gebroeders Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1792)
",descriptive note,Nederlands
2b4d685e-b10d-53a0-805a-ca573233299a,tg:mpmph:58,e73_Descriptions,,id.desc,"Fragment van *La bible qui est toute la saincte éscriture …* ([Genève], Fr. Estienne, 1565)
",descriptive note,Nederlands
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_Descriptions,,id.desc,"[Fournier MPM]
",descriptive note,Nederlands
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Descriptions,,id.desc,"Opening van de tentoonstelling 'Max Rooses herdacht' in het Stedelijk Prentenkabinet. V.l.n.r.: Ary Delen, schepen Adolf Molter, schepen Jules Somers, een zekere meneer Rombaut en Frans Wittemans. 
",descriptive note,Nederlands
d3c74a90-9b57-55dd-8e93-fdfabc918202,tg:mpmph:67,e73_Descriptions,,id.desc,"Vier letterproeven samen onder de naam Vander Putte:     
1) *Proef van letteren, die te bekomen zyn by Isaac Vander Putte; op de Voorburgwal over de Nieuwe Kerk 't Amsterdam* (Isaac Vander Putte, Amsterdam, voor 1748)    
2) *Proef van letteren, die te bekomen zyn by Isaac Vander Putte; op de Voorburgwal over de Nieuwe Kerk 't Amsterdam* (Isaac Vander Putte, Amsterdam, voor 1748)     
3) *Proef van letteren, die te bekomen zyn by Isaac Vander Putte; op de Voorburgwal over de Nieuwe Kerk 't Amsterdam* (Isaac Vander Putte, Amsterdam, voor 1748)     
4) *Proef van letteren, die te bekomen zyn by Hendrik Vander Putte; op de Browersgragt by de Princegragt 't Amsterdam* (Hendrik Vander Putte, Amsterdam 1749)
",descriptive note,Nederlands
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,e73_Descriptions,,id.desc,"LG = Lyon Gotiek. Stukken van fotonegatieven van diverse grootte; niet zeker of ze uit hetzelfde werk komen. Er is een papiertje bij dat vermeld 'Poitiers in album'. Het zijn stukken die gotiek uit Lyon laten zien. Ze zijn ook allemaal genomen door D. Macbeth. Waarschijnlijk ook uit de periode 1500-1520.
",descriptive note,Nederlands
f6735e38-fcf9-526b-a8fd-9c717dd0689f,tg:mpmph:72,e73_Descriptions,,id.desc,"1) *Pontificale romanum clementis VIII pont. Max. ivssv restitvtvm* (Jacob Luna, Rome 1595)     
2) *Ordo divinae Missae sancti patris nostri Ioannis Chrysostomi*",descriptive note,Nederlands
ca544464-175e-5f55-a753-ca7a95f2d15f,tg:mpmph:62,e73_Descriptions,,id.desc,Acht fotopositieven van Romeinse inscripties,descriptive note,Nederlands
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,e73_Descriptions,,id.desc,"*Proeven der letteren, welcke de na-ghelaten weduwe en erfgenamen van zal: Broer Jansz, (in zijn leven ordinaris boeck-drucker deser stede Amsterdam), van meeninge zijn op den presenteren aende meest-biedende te verkoopen.* (Weduwe en erfgenamen Broer Jansz, Amsterdam 1653)",descriptive note,Nederlands
91de6a95-e16d-528e-b083-0aa0ec667874,tg:mpmph:86,e73_Descriptions,,id.desc,"*Proef van vignetten, vercierde & andere letteren welke tot cieraad der drukkonst gegooten worden by P. Versteegh* (P. Versteegh, Utrecht 1781)
",descriptive note,Nederlands
d4acb776-c4b3-5fbe-afd9-fcdf48785a6a,tg:mpmph:106,e73_Descriptions,,id.desc,"*Epreuves de plusieurs sortes de caractéres; romains, italiques, flamands, allemands, … qui se fondent chez la fréres Ploos van Amstel* = *Proef van Romeinsche, cursyfsche, Neder en Hoogduitsche, Hebreeuwsche, … letteren … welke gegooten worden by geb. Ploos van Amstel* (Gebroeders Ploos van Amstel, Amsterdam 1784)
",descriptive note,Nederlands
e3703fe5-15c2-517f-afc9-62c6281816db,tg:mpmph:54,e73_Descriptions,,id.desc,"Aanvraag en de archiefstukken:    
1) Misc. Med. Stamp. Orient III, ins. 12, 48, 54.     
2) Misc. Med. Stamp. Orient IV, no 25
",descriptive note,Nederlands
da0d477e-791d-533c-920c-64439f8ca116,tg:mpmph:44,e73_Descriptions,,id.desc,"Fragment van *Le premier livre … Marc Claude de Buttet* (Paris, 1561, Fezendat)
",descriptive note,Nederlands
ab7ea7c7-fdd6-5872-a84e-1db5fbeae028,tg:mpmph:36,e73_Descriptions,,id.desc,"Aantekeningen Mike Parker i.v.m. typografie (MPM Lettersnijders)
",descriptive note,Nederlands
7293a118-14f6-5e59-af92-ecc173466317,tg:mpmph:26,e73_Descriptions,,id.desc,"Fragment van *Biblia sacra …* (Lyon, 1566)
",descriptive note,Nederlands
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,e73_Descriptions,,id.desc,Een archiefstuk over de verkoop van een huis van Le Bé in Parijs (1548),descriptive note,Nederlands
49d14bdd-d716-5a18-b3e3-cbefaff52d71,tg:mpmph:55,e73_Descriptions,,id.desc,"Elektro-conductive papier met de geprinte versie van AV REPRO OD 33.1.    
1) Misc. Med. Stamp. Orient III, ins. 12, 48, 54    
2) Misc. Med. Stamp. Orient IV, no 25    
",descriptive note,Nederlands
3833b049-5858-5dce-902c-0b92c54c873c,tg:mpmph:27,e73_Descriptions,,id.desc,Fragment van *Manuscritti Orientali*,descriptive note,Nederlands
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,e73_Descriptions,,id.desc,"Op microfilm staan meerdere fragmenten uit diverse werken:     
1) *Prooemium huius libelli, ad optimum ...*     
2) *Epitome operis per quam …* (Lyon, 1560, J. de Tournes en G. Gazeau)     
3) [*de David … de Salomon …*]     
4) *Al christianissimore Henrigo …*     
5) Ioannis Paponis (Lyon, Jean de Tournes, 1550)     
6) *Aux Lecteurs*    
7) *A non men virtuoso, che dotto M. Mauritio Scena …*
",descriptive note,Nederlands
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Descriptions,,id.desc,"Academische zitting in het Museum Plantin-Moretus ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: Jan Denucé. Naast hem v.l.n.r.: schepen Adolf Molter, Emmanuel De Bom en conservator Herman F. Bouchery.",descriptive note,Nederlands
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,e73_Descriptions,,id.desc,"*Epreuve des caracteres. Qui se gravent, fonde, & se trouve dans la nouvelle fonderie de Jacque, F. Rosart, sur le Spaarne à Haerlem* (Jacques F. Rosart, Haarlem 1742)
",descriptive note,Nederlands
90cc73ca-423c-5ad4-9e01-1c4af23a3d45,tg:mpmph:73,e73_Descriptions,,id.desc,"*Proeve der drukkerye van d'erfgenamen van de Hr. Joan Blaeu, zal.r bestaande in negen schoone druk-parssen ... en wat verder tot een boek- en plaat-drukkerye behoort, welke verkocht zal worden tot Amsterdam, op donderdag, zynde den 7 april 1695* (Joan Blaeu, Amsterdam 1695)",descriptive note,Nederlands
e379bea5-acc2-56b7-b925-c86833e5e0f7,tg:mpmph:87,e73_Descriptions,,id.desc,"*Notitie van de beroemde letter-gietry, van de heeren Voskens en Clerk* = *Catalogue de la tres celebre fonderie de caracteres, de messieurs Voskens & Clerk* (Voskens en Clerk, Amsterdam 1780)
",descriptive note,Nederlands
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,e73_Descriptions,,id.desc,"*Proeven van veelerhande curieuse soo Grieckse, Romeynse, cursijfse, geschreven en Nederduytse letteren; … Naergelaten bij Zal: Pieter Boeyesz. In sijn leven boek-drukker tot Hoorn.* (Pieter Boeyesz, Hoorn 1692)",descriptive note,Nederlands
f1acf235-9a61-5cf4-b3ee-4201be5ae731,tg:mpmph:107,e73_Descriptions,,id.desc,"*Epreuve des caracteres , qui se gravent et fondent dans la nouvelle fonderie de Jacques François Rosart. Dediée a son altesse royale. Deuxiéme edition augmentée.* (Jacques F. Rosart, Brussel 1768)",descriptive note,Nederlands
b9175eab-6809-5258-b666-b7d92cbd81f6,tg:mpmph:68,e73_Descriptions,,id.desc,"10 foliospecimens (FN15g-FN24g). Ze lijken niet van één werk te komen, maar er is geen verwijzing naar het originele werk.",descriptive note,Nederlands
7ad45804-4a27-5e19-b725-a63b0274f977,tg:mpmph:78,e73_Descriptions,,id.desc,"FG = Frankrijk Gotiek uit de periode 1500-1520. Stukjes van diverse grootte, maar we weten niet uit welk werken ze afkomstig zijn.",descriptive note,Nederlands
ebb4dff4-5d75-5bc4-a4ec-68ac9960ebd9,tg:mpmph:35,e73_Descriptions,,id.desc,Papieren versie van de titelpagina's van de vijf werken beschreven in AV REPRO 15.1,descriptive note,Nederlands
c00b0094-8110-5701-b563-b3682d5d9830,tg:mpmph:25,e73_Descriptions,,id.desc,"Fragment van *Desigatio typorum* (Fuhrmann, 1616)
",descriptive note,Nederlands
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,e73_Descriptions,,id.desc,"Fragment van *La bible qui est toute la saincte éscriture …* (Orléans, Rabier, 1566)
",descriptive note,Nederlands
be985a73-618d-51f7-8dcd-8c76fd204cb8,tg:mpmph:47,e73_Descriptions,,id.desc,"Fragment van *Le troysieme livre contenant plusieurs duos …* (Paris, 1551, Granjon en Fezendat)
",descriptive note,Nederlands
b869cf72-6a08-5ca0-9ac7-b8ead7db247b,tg:mpmph:71,e73_Descriptions,,id.desc,"*Epreuve des caractères de la fonderie de la veuve Decellier, successeur de Jacques-François Rosart. Troisieme édition augmentée* (Weduwe Decellier /Rosart, Brussel 1777-1779)
",descriptive note,Nederlands
8fd08c50-6813-56e4-9bb9-7acd19caa13d,tg:mpmph:61,e73_Descriptions,,id.desc,Zesmaal dezelfde Romeinse inscriptie,descriptive note,Nederlands
