card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,adm.uuid_mat,ResourceID,brocade.id,Source Note,Source Note Type,Source Note Language
e22_Items,1,mpmph,tg:mpmph:66_#1,AV LP 4,isad:mpm:686,443e33f1-6a69-5bbe-ae99-8a39337ad250,443e33f1-6a69-5bbe-ae99-8a39337ad250,tg:mpmph:66_#1,25 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:50_#1,AV REPRO OD 29,isad:mpm:916,d5e81ead-eb24-55f5-8494-4afb69a8449a,d5e81ead-eb24-55f5-8494-4afb69a8449a,tg:mpmph:50_#1,,,
e22_Items,1,mpmph,tg:mpmph:40_#1,AV REPRO OD 20,isad:mpm:916,2ea0e18c-6b4e-57a5-8984-17507fbc1bbc,2ea0e18c-6b4e-57a5-8984-17507fbc1bbc,tg:mpmph:40_#1,,,
e22_Items,1,mpmph,tg:mpmph:32_#1,AV REPRO OD 13,isad:mpm:916,623b504a-77f7-536b-b7c9-e98fef50725e,623b504a-77f7-536b-b7c9-e98fef50725e,tg:mpmph:32_#1,,,
e22_Items,1,mpmph,tg:mpmph:22_#1,AV REPRO OD 3,isad:mpm:916,876cda95-7079-519e-8833-198ab402dde6,876cda95-7079-519e-8833-198ab402dde6,tg:mpmph:22_#1,,,
e22_Items,1,mpmph,tg:mpmph:41_#1,AV REPRO OD 21,isad:mpm:916,9970a225-7f06-5b1b-b41b-c61045fbe4c8,9970a225-7f06-5b1b-b41b-c61045fbe4c8,tg:mpmph:41_#1,,,
e22_Items,1,mpmph,tg:mpmph:51_#1,AV REPRO OD 30,isad:mpm:916,d3d677e7-467b-5ee8-b0d9-5592255c9743,d3d677e7-467b-5ee8-b0d9-5592255c9743,tg:mpmph:51_#1,,,
e22_Items,1,mpmph,tg:mpmph:23_#1,AV REPRO OD 4,isad:mpm:916,2068392a-927a-5d44-90a6-24a88e138966,2068392a-927a-5d44-90a6-24a88e138966,tg:mpmph:23_#1,,,
e22_Items,1,mpmph,tg:mpmph:33_#1,AV REPRO OD 14,isad:mpm:916,0204e5c2-0ae8-50ac-9bac-c2822da7f068,0204e5c2-0ae8-50ac-9bac-c2822da7f068,tg:mpmph:33_#1,,,
e22_Items,1,mpmph,tg:mpmph:83_#1,AV LP 34.1-34.2,isad:mpm:686,0d44d7a5-175d-55f2-ac3c-3a1131f01dc3,0d44d7a5-175d-55f2-ac3c-3a1131f01dc3,tg:mpmph:83_#1,"AV LP 34.1: 84 stuks     
AV LP 34.2: 47 stuks",remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:93_#1,AV LP 44.1-44.2,isad:mpm:686,23bca651-65b9-5288-ab4a-4284d9d89489,23bca651-65b9-5288-ab4a-4284d9d89489,tg:mpmph:93_#1,"AV LP 44.1: 30 fotonegatieven    
AV LP 44.2: 61 fotopositieven (2 exemplaren, en folio D is in totaal 3x aanwezig)",remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:103_#1,AV LP 54,isad:mpm:686,b2bded79-722b-5aa8-aa79-90732b5c42b4,b2bded79-722b-5aa8-aa79-90732b5c42b4,tg:mpmph:103_#1,27 stuks (fol. 1-17 + bijlage fol. 1-10),remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:58_#1,AV REPRO OD 34.3,isad:mpm:916,9fc7ca8e-7400-59ac-b5cc-df494dde9aae,9fc7ca8e-7400-59ac-b5cc-df494dde9aae,tg:mpmph:58_#1,,,
e22_Items,1,mpmph,tg:mpmph:48_#1,AV REPRO OD 27,isad:mpm:916,b4d9ef64-04ff-53bd-b506-12ddcb55dcfa,b4d9ef64-04ff-53bd-b506-12ddcb55dcfa,tg:mpmph:48_#1,,,
e22_Items,1,mpmph,tg:mpmph:67_#1,AV LP 5,isad:mpm:686,6b670bdf-141f-55e1-bb91-96466a4c5401,6b670bdf-141f-55e1-bb91-96466a4c5401,tg:mpmph:67_#1,15 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:77_#1,AV LP 28,isad:mpm:686,6129afef-8767-53ff-9617-f575251b42cb,6129afef-8767-53ff-9617-f575251b42cb,tg:mpmph:77_#1,52 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:72_#1,AV LP 23,isad:mpm:686,5b04f684-bea6-5b5f-829c-6ab4572cbd95,5b04f684-bea6-5b5f-829c-6ab4572cbd95,tg:mpmph:72_#1,5 fotopositieven,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:62_#1,AV REPRO OD 35.3,isad:mpm:916,c013fd2e-a012-5bc2-b37b-d5ba8ddff784,c013fd2e-a012-5bc2-b37b-d5ba8ddff784,tg:mpmph:62_#1,Link met AV REPRO OD 32,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:96_#1,AV LP 47.1-47.2,isad:mpm:686,c460fa86-0321-5a07-b7f0-b674cbe91a07,c460fa86-0321-5a07-b7f0-b674cbe91a07,tg:mpmph:96_#1,"AV LP 47.1: 15 fotonegatieven    
AV LP 47.2: 31 fotopositieven (2 exemplaren, folio 9 is in totaal 3x aanwezig)",remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:86_#1,AV LP 37,isad:mpm:686,9fae7fb3-c06d-5338-8fa0-93b89e01309c,9fae7fb3-c06d-5338-8fa0-93b89e01309c,tg:mpmph:86_#1,10 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:106_#1,AV LP 57,isad:mpm:686,c88b47ee-c697-5a61-8537-0afdddf11c67,c88b47ee-c697-5a61-8537-0afdddf11c67,tg:mpmph:106_#1,91 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:54_#1,AV REPRO OD 33.1,isad:mpm:916,a3ec3b64-906c-5396-a92e-3f1a2a62977c,a3ec3b64-906c-5396-a92e-3f1a2a62977c,tg:mpmph:54_#1,,,
e22_Items,1,mpmph,tg:mpmph:44_#1,AV REPRO OD 24,isad:mpm:916,c775f0a3-f2e9-590d-b1c9-226e6ddde9df,c775f0a3-f2e9-590d-b1c9-226e6ddde9df,tg:mpmph:44_#1,,,
e22_Items,1,mpmph,tg:mpmph:36_#1,AV REPRO OD 16,isad:mpm:916,5d99d07e-04e2-583d-9f4a-a43b6a55b85b,5d99d07e-04e2-583d-9f4a-a43b6a55b85b,tg:mpmph:36_#1,,,
e22_Items,1,mpmph,tg:mpmph:26_#1,AV REPRO OD 7,isad:mpm:916,deb92b88-6d36-5456-b5d6-2b104e0b110e,deb92b88-6d36-5456-b5d6-2b104e0b110e,tg:mpmph:26_#1,,,
e22_Items,1,mpmph,tg:mpmph:45_#1,AV REPRO OD 25.1,isad:mpm:916,ac70bb1d-3561-578b-a818-e1292a707db5,ac70bb1d-3561-578b-a818-e1292a707db5,tg:mpmph:45_#1,,,
e22_Items,1,mpmph,tg:mpmph:55_#1,AV REPRO OD 33.2,isad:mpm:916,4e9a0cde-2e8d-5ac4-bec5-ba74ac60f3e0,4e9a0cde-2e8d-5ac4-bec5-ba74ac60f3e0,tg:mpmph:55_#1,12 pagina's,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:27_#1,AV REPRO OD 8,isad:mpm:916,c742772f-722c-5542-8d47-7cb67e2ff15d,c742772f-722c-5542-8d47-7cb67e2ff15d,tg:mpmph:27_#1,,,
e22_Items,1,mpmph,tg:mpmph:37_#1,AV REPRO OD 17,isad:mpm:916,de61939d-a386-57b6-bc78-0e5398d9ac5a,de61939d-a386-57b6-bc78-0e5398d9ac5a,tg:mpmph:37_#1,,,
e22_Items,1,mpmph,tg:mpmph:63_#1,AV LP 1,isad:mpm:686,96ff3977-3550-55c5-9be7-1fef2c386782,96ff3977-3550-55c5-9be7-1fef2c386782,tg:mpmph:63_#1,3 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:73_#1,AV LP 24,isad:mpm:686,6a900618-d95f-5af0-8828-c6322d488122,6a900618-d95f-5af0-8828-c6322d488122,tg:mpmph:73_#1,48 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:87_#1,AV LP 38,isad:mpm:686,98442105-e29f-5633-a5bb-7f3caf420336,98442105-e29f-5633-a5bb-7f3caf420336,tg:mpmph:87_#1,47 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:97_#1,AV LP 48.1-48.2,isad:mpm:686,2760e92a-f0f0-5771-aa50-5bfbf05ce051,2760e92a-f0f0-5771-aa50-5bfbf05ce051,tg:mpmph:97_#1,"AV LP 48.1: 8 fotonegatieven     
AV LP 48.2: 16 fotopositieven (2 exemplaren)",remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:107_#1,AV LP 58,isad:mpm:686,eb02884e-fecb-5e9f-b358-db40c8c28310,eb02884e-fecb-5e9f-b358-db40c8c28310,tg:mpmph:107_#1,76 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:68_#1,AV LP 6,isad:mpm:686,d36dd28c-1ad2-5deb-a55e-98f65226748e,d36dd28c-1ad2-5deb-a55e-98f65226748e,tg:mpmph:68_#1,12 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:78_#1,AV LP 29,isad:mpm:686,f27ae1f3-0241-548e-921f-54ff32fd6726,f27ae1f3-0241-548e-921f-54ff32fd6726,tg:mpmph:78_#1,17 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:35_#1,AV REPRO OD 15.2,isad:mpm:916,69a5c208-bbca-50d6-a51d-b3bab770b825,69a5c208-bbca-50d6-a51d-b3bab770b825,tg:mpmph:35_#1,,,
e22_Items,1,mpmph,tg:mpmph:25_#1,AV REPRO OD 6,isad:mpm:916,3136f499-daea-5675-88be-3feda866d8ba,3136f499-daea-5675-88be-3feda866d8ba,tg:mpmph:25_#1,,,
e22_Items,1,mpmph,tg:mpmph:57_#1,AV REPRO OD 34.2,isad:mpm:916,b32f857a-9586-5620-8ae1-e2ac82231036,b32f857a-9586-5620-8ae1-e2ac82231036,tg:mpmph:57_#1,,,
e22_Items,1,mpmph,tg:mpmph:47_#1,AV REPRO OD 26,isad:mpm:916,d2124053-2b48-50da-9eed-1955f07b1224,d2124053-2b48-50da-9eed-1955f07b1224,tg:mpmph:47_#1,,,
e22_Items,1,mpmph,tg:mpmph:71_#1,AV LP 22,isad:mpm:686,d99c2dc7-b848-54a0-a691-539342498ece,d99c2dc7-b848-54a0-a691-539342498ece,tg:mpmph:71_#1,35 fotonegatieven,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:61_#1,AV REPRO OD 35.2,isad:mpm:916,9b6661f0-3e18-5cfd-a0b2-b36235702fc2,9b6661f0-3e18-5cfd-a0b2-b36235702fc2,tg:mpmph:61_#1,Link aan AV REPRO OD 32,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:105_#1,AV LP 56,isad:mpm:686,b64b4d07-57f2-5ab9-a713-289ee5fa62f2,b64b4d07-57f2-5ab9-a713-289ee5fa62f2,tg:mpmph:105_#1,117 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:95_#1,AV LP 46.1-46.2,isad:mpm:686,b41dd4b0-f790-5a39-bb13-3927b4cded51,b41dd4b0-f790-5a39-bb13-3927b4cded51,tg:mpmph:95_#1,"AV LP 46.1: 28 fotonegatieven    
AV LP 46.2: 56 fotopositieven (2 exemplaren)",remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:85_#1,AV LP 36,isad:mpm:686,d6b252ef-ee08-5ecd-880d-16a33f37ae65,d6b252ef-ee08-5ecd-880d-16a33f37ae65,tg:mpmph:85_#1,85 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:60_#1,AV REPRO OD 35.1,isad:mpm:916,b09dc0df-97a1-58d6-859c-46d173698b9e,b09dc0df-97a1-58d6-859c-46d173698b9e,tg:mpmph:60_#1,Link met AV REPRO OD 32,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:70_#1,AV LP 9,isad:mpm:686,4fc8eb7b-fc29-5423-92de-0f4731fe7987,4fc8eb7b-fc29-5423-92de-0f4731fe7987,tg:mpmph:70_#1,2,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:104_#1,AV LP 55,isad:mpm:686,d64e3ec6-9a88-512b-b498-1256691440d2,d64e3ec6-9a88-512b-b498-1256691440d2,tg:mpmph:104_#1,92 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:84_#1,AV LP 35,isad:mpm:686,be378522-63d5-5484-8de7-4fd90cf5e0d2,be378522-63d5-5484-8de7-4fd90cf5e0d2,tg:mpmph:84_#1,45 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:94_#1,AV LP 45.1-45.2,isad:mpm:686,de7789cb-6773-576e-a376-c1a0078dd196,de7789cb-6773-576e-a376-c1a0078dd196,tg:mpmph:94_#1,"AV LP 45.1: 25 fotonegatieven    
AV LP 45.2: 50 fotopositieven (2 exemplaren)",remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:79_#1,AV LP 30,isad:mpm:686,37261aa0-60ca-598e-8430-76bd7268c647,37261aa0-60ca-598e-8430-76bd7268c647,tg:mpmph:79_#1,78 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:69_#1,AV LP 8,isad:mpm:686,526f4764-8f08-515f-85c7-389282b006f5,526f4764-8f08-515f-85c7-389282b006f5,tg:mpmph:69_#1,5 stuks,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:24_#1,AV REPRO OD 5,isad:mpm:916,f7968ecf-9804-5d35-9090-7e2b9dcac010,f7968ecf-9804-5d35-9090-7e2b9dcac010,tg:mpmph:24_#1,,,
e22_Items,1,mpmph,tg:mpmph:34_#1,AV REPRO OD 15.1,isad:mpm:916,e65fbbc6-bf16-5bd2-9202-027996932153,e65fbbc6-bf16-5bd2-9202-027996932153,tg:mpmph:34_#1,,,
e22_Items,1,mpmph,tg:mpmph:46_#1,AV REPRO OD 25.2,isad:mpm:916,fef6ef86-f6e5-51c0-a3ed-59aa9e633960,fef6ef86-f6e5-51c0-a3ed-59aa9e633960,tg:mpmph:46_#1,Vier pagina's,remarks,Nederlands
e22_Items,1,mpmph,tg:mpmph:56_#1,AV REPRO OD 34.1,isad:mpm:916,7633b204-c437-548d-aff4-16bd8cfd4ff3,7633b204-c437-548d-aff4-16bd8cfd4ff3,tg:mpmph:56_#1,,,
