ResourceID,brocade.id,card,order,Keeper,Object Number (nl),Object Identifier,Record Type
b4182975-61f9-5203-a727-dd5c0ad07f18,tg:mpmph:110,AA,0,Museum Plantin-Moretus,tg:mpmph:110,https://data.museumplantinmoretus.be/ark:/11975/b4182975-61f9-5203-a727-dd5c0ad07f18,Foto's
2d0bf567-5768-5791-b31c-86e0269b9dd9,tg:mpmph:80,AA,0,Museum Plantin-Moretus,tg:mpmph:80,https://data.museumplantinmoretus.be/ark:/11975/2d0bf567-5768-5791-b31c-86e0269b9dd9,Foto's
742c8708-ac9b-5dd4-aed5-96cfafdf58d6,tg:mpmph:90,AA,0,Museum Plantin-Moretus,tg:mpmph:90,https://data.museumplantinmoretus.be/ark:/11975/742c8708-ac9b-5dd4-aed5-96cfafdf58d6,Foto's
ca1cf717-87de-593d-879d-bbc322cc0af3,tg:mpmph:39,AA,0,Museum Plantin-Moretus,tg:mpmph:39,https://data.museumplantinmoretus.be/ark:/11975/ca1cf717-87de-593d-879d-bbc322cc0af3,Foto's
98ede7e9-04cf-5572-9050-3c38ff08333c,tg:mpmph:29,AA,0,Museum Plantin-Moretus,tg:mpmph:29,https://data.museumplantinmoretus.be/ark:/11975/98ede7e9-04cf-5572-9050-3c38ff08333c,Foto's
9ec5ab15-587a-5306-91c2-1fec1c22f42b,tg:mpmph:64,AA,0,Museum Plantin-Moretus,tg:mpmph:64,https://data.museumplantinmoretus.be/ark:/11975/9ec5ab15-587a-5306-91c2-1fec1c22f42b,Foto's
46878d5c-014a-56a9-a7f8-35748ffb9d8a,tg:mpmph:74,AA,0,Museum Plantin-Moretus,tg:mpmph:74,https://data.museumplantinmoretus.be/ark:/11975/46878d5c-014a-56a9-a7f8-35748ffb9d8a,Foto's
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,AA,0,Museum Plantin-Moretus,tg:mpmph:16,https://data.museumplantinmoretus.be/ark:/11975/68a09ff2-b4bf-5cc1-979b-96655a7771a5,Foto's
bbe4a999-e119-5460-a0bd-2ef6005b0c19,tg:mpmph:99,AA,0,Museum Plantin-Moretus,tg:mpmph:99,https://data.museumplantinmoretus.be/ark:/11975/bbe4a999-e119-5460-a0bd-2ef6005b0c19,Foto's
136b5024-824a-5852-aade-a50bef89e1b1,tg:mpmph:89,AA,0,Museum Plantin-Moretus,tg:mpmph:89,https://data.museumplantinmoretus.be/ark:/11975/136b5024-824a-5852-aade-a50bef89e1b1,Foto's
81aaae21-7028-5bcd-9dbb-dbccaa22064f,tg:mpmph:20,AA,0,Museum Plantin-Moretus,tg:mpmph:20,https://data.museumplantinmoretus.be/ark:/11975/81aaae21-7028-5bcd-9dbb-dbccaa22064f,Foto's
446ac2b9-2e36-563c-9e73-2d747408702a,tg:mpmph:30,AA,0,Museum Plantin-Moretus,tg:mpmph:30,https://data.museumplantinmoretus.be/ark:/11975/446ac2b9-2e36-563c-9e73-2d747408702a,Foto's
ad8368fa-2ee2-55e7-b70e-b62a812b56ae,tg:mpmph:42,AA,0,Museum Plantin-Moretus,tg:mpmph:42,https://data.museumplantinmoretus.be/ark:/11975/ad8368fa-2ee2-55e7-b70e-b62a812b56ae,Foto's
22cdd8f7-6cf3-55fe-aa04-5b7efa7b9ff4,tg:mpmph:52,AA,0,Museum Plantin-Moretus,tg:mpmph:52,https://data.museumplantinmoretus.be/ark:/11975/22cdd8f7-6cf3-55fe-aa04-5b7efa7b9ff4,Foto's
1616a1ee-ecef-5dc0-a725-4482623bfc55,tg:mpmph:109,AA,0,Museum Plantin-Moretus,tg:mpmph:109,https://data.museumplantinmoretus.be/ark:/11975/1616a1ee-ecef-5dc0-a725-4482623bfc55,Foto's
4d365fa2-2ad0-53e9-a168-01512accff50,tg:mpmph:92,AA,0,Museum Plantin-Moretus,tg:mpmph:92,https://data.museumplantinmoretus.be/ark:/11975/4d365fa2-2ad0-53e9-a168-01512accff50,Foto's
c417b291-2b00-5e32-8b8b-dbc7063baecb,tg:mpmph:82,AA,0,Museum Plantin-Moretus,tg:mpmph:82,https://data.museumplantinmoretus.be/ark:/11975/c417b291-2b00-5e32-8b8b-dbc7063baecb,Foto's
88418fac-2c30-5ae1-b7f8-659da144e16c,tg:mpmph:49,AA,0,Museum Plantin-Moretus,tg:mpmph:49,https://data.museumplantinmoretus.be/ark:/11975/88418fac-2c30-5ae1-b7f8-659da144e16c,Foto's
8e67ae5a-ecce-5684-aec6-c266ea6a8d35,tg:mpmph:59,AA,0,Museum Plantin-Moretus,tg:mpmph:59,https://data.museumplantinmoretus.be/ark:/11975/8e67ae5a-ecce-5684-aec6-c266ea6a8d35,Foto's
0601325c-d473-5b61-888a-cfab9bd292d6,tg:mpmph:102,AA,0,Museum Plantin-Moretus,tg:mpmph:102,https://data.museumplantinmoretus.be/ark:/11975/0601325c-d473-5b61-888a-cfab9bd292d6,Foto's
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,AA,0,Museum Plantin-Moretus,tg:mpmph:14,https://data.museumplantinmoretus.be/ark:/11975/177dc347-eab9-5aa9-9bed-bcc55aa5c471,Foto's
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,AA,0,Museum Plantin-Moretus,tg:mpmph:76,https://data.museumplantinmoretus.be/ark:/11975/dcc9188a-6856-50f7-b147-658bdb097ba6,Foto's
446b3528-00c5-567d-b487-16c664daba1b,tg:mpmph:66,AA,0,Museum Plantin-Moretus,tg:mpmph:66,https://data.museumplantinmoretus.be/ark:/11975/446b3528-00c5-567d-b487-16c664daba1b,Foto's
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,AA,0,Museum Plantin-Moretus,tg:mpmph:50,https://data.museumplantinmoretus.be/ark:/11975/633eb992-a5fd-5527-a534-d01b12ca13f7,Foto's
89a03f1f-a849-54d1-bad7-0b3783be0323,tg:mpmph:40,AA,0,Museum Plantin-Moretus,tg:mpmph:40,https://data.museumplantinmoretus.be/ark:/11975/89a03f1f-a849-54d1-bad7-0b3783be0323,Foto's
cf3016fe-7454-52a8-90e3-f1bd64f1d2ee,tg:mpmph:32,AA,0,Museum Plantin-Moretus,tg:mpmph:32,https://data.museumplantinmoretus.be/ark:/11975/cf3016fe-7454-52a8-90e3-f1bd64f1d2ee,Foto's
2463587d-8d6e-5386-a2ff-5b722d676cf3,tg:mpmph:22,AA,0,Museum Plantin-Moretus,tg:mpmph:22,https://data.museumplantinmoretus.be/ark:/11975/2463587d-8d6e-5386-a2ff-5b722d676cf3,Foto's
eb9f60d8-3e27-5471-a2dd-90e2c3182af8,tg:mpmph:41,AA,0,Museum Plantin-Moretus,tg:mpmph:41,https://data.museumplantinmoretus.be/ark:/11975/eb9f60d8-3e27-5471-a2dd-90e2c3182af8,Foto's
ce680aee-e5e6-55f0-80d3-6ea99cfa9014,tg:mpmph:51,AA,0,Museum Plantin-Moretus,tg:mpmph:51,https://data.museumplantinmoretus.be/ark:/11975/ce680aee-e5e6-55f0-80d3-6ea99cfa9014,Foto's
78bb7a61-bdf1-5d4d-b658-8ff864536f1f,tg:mpmph:23,AA,0,Museum Plantin-Moretus,tg:mpmph:23,https://data.museumplantinmoretus.be/ark:/11975/78bb7a61-bdf1-5d4d-b658-8ff864536f1f,Foto's
8cba6c96-a1d7-539e-afab-09fb50291ff1,tg:mpmph:33,AA,0,Museum Plantin-Moretus,tg:mpmph:33,https://data.museumplantinmoretus.be/ark:/11975/8cba6c96-a1d7-539e-afab-09fb50291ff1,Foto's
a1a62dd7-888c-5852-bc7a-be4f1155f8ad,tg:mpmph:83,AA,0,Museum Plantin-Moretus,tg:mpmph:83,https://data.museumplantinmoretus.be/ark:/11975/a1a62dd7-888c-5852-bc7a-be4f1155f8ad,Foto's
ec155823-5b37-5cd0-81b6-32f91ae379ad,tg:mpmph:93,AA,0,Museum Plantin-Moretus,tg:mpmph:93,https://data.museumplantinmoretus.be/ark:/11975/ec155823-5b37-5cd0-81b6-32f91ae379ad,Foto's
d5c19f67-3719-52d5-9e0f-b7768c9639da,tg:mpmph:103,AA,0,Museum Plantin-Moretus,tg:mpmph:103,https://data.museumplantinmoretus.be/ark:/11975/d5c19f67-3719-52d5-9e0f-b7768c9639da,Foto's
2b4d685e-b10d-53a0-805a-ca573233299a,tg:mpmph:58,AA,0,Museum Plantin-Moretus,tg:mpmph:58,https://data.museumplantinmoretus.be/ark:/11975/2b4d685e-b10d-53a0-805a-ca573233299a,Foto's
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,AA,0,Museum Plantin-Moretus,tg:mpmph:48,https://data.museumplantinmoretus.be/ark:/11975/060fb598-f865-592d-9c41-12499f172880,Foto's
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,AA,0,Museum Plantin-Moretus,tg:mpmph:15,https://data.museumplantinmoretus.be/ark:/11975/b779d048-874d-5380-96a7-853bb262031e,Foto's
d3c74a90-9b57-55dd-8e93-fdfabc918202,tg:mpmph:67,AA,0,Museum Plantin-Moretus,tg:mpmph:67,https://data.museumplantinmoretus.be/ark:/11975/d3c74a90-9b57-55dd-8e93-fdfabc918202,Foto's
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,AA,0,Museum Plantin-Moretus,tg:mpmph:77,https://data.museumplantinmoretus.be/ark:/11975/5a37fe40-9a79-5043-bafe-b52608510cec,Foto's
f6735e38-fcf9-526b-a8fd-9c717dd0689f,tg:mpmph:72,AA,0,Museum Plantin-Moretus,tg:mpmph:72,https://data.museumplantinmoretus.be/ark:/11975/f6735e38-fcf9-526b-a8fd-9c717dd0689f,Foto's
ca544464-175e-5f55-a753-ca7a95f2d15f,tg:mpmph:62,AA,0,Museum Plantin-Moretus,tg:mpmph:62,https://data.museumplantinmoretus.be/ark:/11975/ca544464-175e-5f55-a753-ca7a95f2d15f,Foto's
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,AA,0,Museum Plantin-Moretus,tg:mpmph:96,https://data.museumplantinmoretus.be/ark:/11975/5ca9f8d1-8de9-54c6-b967-9cced4c58b77,Foto's
91de6a95-e16d-528e-b083-0aa0ec667874,tg:mpmph:86,AA,0,Museum Plantin-Moretus,tg:mpmph:86,https://data.museumplantinmoretus.be/ark:/11975/91de6a95-e16d-528e-b083-0aa0ec667874,Foto's
d4acb776-c4b3-5fbe-afd9-fcdf48785a6a,tg:mpmph:106,AA,0,Museum Plantin-Moretus,tg:mpmph:106,https://data.museumplantinmoretus.be/ark:/11975/d4acb776-c4b3-5fbe-afd9-fcdf48785a6a,Foto's
e3703fe5-15c2-517f-afc9-62c6281816db,tg:mpmph:54,AA,0,Museum Plantin-Moretus,tg:mpmph:54,https://data.museumplantinmoretus.be/ark:/11975/e3703fe5-15c2-517f-afc9-62c6281816db,Foto's
da0d477e-791d-533c-920c-64439f8ca116,tg:mpmph:44,AA,0,Museum Plantin-Moretus,tg:mpmph:44,https://data.museumplantinmoretus.be/ark:/11975/da0d477e-791d-533c-920c-64439f8ca116,Foto's
ab7ea7c7-fdd6-5872-a84e-1db5fbeae028,tg:mpmph:36,AA,0,Museum Plantin-Moretus,tg:mpmph:36,https://data.museumplantinmoretus.be/ark:/11975/ab7ea7c7-fdd6-5872-a84e-1db5fbeae028,Foto's
7293a118-14f6-5e59-af92-ecc173466317,tg:mpmph:26,AA,0,Museum Plantin-Moretus,tg:mpmph:26,https://data.museumplantinmoretus.be/ark:/11975/7293a118-14f6-5e59-af92-ecc173466317,Foto's
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,AA,0,Museum Plantin-Moretus,tg:mpmph:45,https://data.museumplantinmoretus.be/ark:/11975/542a5794-1416-5a8f-a546-f590aaf911d0,Foto's
49d14bdd-d716-5a18-b3e3-cbefaff52d71,tg:mpmph:55,AA,0,Museum Plantin-Moretus,tg:mpmph:55,https://data.museumplantinmoretus.be/ark:/11975/49d14bdd-d716-5a18-b3e3-cbefaff52d71,Foto's
3833b049-5858-5dce-902c-0b92c54c873c,tg:mpmph:27,AA,0,Museum Plantin-Moretus,tg:mpmph:27,https://data.museumplantinmoretus.be/ark:/11975/3833b049-5858-5dce-902c-0b92c54c873c,Foto's
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,AA,0,Museum Plantin-Moretus,tg:mpmph:37,https://data.museumplantinmoretus.be/ark:/11975/e322f4c8-b54e-5bc7-b1a5-82271b976183,Foto's
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,AA,0,Museum Plantin-Moretus,tg:mpmph:11,https://data.museumplantinmoretus.be/ark:/11975/839033c8-e69d-5629-948b-144adfab957f,Foto's
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,AA,0,Museum Plantin-Moretus,tg:mpmph:63,https://data.museumplantinmoretus.be/ark:/11975/aff69bb9-ae90-59e5-a7dd-3293d880f3f3,Foto's
90cc73ca-423c-5ad4-9e01-1c4af23a3d45,tg:mpmph:73,AA,0,Museum Plantin-Moretus,tg:mpmph:73,https://data.museumplantinmoretus.be/ark:/11975/90cc73ca-423c-5ad4-9e01-1c4af23a3d45,Foto's
e379bea5-acc2-56b7-b925-c86833e5e0f7,tg:mpmph:87,AA,0,Museum Plantin-Moretus,tg:mpmph:87,https://data.museumplantinmoretus.be/ark:/11975/e379bea5-acc2-56b7-b925-c86833e5e0f7,Foto's
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,AA,0,Museum Plantin-Moretus,tg:mpmph:97,https://data.museumplantinmoretus.be/ark:/11975/532f07c7-65a3-5877-b8df-10a360ea13db,Foto's
f1acf235-9a61-5cf4-b3ee-4201be5ae731,tg:mpmph:107,AA,0,Museum Plantin-Moretus,tg:mpmph:107,https://data.museumplantinmoretus.be/ark:/11975/f1acf235-9a61-5cf4-b3ee-4201be5ae731,Foto's
b9175eab-6809-5258-b666-b7d92cbd81f6,tg:mpmph:68,AA,0,Museum Plantin-Moretus,tg:mpmph:68,https://data.museumplantinmoretus.be/ark:/11975/b9175eab-6809-5258-b666-b7d92cbd81f6,Foto's
7ad45804-4a27-5e19-b725-a63b0274f977,tg:mpmph:78,AA,0,Museum Plantin-Moretus,tg:mpmph:78,https://data.museumplantinmoretus.be/ark:/11975/7ad45804-4a27-5e19-b725-a63b0274f977,Foto's
ebb4dff4-5d75-5bc4-a4ec-68ac9960ebd9,tg:mpmph:35,AA,0,Museum Plantin-Moretus,tg:mpmph:35,https://data.museumplantinmoretus.be/ark:/11975/ebb4dff4-5d75-5bc4-a4ec-68ac9960ebd9,Foto's
c00b0094-8110-5701-b563-b3682d5d9830,tg:mpmph:25,AA,0,Museum Plantin-Moretus,tg:mpmph:25,https://data.museumplantinmoretus.be/ark:/11975/c00b0094-8110-5701-b563-b3682d5d9830,Foto's
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,AA,0,Museum Plantin-Moretus,tg:mpmph:57,https://data.museumplantinmoretus.be/ark:/11975/4a84d2be-78bf-5112-bccf-849985bb9e41,Foto's
be985a73-618d-51f7-8dcd-8c76fd204cb8,tg:mpmph:47,AA,0,Museum Plantin-Moretus,tg:mpmph:47,https://data.museumplantinmoretus.be/ark:/11975/be985a73-618d-51f7-8dcd-8c76fd204cb8,Foto's
b869cf72-6a08-5ca0-9ac7-b8ead7db247b,tg:mpmph:71,AA,0,Museum Plantin-Moretus,tg:mpmph:71,https://data.museumplantinmoretus.be/ark:/11975/b869cf72-6a08-5ca0-9ac7-b8ead7db247b,Foto's
8fd08c50-6813-56e4-9bb9-7acd19caa13d,tg:mpmph:61,AA,0,Museum Plantin-Moretus,tg:mpmph:61,https://data.museumplantinmoretus.be/ark:/11975/8fd08c50-6813-56e4-9bb9-7acd19caa13d,Foto's
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,AA,0,Museum Plantin-Moretus,tg:mpmph:13,https://data.museumplantinmoretus.be/ark:/11975/de60bf3e-8106-5377-b9d7-dfd48da0c477,Foto's
39449520-06f0-5e6b-99f2-6e8304614e49,tg:mpmph:105,AA,0,Museum Plantin-Moretus,tg:mpmph:105,https://data.museumplantinmoretus.be/ark:/11975/39449520-06f0-5e6b-99f2-6e8304614e49,Foto's
722b81be-58eb-5ee1-afb2-fd90e1f689e0,tg:mpmph:95,AA,0,Museum Plantin-Moretus,tg:mpmph:95,https://data.museumplantinmoretus.be/ark:/11975/722b81be-58eb-5ee1-afb2-fd90e1f689e0,Foto's
b4a763ce-8d74-5371-8c61-5f1e51af8da7,tg:mpmph:85,AA,0,Museum Plantin-Moretus,tg:mpmph:85,https://data.museumplantinmoretus.be/ark:/11975/b4a763ce-8d74-5371-8c61-5f1e51af8da7,Foto's
8aead454-2ce8-5c0b-87eb-221f9edfd0e7,tg:mpmph:60,AA,0,Museum Plantin-Moretus,tg:mpmph:60,https://data.museumplantinmoretus.be/ark:/11975/8aead454-2ce8-5c0b-87eb-221f9edfd0e7,Foto's
a2118727-ee17-59e5-8ca7-365fd6cb0e76,tg:mpmph:70,AA,0,Museum Plantin-Moretus,tg:mpmph:70,https://data.museumplantinmoretus.be/ark:/11975/a2118727-ee17-59e5-8ca7-365fd6cb0e76,Foto's
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,AA,0,Museum Plantin-Moretus,tg:mpmph:12,https://data.museumplantinmoretus.be/ark:/11975/43fae41d-2b9c-5b34-b10c-e558dc89ae43,Foto's
163fb131-447e-56b5-90ad-d131f8b511ed,tg:mpmph:104,AA,0,Museum Plantin-Moretus,tg:mpmph:104,https://data.museumplantinmoretus.be/ark:/11975/163fb131-447e-56b5-90ad-d131f8b511ed,Foto's
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,AA,0,Museum Plantin-Moretus,tg:mpmph:84,https://data.museumplantinmoretus.be/ark:/11975/0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,Foto's
a62d28af-de06-5e81-bafa-e0ad618874e4,tg:mpmph:94,AA,0,Museum Plantin-Moretus,tg:mpmph:94,https://data.museumplantinmoretus.be/ark:/11975/a62d28af-de06-5e81-bafa-e0ad618874e4,Foto's
dc54db9b-5e1a-5ec0-b0fa-e841ee18ddd4,tg:mpmph:79,AA,0,Museum Plantin-Moretus,tg:mpmph:79,https://data.museumplantinmoretus.be/ark:/11975/dc54db9b-5e1a-5ec0-b0fa-e841ee18ddd4,Foto's
f302ed82-628d-5aed-9fff-5b5988d4b907,tg:mpmph:69,AA,0,Museum Plantin-Moretus,tg:mpmph:69,https://data.museumplantinmoretus.be/ark:/11975/f302ed82-628d-5aed-9fff-5b5988d4b907,Foto's
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,tg:mpmph:24,AA,0,Museum Plantin-Moretus,tg:mpmph:24,https://data.museumplantinmoretus.be/ark:/11975/646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,Foto's
9bed1aae-f750-5292-b08d-0a4568e0ffca,tg:mpmph:34,AA,0,Museum Plantin-Moretus,tg:mpmph:34,https://data.museumplantinmoretus.be/ark:/11975/9bed1aae-f750-5292-b08d-0a4568e0ffca,Foto's
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,AA,0,Museum Plantin-Moretus,tg:mpmph:46,https://data.museumplantinmoretus.be/ark:/11975/ea9728e0-875d-55d4-ac4b-03c5125b6707,Foto's
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,AA,0,Museum Plantin-Moretus,tg:mpmph:56,https://data.museumplantinmoretus.be/ark:/11975/028e6a97-ddf1-5311-86ec-ef5b357a7a4b,Foto's
