ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type
dcc9188a-6856-50f7-b147-658bdb097ba6,tg:mpmph:76,e73_Copyrights,1960,2075,In Copyright
446b3528-00c5-567d-b487-16c664daba1b,tg:mpmph:66,e73_Copyrights,1960,2075,In Copyright
633eb992-a5fd-5527-a534-d01b12ca13f7,tg:mpmph:50,e73_Copyrights,1960,2075,In Copyright
89a03f1f-a849-54d1-bad7-0b3783be0323,tg:mpmph:40,e73_Copyrights,1960,2075,In Copyright
cf3016fe-7454-52a8-90e3-f1bd64f1d2ee,tg:mpmph:32,e73_Copyrights,1960,2075,In Copyright
2463587d-8d6e-5386-a2ff-5b722d676cf3,tg:mpmph:22,e73_Copyrights,1960,2075,In Copyright
eb9f60d8-3e27-5471-a2dd-90e2c3182af8,tg:mpmph:41,e73_Copyrights,1960,2075,In Copyright
ce680aee-e5e6-55f0-80d3-6ea99cfa9014,tg:mpmph:51,e73_Copyrights,1960,2075,In Copyright
78bb7a61-bdf1-5d4d-b658-8ff864536f1f,tg:mpmph:23,e73_Copyrights,1960,2075,In Copyright
8cba6c96-a1d7-539e-afab-09fb50291ff1,tg:mpmph:33,e73_Copyrights,1960,2075,In Copyright
a1a62dd7-888c-5852-bc7a-be4f1155f8ad,tg:mpmph:83,e73_Copyrights,1960,2075,In Copyright
ec155823-5b37-5cd0-81b6-32f91ae379ad,tg:mpmph:93,e73_Copyrights,1960,2075,In Copyright
d5c19f67-3719-52d5-9e0f-b7768c9639da,tg:mpmph:103,e73_Copyrights,1960,2075,In Copyright
2b4d685e-b10d-53a0-805a-ca573233299a,tg:mpmph:58,e73_Copyrights,1960,2075,In Copyright
060fb598-f865-592d-9c41-12499f172880,tg:mpmph:48,e73_Copyrights,1960,2075,In Copyright
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_Copyrights,1939,2054,In Copyright
d3c74a90-9b57-55dd-8e93-fdfabc918202,tg:mpmph:67,e73_Copyrights,1960,2075,In Copyright
5a37fe40-9a79-5043-bafe-b52608510cec,tg:mpmph:77,e73_Copyrights,1960,2075,In Copyright
f6735e38-fcf9-526b-a8fd-9c717dd0689f,tg:mpmph:72,e73_Copyrights,1960,2075,In Copyright
ca544464-175e-5f55-a753-ca7a95f2d15f,tg:mpmph:62,e73_Copyrights,1960,2075,In Copyright
5ca9f8d1-8de9-54c6-b967-9cced4c58b77,tg:mpmph:96,e73_Copyrights,1960,2075,In Copyright
91de6a95-e16d-528e-b083-0aa0ec667874,tg:mpmph:86,e73_Copyrights,1960,2075,In Copyright
d4acb776-c4b3-5fbe-afd9-fcdf48785a6a,tg:mpmph:106,e73_Copyrights,1960,2075,In Copyright
e3703fe5-15c2-517f-afc9-62c6281816db,tg:mpmph:54,e73_Copyrights,1960,2075,In Copyright
da0d477e-791d-533c-920c-64439f8ca116,tg:mpmph:44,e73_Copyrights,1960,2075,In Copyright
ab7ea7c7-fdd6-5872-a84e-1db5fbeae028,tg:mpmph:36,e73_Copyrights,1960,2075,In Copyright
7293a118-14f6-5e59-af92-ecc173466317,tg:mpmph:26,e73_Copyrights,1960,2075,In Copyright
542a5794-1416-5a8f-a546-f590aaf911d0,tg:mpmph:45,e73_Copyrights,1960,2075,In Copyright
49d14bdd-d716-5a18-b3e3-cbefaff52d71,tg:mpmph:55,e73_Copyrights,1960,2075,In Copyright
3833b049-5858-5dce-902c-0b92c54c873c,tg:mpmph:27,e73_Copyrights,1960,2075,In Copyright
e322f4c8-b54e-5bc7-b1a5-82271b976183,tg:mpmph:37,e73_Copyrights,1995,2110,In Copyright
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Copyrights,1939,2054,In Copyright
aff69bb9-ae90-59e5-a7dd-3293d880f3f3,tg:mpmph:63,e73_Copyrights,1960,2075,In Copyright
90cc73ca-423c-5ad4-9e01-1c4af23a3d45,tg:mpmph:73,e73_Copyrights,1960,2075,In Copyright
e379bea5-acc2-56b7-b925-c86833e5e0f7,tg:mpmph:87,e73_Copyrights,1960,2075,In Copyright
532f07c7-65a3-5877-b8df-10a360ea13db,tg:mpmph:97,e73_Copyrights,1960,2075,In Copyright
f1acf235-9a61-5cf4-b3ee-4201be5ae731,tg:mpmph:107,e73_Copyrights,1960,2075,In Copyright
b9175eab-6809-5258-b666-b7d92cbd81f6,tg:mpmph:68,e73_Copyrights,1960,2075,In Copyright
7ad45804-4a27-5e19-b725-a63b0274f977,tg:mpmph:78,e73_Copyrights,1960,2075,In Copyright
ebb4dff4-5d75-5bc4-a4ec-68ac9960ebd9,tg:mpmph:35,e73_Copyrights,1960,2075,In Copyright
c00b0094-8110-5701-b563-b3682d5d9830,tg:mpmph:25,e73_Copyrights,1960,2075,In Copyright
4a84d2be-78bf-5112-bccf-849985bb9e41,tg:mpmph:57,e73_Copyrights,1960,2075,In Copyright
be985a73-618d-51f7-8dcd-8c76fd204cb8,tg:mpmph:47,e73_Copyrights,1960,2075,In Copyright
b869cf72-6a08-5ca0-9ac7-b8ead7db247b,tg:mpmph:71,e73_Copyrights,1960,2075,In Copyright
8fd08c50-6813-56e4-9bb9-7acd19caa13d,tg:mpmph:61,e73_Copyrights,1960,2075,In Copyright
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_Copyrights,1939,2054,In Copyright
39449520-06f0-5e6b-99f2-6e8304614e49,tg:mpmph:105,e73_Copyrights,1960,2075,In Copyright
722b81be-58eb-5ee1-afb2-fd90e1f689e0,tg:mpmph:95,e73_Copyrights,1960,2075,In Copyright
b4a763ce-8d74-5371-8c61-5f1e51af8da7,tg:mpmph:85,e73_Copyrights,1960,2075,In Copyright
8aead454-2ce8-5c0b-87eb-221f9edfd0e7,tg:mpmph:60,e73_Copyrights,1960,2075,In Copyright
a2118727-ee17-59e5-8ca7-365fd6cb0e76,tg:mpmph:70,e73_Copyrights,1960,2075,In Copyright
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Copyrights,1939,2054,In Copyright
163fb131-447e-56b5-90ad-d131f8b511ed,tg:mpmph:104,e73_Copyrights,1960,2075,In Copyright
0432b71a-5ff1-5f3f-a50a-2ddd4ba64778,tg:mpmph:84,e73_Copyrights,1960,2075,In Copyright
a62d28af-de06-5e81-bafa-e0ad618874e4,tg:mpmph:94,e73_Copyrights,1960,2075,In Copyright
dc54db9b-5e1a-5ec0-b0fa-e841ee18ddd4,tg:mpmph:79,e73_Copyrights,1960,2075,In Copyright
f302ed82-628d-5aed-9fff-5b5988d4b907,tg:mpmph:69,e73_Copyrights,1960,2075,In Copyright
646f1a58-cbb8-5ddb-bfa2-e0caee1a036f,tg:mpmph:24,e73_Copyrights,1960,2075,In Copyright
9bed1aae-f750-5292-b08d-0a4568e0ffca,tg:mpmph:34,e73_Copyrights,1960,2075,In Copyright
ea9728e0-875d-55d4-ac4b-03c5125b6707,tg:mpmph:46,e73_Copyrights,1960,2075,In Copyright
028e6a97-ddf1-5311-86ec-ef5b357a7a4b,tg:mpmph:56,e73_Copyrights,1960,2075,In Copyright
