ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,,e22_Dimensions,,,,,,225 x 174 mm,225,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,,e22_Dimensions,,,,,,225 x 174 mm,174,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/U1nlQXD3UQxHOa4rcL3I80NM,https://dams.antwerpen.be/iiif/U1nlQXD3UQxHOa4rcL3I80NM/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_ProductionActors,1,,,,,,,,,au::115214:1,"Mayer van den Bergh, Ghislaine",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220359"",""au::115214"",""au::115214:1"",""ark:/83110/x0/623d6b47-9b97-5aad-ae38-98948f49f47b"",""Ghislaine Mayer van den Bergh""],""name"":""Ghislaine Mayer van den Bergh"",""ark"":""ark:/83110/x0/623d6b47-9b97-5aad-ae38-98948f49f47b"",""uri"":""/agents/people/12220359"",""id"":""au::115214:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_ProductionActors,2,,,,,,,,,au::115215:1,"Roest d'Alkemade, Robert de",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220360"",""au::115215"",""au::115215:1"",""ark:/83110/x0/9f911181-eea0-5c58-81da-9dd61f170d2b"",""Robert de Roest d'Alkemade""],""name"":""Robert de Roest d'Alkemade"",""ark"":""ark:/83110/x0/9f911181-eea0-5c58-81da-9dd61f170d2b"",""uri"":""/agents/people/12220360"",""id"":""au::115215:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
03e4637b-85a7-56bb-a14e-79f36c830407,tg:mmbdc:5_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,,permission required,,,,,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:124_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/09052def-26e6-5d99-b79e-b030d0d496d1,Doos A.XII,,files (document groupings),record identifiers,MMB.A.1658,,,
09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,e22_Archives,1,,,MMB.A.I.A.4.c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,,e22_Dimensions,,,,,,212 x 135 mm,212,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,,e22_Dimensions,,,,,,212 x 135 mm,135,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/g2Zjg8Vyr7bPatwmZLY1DZOD,https://dams.antwerpen.be/iiif/g2Zjg8Vyr7bPatwmZLY1DZOD/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1893-04-17,,,,,,,,,,,,,,,,,,,,
09052def-26e6-5d99-b79e-b030d0d496d1,tg:mmbdc:124_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1893,permission required,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:46_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0aa0fe80-a3de-590d-a912-829862db9c38,Doos A.IX,,scripts (documents),record identifiers,MMB.A.1286,,,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,,e22_Dimensions,,,,,,210 x 165 mm,210,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,,e22_Dimensions,,,,,,210 x 165 mm,165,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/u1c7NF9dTVRSVSqcutxHXISV,https://dams.antwerpen.be/iiif/u1c7NF9dTVRSVSqcutxHXISV/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1905-03-09,,,,,,,,,,,,,,,,,,,,
0aa0fe80-a3de-590d-a912-829862db9c38,tg:mmbdc:46_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1905,permission required,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:15_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0b709b78-cc59-59d6-a0ea-0e08541230fa,Doos A.IX,,obituaries,record identifiers,MMB.A.1203,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,,e22_Dimensions,,,,,,108 x 70 mm,108,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,,e22_Dimensions,,,,,,108 x 70 mm,70,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/N186SqTDYcRinPBrYixEh1vk,https://dams.antwerpen.be/iiif/N186SqTDYcRinPBrYixEh1vk/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_ProductionActors,1,,,,,,,,,au::115209:1,"Mayer van den Bergh, Oscar",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220354"",""au::115209"",""au::115209:1"",""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""Oscar Mayer van den Bergh""],""name"":""Oscar Mayer van den Bergh"",""ark"":""ark:/83110/x0/968e2333-221e-5c1d-a457-519a0a7666aa"",""uri"":""/agents/people/12220354"",""id"":""au::115209:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1913-08-08,,,,,,,,,,,,,,,,,,,,
0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1913,permission required,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:79_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0ced21dc-67bf-5d73-8344-d7c3172d51d8,Doos A.XI,,financial records,record identifiers,MMB.A.1472,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,,e22_Dimensions,,,,,,181 x 218 mm,181,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,,e22_Dimensions,,,,,,181 x 218 mm,218,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/m1JMaXQRNdbPGiNESZ0nAyHZ,https://dams.antwerpen.be/iiif/m1JMaXQRNdbPGiNESZ0nAyHZ/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_ProductionActors,1,,,,,,,,,au::45571:1,"Waals, J. van der",authors,,"dlod={""suggest"":[""/agents/corporate_entities/4876097"",""au::45571"",""au::45571:1"",""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""J. van der Waals""],""name"":""J. van der Waals"",""ark"":""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""uri"":""/agents/corporate_entities/4876097"",""id"":""au::45571:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1914-12-31,,,,,,,,,,,,,,,,,,,,
0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1914,permission required,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:131_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0e868a89-1da8-534a-bcbd-be9849ce6df6,Doos A.XII,,files (document groupings),record identifiers,MMB.A.1666,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_Archives,1,,,MMB.A.I.A.4.c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,,e22_Dimensions,,,,,,133 x 123 mm,133,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,,e22_Dimensions,,,,,,133 x 123 mm,123,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/LWYLXIWhImUhYUPNOm7uFL81,https://dams.antwerpen.be/iiif/LWYLXIWhImUhYUPNOm7uFL81/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_ProductionActors,2,,,,,,,,,au::115315:1,"Helbing, Hugo",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220415"",""au::115315"",""au::115315:1"",""ark:/83110/x0/b0dbb22d-55ae-5a39-a833-3ade396d20b3"",""Hugo Helbing""],""name"":""Hugo Helbing"",""ark"":""ark:/83110/x0/b0dbb22d-55ae-5a39-a833-3ade396d20b3"",""uri"":""/agents/people/12220415"",""id"":""au::115315:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1897-06-19,,,,,,,,,,,,,,,,,,,,
0e868a89-1da8-534a-bcbd-be9849ce6df6,tg:mmbdc:131_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1897,permission required,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:160_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0f9cccc8-1993-557c-b3cf-3ef70636c964,"groot depot, kast 14",,files (document groupings),record identifiers,MMB.A.2499,remarks,Nederlands,Overgeschreven door Henriëtte Mayer van den Bergh
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_Archives,1,,,MMB.A.I.A.4.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,,e22_Dimensions,,,,,,133 x 87 mm,133,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,,e22_Dimensions,,,,,,133 x 87 mm,87,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/E2cxDWFTYUQoGEbV4OYBhnTM,https://dams.antwerpen.be/iiif/E2cxDWFTYUQoGEbV4OYBhnTM/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_ProductionActors,1,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
0f9cccc8-1993-557c-b3cf-3ef70636c964,tg:mmbdc:160_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,,permission required,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:147_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1225d2c6-ae14-534c-b23f-9bb9d81bf370,Doos A.XVIII,,files (document groupings),record identifiers,MMB.A.2486,remarks,Nederlands,MMB.0024
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_Archives,1,,,MMB.A.I.B.4.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,,e22_Dimensions,,,,,,214 x 343 mm,214,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,,e22_Dimensions,,,,,,214 x 343 mm,343,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/s2jeMUWKmyFlNWHUbWvK8Xuk,https://dams.antwerpen.be/iiif/s2jeMUWKmyFlNWHUbWvK8Xuk/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_ProductionActors,1,,,,,,,,,au::5179:1,"Delbeke, August",authors,,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,,,,,,,
1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:149_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,Doos A.XVIII,,files (document groupings),record identifiers,MMB.A.2488,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_Archives,1,,,MMB.A.I.B.4.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,,e22_Dimensions,,,,,,214 x 343 mm,214,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,,e22_Dimensions,,,,,,214 x 343 mm,343,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/OrhGsOWTLHLCbXrLqJCbyLJ9,https://dams.antwerpen.be/iiif/OrhGsOWTLHLCbXrLqJCbyLJ9/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_ProductionActors,1,,,,,,,,,au::5179:1,"Delbeke, August",authors,,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,,,,,,,
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:102_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/16ea225c-79b9-5577-b04b-7c7734dcef32,Doos A.XI,,files (document groupings),record identifiers,MMB.A.1524,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,,e22_Dimensions,,,,,,278 x 218 mm,278,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,,e22_Dimensions,,,,,,278 x 218 mm,218,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_Images,1,,,,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/U2SjcF8dZiYQDpQsWZd7S6y5,https://dams.antwerpen.be/iiif/U2SjcF8dZiYQDpQsWZd7S6y5/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_ProductionActors,1,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_ProductionActors,2,,,,,,,,,au::115284:1,"Verelst, Willem",signers,,"dlod={""suggest"":[""/agents/people/12220104"",""au::115284"",""au::115284:1"",""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""Willem Verelst""],""name"":""Willem Verelst"",""ark"":""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""uri"":""/agents/people/12220104"",""id"":""au::115284:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1917-07-23,1917-02-24,,,,,,,,,,,,,,,,,,,
16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,e22_UsageRestrictions,,,,,,,,,,,,,,,,,begindatum,1917,permission required,,,,,,,,,,,,,,,,
16fdf550-a558-5c59-b552-9e20923211a7,,AA,0,,,,,,,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:98_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/16fdf550-a558-5c59-b552-9e20923211a7,Doos A.XI,,files (document groupings),record identifiers,MMB.A.1520,,,
16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
