ResourceID,mmb_id_mat,card,order,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget
a83726a1-58bf-5d52-88b3-b5e78eef6895,tg:mmbbr:1640_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
a83726a1-58bf-5d52-88b3-b5e78eef6895,tg:mmbbr:1640_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
a83726a1-58bf-5d52-88b3-b5e78eef6895,tg:mmbbr:1640_#1,e22_ProductionActors,3,au::115310:1,"Rothschild, Gustave de",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220410"",""au::115310"",""au::115310:1"",""ark:/83110/x0/70f3c6da-f5d2-50d6-a66f-ef83238a2a2c"",""Gustave de Rothschild""],""name"":""Gustave de Rothschild"",""ark"":""ark:/83110/x0/70f3c6da-f5d2-50d6-a66f-ef83238a2a2c"",""uri"":""/agents/people/12220410"",""id"":""au::115310:1"",""isCapacity"":false}"
92390240-7df4-58f8-bafa-48e3f9386a5f,tg:mmbbr:1641_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
92390240-7df4-58f8-bafa-48e3f9386a5f,tg:mmbbr:1641_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
c62a18b1-ed1d-5259-855d-467af4a25e06,tg:mmbbr:1642_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
c62a18b1-ed1d-5259-855d-467af4a25e06,tg:mmbbr:1642_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
c62a18b1-ed1d-5259-855d-467af4a25e06,tg:mmbbr:1642_#1,e22_ProductionActors,3,au::115311:1,"Errera, Isabelle",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220411"",""au::115311"",""au::115311:1"",""ark:/83110/x0/17bf189e-e8b7-5a46-8e85-6f8f00ae5283"",""Isabelle Errera""],""name"":""Isabelle Errera"",""ark"":""ark:/83110/x0/17bf189e-e8b7-5a46-8e85-6f8f00ae5283"",""uri"":""/agents/people/12220411"",""id"":""au::115311:1"",""isCapacity"":false}"
914b0932-c2dd-541c-ae11-f33af13d5bb8,tg:mmbbr:1643_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
914b0932-c2dd-541c-ae11-f33af13d5bb8,tg:mmbbr:1643_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
8da6f9c9-7af6-566d-aa5d-c3354a78528d,tg:mmbbr:1644_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
8da6f9c9-7af6-566d-aa5d-c3354a78528d,tg:mmbbr:1644_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
d4259130-52a7-53d6-8742-9ed455db0170,tg:mmbbr:1645_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
d4259130-52a7-53d6-8742-9ed455db0170,tg:mmbbr:1645_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
d4259130-52a7-53d6-8742-9ed455db0170,tg:mmbbr:1645_#1,e22_ProductionActors,3,au::115309:1,"Baron, Stanislas",subjects (content of works),,"dlod={""suggest"":[""/agents/people/12220409"",""au::115309"",""au::115309:1"",""ark:/83110/x0/a8cc5737-ab5a-58b9-b7df-6fed96f34a70"",""Stanislas Baron""],""name"":""Stanislas Baron"",""ark"":""ark:/83110/x0/a8cc5737-ab5a-58b9-b7df-6fed96f34a70"",""uri"":""/agents/people/12220409"",""id"":""au::115309:1"",""isCapacity"":false}"
28698971-dff1-5b81-a8dc-d07432a0cb4c,tg:mmbbr:1646_#1,e22_ProductionActors,1,au::12085:1,"Mayer van den Bergh, Fritz",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
28698971-dff1-5b81-a8dc-d07432a0cb4c,tg:mmbbr:1646_#1,e22_ProductionActors,2,au::37342:1,"Destrée, Joseph",recipients (people),,"dlod={""suggest"":[""/agents/people/3995594"",""au::37342"",""au::37342:1"",""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""Joseph Destrée""],""name"":""Joseph Destrée"",""ark"":""ark:/83110/x0/1a81d736-62aa-532f-96a3-c9f54b84749e"",""uri"":""/agents/people/3995594"",""id"":""au::37342:1"",""isCapacity"":false}"
45083a79-fd12-500a-8368-1a201235a0bf,tg:mmbbr:2537_#1,e22_ProductionActors,1,au::11460:1,"Leys, Henri ",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1226220"",""au::11460"",""au::11460:1"",""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""Henri Leys""],""name"":""Henri Leys"",""ark"":""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""uri"":""/agents/people/1226220"",""id"":""au::11460:1"",""isCapacity"":false}"
45083a79-fd12-500a-8368-1a201235a0bf,tg:mmbbr:2537_#1,e22_ProductionActors,2,au::14483:1,"Pecher, Jules",recipients (people),,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""isCapacity"":false}"
43bd35c3-4138-599b-abaf-de0e03418bdc,tg:mmbbr:2538_#1,e22_ProductionActors,1,au::115775:1,"Dantan, Antoine Laurent",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/12220682"",""au::115775"",""au::115775:1"",""ark:/83110/x0/835a72ca-a026-5d73-ba69-479d96845284"",""Antoine Laurent Dantan""],""name"":""Antoine Laurent Dantan"",""ark"":""ark:/83110/x0/835a72ca-a026-5d73-ba69-479d96845284"",""uri"":""/agents/people/12220682"",""id"":""au::115775:1"",""isCapacity"":false}"
43bd35c3-4138-599b-abaf-de0e03418bdc,tg:mmbbr:2538_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
b0e8ba61-903b-53f5-9528-30b4e331482e,tg:mmbbr:2539_#1,e22_ProductionActors,1,au::14483:1,"Pecher, Jules",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""isCapacity"":false}"
b0e8ba61-903b-53f5-9528-30b4e331482e,tg:mmbbr:2539_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
b0e8ba61-903b-53f5-9528-30b4e331482e,tg:mmbbr:2539_#1,e22_ProductionActors,3,au::11460:1,"Leys, Henri",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1226220"",""au::11460"",""au::11460:1"",""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""Henri Leys""],""name"":""Henri Leys"",""ark"":""ark:/83110/x0/e61a2d55-db99-560f-8b2b-031683e998ff"",""uri"":""/agents/people/1226220"",""id"":""au::11460:1"",""isCapacity"":false}"
0eac17e0-d434-5322-a17b-d908f80a2548,tg:mmbbr:2540_#1,e22_ProductionActors,1,au::15905:1,"Rogier, Charles",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1701835"",""au::15905"",""au::15905:1"",""ark:/83110/x0/31c6b5c0-8584-5074-8da0-e3bf85450fbc"",""Charles Rogier""],""name"":""Charles Rogier"",""ark"":""ark:/83110/x0/31c6b5c0-8584-5074-8da0-e3bf85450fbc"",""uri"":""/agents/people/1701835"",""id"":""au::15905:1"",""isCapacity"":false}"
0eac17e0-d434-5322-a17b-d908f80a2548,tg:mmbbr:2540_#1,e22_ProductionActors,2,au::14483:1,"Pecher, Jules",recipients (people),,"dlod={""suggest"":[""/agents/people/1549681"",""au::14483"",""au::14483:1"",""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""Jules Pecher""],""name"":""Jules Pecher"",""ark"":""ark:/83110/x0/1fe9425c-a89a-5419-8373-959fabfe3348"",""uri"":""/agents/people/1549681"",""id"":""au::14483:1"",""isCapacity"":false}"
f5eab361-413f-5bb2-9abc-cb8619f79276,tg:mmbbr:2541_#1,e22_ProductionActors,1,au::11383:1,"Van Lerius, Jozef",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1217981"",""au::11383"",""au::11383:1"",""ark:/83110/x0/581ca917-1323-574d-9d5a-87bc2bba2168"",""Jozef van Lerius""],""name"":""Jozef van Lerius"",""ark"":""ark:/83110/x0/581ca917-1323-574d-9d5a-87bc2bba2168"",""uri"":""/agents/people/1217981"",""id"":""au::11383:1"",""isCapacity"":false}"
f5eab361-413f-5bb2-9abc-cb8619f79276,tg:mmbbr:2541_#1,e22_ProductionActors,2,au::115208:1,"Mayer, Emil",recipients (people),,"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""isCapacity"":false}"
f5eab361-413f-5bb2-9abc-cb8619f79276,tg:mmbbr:2541_#1,e22_ProductionActors,3,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
5e39a9a8-03dc-56b1-8362-c974ca01654a,tg:mmbbr:2542_#1,e22_ProductionActors,1,au::10257:1,"Keyser, Nicaise de",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/1097499"",""au::10257"",""au::10257:1"",""ark:/83110/x0/7db867a5-21f7-5b1b-8938-1f2c9cd071d0"",""Nicaise de Keyser""],""name"":""Nicaise de Keyser"",""ark"":""ark:/83110/x0/7db867a5-21f7-5b1b-8938-1f2c9cd071d0"",""uri"":""/agents/people/1097499"",""id"":""au::10257:1"",""isCapacity"":false}"
5e39a9a8-03dc-56b1-8362-c974ca01654a,tg:mmbbr:2542_#1,e22_ProductionActors,2,au::115208:1,"Mayer, Emil",recipients (people),,"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""isCapacity"":false}"
af38c568-bccc-53c1-b17f-e36de2940d9f,tg:mmbbr:2543_#1,e22_ProductionActors,1,au::19638:1,"Verlat, Karel",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/2101266"",""au::19638"",""au::19638:1"",""ark:/83110/x0/d47fa51f-36a5-52d0-a148-d71c6ad4482a"",""Karel Verlat""],""name"":""Karel Verlat"",""ark"":""ark:/83110/x0/d47fa51f-36a5-52d0-a148-d71c6ad4482a"",""uri"":""/agents/people/2101266"",""id"":""au::19638:1"",""isCapacity"":false}"
af38c568-bccc-53c1-b17f-e36de2940d9f,tg:mmbbr:2543_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
b922a63d-f6cb-5500-8527-36c16c414a19,tg:mmbbr:2544_#1,e22_ProductionActors,1,au::2711:1,"Braekeleer, Jaak de",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/290077"",""au::2711"",""au::2711:1"",""ark:/83110/x0/426ef8ea-ea35-579f-8daa-99aa29481672"",""Jaak de Braekeleer""],""name"":""Jaak de Braekeleer"",""ark"":""ark:/83110/x0/426ef8ea-ea35-579f-8daa-99aa29481672"",""uri"":""/agents/people/290077"",""id"":""au::2711:1"",""isCapacity"":false}"
b922a63d-f6cb-5500-8527-36c16c414a19,tg:mmbbr:2544_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
f074578c-a7c3-54c5-9e92-6532875aaa5a,tg:mmbbr:2545_#1,e22_ProductionActors,1,,"Garnier, Chanoine",correspondents (correspondence writers),"Garnier, Chanoine (briefschrijver)",
f074578c-a7c3-54c5-9e92-6532875aaa5a,tg:mmbbr:2545_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
b96d7858-4aea-50e5-a9ed-1cdb374d457d,tg:mmbbr:2546_#1,e22_ProductionActors,1,au::22376:1,"Andries, Joseph Olivier ",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/2394232"",""au::22376"",""au::22376:1"",""ark:/83110/x0/dfcec930-7e5d-5fab-8d48-42b3b3b871ab"",""Joseph Olivier Andries""],""name"":""Joseph Olivier Andries"",""ark"":""ark:/83110/x0/dfcec930-7e5d-5fab-8d48-42b3b3b871ab"",""uri"":""/agents/people/2394232"",""id"":""au::22376:1"",""isCapacity"":false}"
b96d7858-4aea-50e5-a9ed-1cdb374d457d,tg:mmbbr:2546_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),,"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""isCapacity"":false}"
