ResourceID,mmb_id,card,source_field,source_date,Copyright Type,Copyright Revision Date
1159ed28-44e0-546b-9e8d-db9d42823551,tg:mmbbr:1571,e73_Copyrights,begindatum,1907,No Known Copyright,2022
1e96a0c0-803b-5770-a4d4-e695d1816068,tg:mmbbr:1572,e73_Copyrights,begindatum,1907,No Known Copyright,2022
f1e11d09-af0f-55b6-8e91-e34f192d5b3e,tg:mmbbr:1574,e73_Copyrights,begindatum,1911,In Copyright,2026
075ddc49-40da-5149-ae64-2f29d2bd7da0,tg:mmbbr:1298,e73_Copyrights,begindatum,1916,In Copyright,2031
dec16ab8-e817-51ef-8def-e0d37db8061c,tg:mmbbr:1299,e73_Copyrights,begindatum,1905,No Known Copyright,2020
acdfb538-8fdf-5a0a-a0b7-7b2cba15e105,tg:mmbbr:1300,e73_Copyrights,begindatum,uuuu,Copyright Undetermined,
f2a2bd6d-c8d9-56f1-ae67-fc32d994cf78,tg:mmbbr:1302,e73_Copyrights,begindatum,1906,No Known Copyright,2021
a9de1662-c83e-5b0c-907e-4faeb6345855,tg:mmbbr:1303,e73_Copyrights,begindatum,1906,No Known Copyright,2021
121425c2-ff79-537b-9978-e9a3c051f1bf,tg:mmbbr:1305,e73_Copyrights,begindatum,1906,No Known Copyright,2021
39a2e9b3-e2b4-5b9b-87a4-dc5b5a97705d,tg:mmbbr:1307,e73_Copyrights,begindatum,1905,No Known Copyright,2020
7ce2b95b-7a11-56c7-848e-74b04ce47a98,tg:mmbbr:1309,e73_Copyrights,begindatum,1905,No Known Copyright,2020
f1f0531b-7203-5d73-b84c-ed8b4f0159c4,tg:mmbbr:1310,e73_Copyrights,begindatum,1906,No Known Copyright,2021
d9cf7f48-8245-57d5-863f-fe58e1e932d8,tg:mmbbr:1311,e73_Copyrights,begindatum,1906,No Known Copyright,2021
ea8d2bd4-55ad-591a-a421-fa6fca8bb4ab,tg:mmbbr:1312,e73_Copyrights,begindatum,1906,No Known Copyright,2021
dd175a71-eec0-5da1-b768-58577b1607ef,tg:mmbbr:1313,e73_Copyrights,begindatum,1906,No Known Copyright,2021
647985ab-2b07-55dc-93af-1acfb013edb4,tg:mmbbr:1314,e73_Copyrights,begindatum,1906,No Known Copyright,2021
a60bb7db-f45b-53eb-beb2-229d7ff77387,tg:mmbbr:1315,e73_Copyrights,begindatum,1904,No Known Copyright,2019
28a8e143-293c-5264-a153-ed30fbd7871d,tg:mmbbr:1316,e73_Copyrights,begindatum,1906,No Known Copyright,2021
b92649c1-7a1c-53c7-9171-045352e3fb05,tg:mmbbr:1317,e73_Copyrights,begindatum,1905,No Known Copyright,2020
1cdb973d-1764-5c2a-bc7a-7715bbcaa339,tg:mmbbr:1323,e73_Copyrights,begindatum,1905,No Known Copyright,2020
89c295dc-cb12-55f4-9dce-19bf9e4159e9,tg:mmbbr:1324,e73_Copyrights,begindatum,1906,No Known Copyright,2021
7dd036cc-98c4-5043-9863-704f65844c4b,tg:mmbbr:1325,e73_Copyrights,begindatum,1906,No Known Copyright,2021
b5d7dc0b-53a0-5193-b1c0-74b14840b9e4,tg:mmbbr:1326,e73_Copyrights,begindatum,1906,No Known Copyright,2021
6e68b574-4410-5062-80ed-538442f73529,tg:mmbbr:1327,e73_Copyrights,begindatum,1906,No Known Copyright,2021
4e218205-00c7-507e-975e-ca3893223286,tg:mmbbr:1328,e73_Copyrights,begindatum,1906,No Known Copyright,2021
bf67e9d1-ab1b-5f9a-980a-c841f6365fdf,tg:mmbbr:1329,e73_Copyrights,begindatum,1906,No Known Copyright,2021
bcc24e9a-65d6-509a-afa3-959c15d3d91b,tg:mmbbr:1330,e73_Copyrights,begindatum,1906,No Known Copyright,2021
08a5db7b-4608-537f-a2af-92940158cc88,tg:mmbbr:1331,e73_Copyrights,begindatum,1906,No Known Copyright,2021
e191f7ae-e1c7-5f40-a240-ff87a2552deb,tg:mmbbr:1332,e73_Copyrights,begindatum,1905,No Known Copyright,2020
a53422e5-f057-5b55-a74e-5126040c707b,tg:mmbbr:1333,e73_Copyrights,begindatum,1905,No Known Copyright,2020
fb7d4981-1044-54b9-bfa6-16f1152c340c,tg:mmbbr:1334,e73_Copyrights,begindatum,1906,No Known Copyright,2021
0d0f47e4-90df-53b9-b79e-8596320c7d7f,tg:mmbbr:1335,e73_Copyrights,begindatum,1906,No Known Copyright,2021
6692f882-e4f5-53f5-b909-340c5a54639e,tg:mmbbr:1336,e73_Copyrights,begindatum,1906,No Known Copyright,2021
f1534e3e-a46a-559f-a811-2201470680b7,tg:mmbbr:1337,e73_Copyrights,begindatum,1905,No Known Copyright,2020
cceaeb57-fe73-52ad-8564-cf1e2d042d61,tg:mmbbr:1339,e73_Copyrights,begindatum,1928,In Copyright,2043
2359d527-c390-5e83-93f2-ff3372529ecb,tg:mmbbr:1340,e73_Copyrights,begindatum,1906,No Known Copyright,2021
6b8d9430-4728-59ad-ad5a-ededf490c7ab,tg:mmbbr:1488,e73_Copyrights,begindatum,1906,No Known Copyright,2021
8c147a36-6c26-5c50-bf49-28b59fecdc32,tg:mmbbr:1301,e73_Copyrights,begindatum,1904,No Known Copyright,2019
a8315656-a3c8-5898-9664-34940557f73c,tg:mmbbr:1341,e73_Copyrights,begindatum,1905,No Known Copyright,2020
27d89580-d763-5747-b4ef-ea57e1f9bae7,tg:mmbbr:1344,e73_Copyrights,begindatum,1901,No Known Copyright,2016
26bdb372-13f5-5045-b8bb-8a4bf170a808,tg:mmbbr:1345,e73_Copyrights,begindatum,1902,No Known Copyright,2017
fe6e893c-4481-5fc3-8ca2-8c327b8fa877,tg:mmbbr:1346,e73_Copyrights,begindatum,1902,No Known Copyright,2017
caedc02d-98af-5df0-b115-05fa4af8b542,tg:mmbbr:1348,e73_Copyrights,begindatum,1901,No Known Copyright,2016
873c5dce-b0fa-55cd-827a-6d0be805ff78,tg:mmbbr:1349,e73_Copyrights,begindatum,1905,No Known Copyright,2020
a0d3e6a7-e4da-54cc-a21b-bca9b42368ed,tg:mmbbr:1350,e73_Copyrights,begindatum,1905,No Known Copyright,2020
1d24745c-a513-5871-9f42-da22bde4a729,tg:mmbbr:1351,e73_Copyrights,begindatum,1908,In Copyright,2023
3fdbcbd1-7c07-5ab1-898f-a801b725f332,tg:mmbbr:1353,e73_Copyrights,begindatum,1905,No Known Copyright,2020
d46ce080-e8fd-5a02-813b-8b50ffc5fdf7,tg:mmbbr:1354,e73_Copyrights,begindatum,1905,No Known Copyright,2020
6c505d19-a5cb-527f-b2b9-0856d6bf885c,tg:mmbbr:1355,e73_Copyrights,begindatum,1905,No Known Copyright,2020
b7db6ee2-c932-54f6-8d17-1a5f0072af65,tg:mmbbr:1356,e73_Copyrights,begindatum,1906,No Known Copyright,2021
aa01bfb9-9eab-5bd0-bde4-5b896f37fbbd,tg:mmbbr:1357,e73_Copyrights,begindatum,1906,No Known Copyright,2021
24b926b6-67a0-55d0-b4ac-bfa49ed458e6,tg:mmbbr:1358,e73_Copyrights,begindatum,1906,No Known Copyright,2021
bd7f9a41-fa8d-5050-ad0e-83150ebdfdd9,tg:mmbbr:1359,e73_Copyrights,begindatum,1906,No Known Copyright,2021
4ff65a23-5ef8-533c-81a2-b80c4b56414b,tg:mmbbr:1361,e73_Copyrights,begindatum,1906,No Known Copyright,2021
5a863b36-2117-537a-8424-e6f1d37442aa,tg:mmbbr:1364,e73_Copyrights,begindatum,1906,No Known Copyright,2021
1f7334bb-c907-5cb8-b659-9cd2397fd3f9,tg:mmbbr:1365,e73_Copyrights,begindatum,1916,In Copyright,2031
57f3b131-c76a-5fab-b1af-3a4147f021da,tg:mmbbr:1366,e73_Copyrights,begindatum,1916,In Copyright,2031
6d57a2c2-c58b-5b5c-863a-603e19dce4f6,tg:mmbbr:1370,e73_Copyrights,begindatum,1906,No Known Copyright,2021
53433e1e-75ec-51d0-8fea-47d18fd8e247,tg:mmbbr:1371,e73_Copyrights,begindatum,1906,No Known Copyright,2021
74d257dd-b3e7-5fbc-8bac-f681eef78a6d,tg:mmbbr:1372,e73_Copyrights,begindatum,1906,No Known Copyright,2021
d6fd9065-8ea9-5ccd-9bb7-a1a9536c6fe9,tg:mmbbr:1373,e73_Copyrights,begindatum,1906,No Known Copyright,2021
e8eecd09-da95-5cd2-aa3d-c2c21c167127,tg:mmbbr:1374,e73_Copyrights,begindatum,1905,No Known Copyright,2020
3cde1d79-2ebe-5ffe-bb6f-5f6529a5095b,tg:mmbbr:1375,e73_Copyrights,begindatum,1904,No Known Copyright,2019
bcad9f22-a7c0-599f-97eb-4f29f50c3c42,tg:mmbbr:1376,e73_Copyrights,begindatum,1904,No Known Copyright,2019
8cac3320-5d86-57a4-a532-7b93c72b3033,tg:mmbbr:1377,e73_Copyrights,begindatum,1904,No Known Copyright,2019
d617b011-4f5f-512b-9006-a1520d788337,tg:mmbbr:1378,e73_Copyrights,begindatum,1905,No Known Copyright,2020
dc142e50-a144-56fb-8d96-581ed8f589d9,tg:mmbbr:1379,e73_Copyrights,begindatum,1906,No Known Copyright,2021
3f899a63-a092-5f32-bae5-efd7020a3622,tg:mmbbr:1380,e73_Copyrights,begindatum,1905,No Known Copyright,2020
9ee49d8e-bb88-52d1-a7d8-4c99b765beec,tg:mmbbr:1381,e73_Copyrights,begindatum,1905,No Known Copyright,2020
22824d20-5962-5c2b-ae50-ef14bad150ba,tg:mmbbr:1382,e73_Copyrights,begindatum,1905,No Known Copyright,2020
a2fe4c80-9a32-56f1-af53-494b85c2dcae,tg:mmbbr:1383,e73_Copyrights,begindatum,1905,No Known Copyright,2020
cda513a5-3da2-51f6-871d-423511427760,tg:mmbbr:1384,e73_Copyrights,begindatum,1905,No Known Copyright,2020
c2097f8f-d92f-5262-8638-537988fb00f3,tg:mmbbr:1385,e73_Copyrights,begindatum,1906,No Known Copyright,2021
2c4ce68d-8943-5b00-8d06-6fd299cd7e8e,tg:mmbbr:1386,e73_Copyrights,begindatum,1906,No Known Copyright,2021
dcefef9a-3f76-549d-bf19-f532b201245e,tg:mmbbr:1387,e73_Copyrights,begindatum,1906,No Known Copyright,2021
a464f88d-e3db-5c0b-be98-cbeec15c6c09,tg:mmbbr:1388,e73_Copyrights,begindatum,1906,No Known Copyright,2021
731e7b57-0eed-5948-a541-e3bce6d9a48b,tg:mmbbr:1389,e73_Copyrights,begindatum,1906,No Known Copyright,2021
6ce33e75-4eff-533a-b760-57f91150c8fe,tg:mmbbr:1390,e73_Copyrights,begindatum,1906,No Known Copyright,2021
be486400-b768-57a8-ba1e-4fdd31c80093,tg:mmbbr:1391,e73_Copyrights,begindatum,1905,No Known Copyright,2020
7e443f51-14f4-52bf-b824-cff2c2dadc7d,tg:mmbbr:1392,e73_Copyrights,begindatum,1905,No Known Copyright,2020
6b68f61c-482c-5cc0-ad13-578817961e7a,tg:mmbbr:1393,e73_Copyrights,begindatum,1905,No Known Copyright,2020
238b4fdc-f14a-542f-8ac5-c4f6b904d21f,tg:mmbbr:1394,e73_Copyrights,begindatum,1906,No Known Copyright,2021
866a035b-bc57-52fd-be9c-c1eb636a1234,tg:mmbbr:1395,e73_Copyrights,begindatum,1905,No Known Copyright,2020
6f2bbe64-b66b-5df7-b938-9e666fdcfda4,tg:mmbbr:1396,e73_Copyrights,begindatum,1905,No Known Copyright,2020
a885329c-9c3a-57fd-bc94-9902015af3b1,tg:mmbbr:1397,e73_Copyrights,begindatum,1905,No Known Copyright,2020
67ac27a0-a4b9-5755-b824-bccf4baa6cfd,tg:mmbbr:1398,e73_Copyrights,begindatum,1905,No Known Copyright,2020
156d341e-1c42-54fa-912d-f1782bf6e48a,tg:mmbbr:1399,e73_Copyrights,begindatum,1905,No Known Copyright,2020
6ebb4da3-b4c8-539f-b216-cba8967c054d,tg:mmbbr:1400,e73_Copyrights,begindatum,1906,No Known Copyright,2021
e15afc13-1073-5fc7-a4e1-561b0b306d3f,tg:mmbbr:1401,e73_Copyrights,begindatum,1906,No Known Copyright,2021
bbf7e7a1-41a0-5ae5-8815-262a39237359,tg:mmbbr:1403,e73_Copyrights,begindatum,1908,In Copyright,2023
0a7e96b0-17c4-5afa-b889-fc29ba08134a,tg:mmbbr:1405,e73_Copyrights,begindatum,1925,In Copyright,2040
d5d6d04a-3c6f-5cf5-b20c-4e9089a6b95e,tg:mmbbr:1407,e73_Copyrights,begindatum,1906,No Known Copyright,2021
2eb11e87-e808-5071-8b02-f33017879bb2,tg:mmbbr:1408,e73_Copyrights,begindatum,1904,No Known Copyright,2019
af743e9b-4297-5f1f-a785-a6927929ed2d,tg:mmbbr:1409,e73_Copyrights,begindatum,1905,No Known Copyright,2020
78749910-6144-52af-b6ee-e47766b6724b,tg:mmbbr:1410,e73_Copyrights,begindatum,1905,No Known Copyright,2020
63b7df8e-29b4-5fc4-b778-b3f8768e9236,tg:mmbbr:1411,e73_Copyrights,begindatum,1905,No Known Copyright,2020
e65a32f4-a515-5c73-a47f-5f1a63a9802d,tg:mmbbr:1413,e73_Copyrights,begindatum,1906,No Known Copyright,2021
dec1f43b-b117-5493-87d6-09e62dbd8386,tg:mmbbr:1414,e73_Copyrights,begindatum,1905,No Known Copyright,2020
8ea94f41-6fc9-5971-9230-0fa6e5562dee,tg:mmbbr:1415,e73_Copyrights,begindatum,1906,No Known Copyright,2021
889a91ce-2835-5283-ac4c-ca2d2047589c,tg:mmbbr:1416,e73_Copyrights,begindatum,1906,No Known Copyright,2021
b57bcb9d-1ba9-5b74-8948-66bc7b24de6b,tg:mmbbr:1417,e73_Copyrights,begindatum,1906,No Known Copyright,2021
edac7b9a-2cf4-509e-b7c9-9b75cecd8408,tg:mmbbr:1418,e73_Copyrights,begindatum,1906,No Known Copyright,2021
d85e35ee-b302-5cf2-914b-b89646e47e4d,tg:mmbbr:1419,e73_Copyrights,begindatum,1905,No Known Copyright,2020
ccb358d9-3fae-53ea-8cbe-da4c914b0bc4,tg:mmbbr:1420,e73_Copyrights,begindatum,1906,No Known Copyright,2021
ab1f15a0-c10c-5cfa-b1e6-df9a2aa1f43d,tg:mmbbr:1421,e73_Copyrights,begindatum,1906,No Known Copyright,2021
e0aeed50-fd4a-5fcb-a084-8107ba29c46f,tg:mmbbr:1422,e73_Copyrights,begindatum,1908,In Copyright,2023
e8370f01-b169-5d68-ac47-988867ecf793,tg:mmbbr:1442,e73_Copyrights,begindatum,1904,No Known Copyright,2019
00216f28-d524-5d3f-a4db-6164351c9333,tg:mmbbr:1445,e73_Copyrights,begindatum,1905,No Known Copyright,2020
39845ac7-66bb-5fe1-9171-3c85745eec29,tg:mmbbr:1446,e73_Copyrights,begindatum,1905,No Known Copyright,2020
a3464732-3d12-5ad0-804e-016013f23651,tg:mmbbr:1447,e73_Copyrights,begindatum,1906,No Known Copyright,2021
4e1e3d5e-872f-5a0b-8803-0afef89fbe90,tg:mmbbr:1449,e73_Copyrights,begindatum,1906,No Known Copyright,2021
91a98934-4e2f-5130-a28f-14d1ba83918a,tg:mmbbr:1450,e73_Copyrights,begindatum,1905,No Known Copyright,2020
bc867138-6525-5ef0-a1f0-bfbe40312943,tg:mmbbr:1452,e73_Copyrights,begindatum,1901,No Known Copyright,2016
27e6b10d-b292-5f00-b298-1ed676bcd9e3,tg:mmbbr:1453,e73_Copyrights,begindatum,1907,No Known Copyright,2022
2aef6620-da02-5712-b1db-322575b20b81,tg:mmbbr:1466,e73_Copyrights,begindatum,1906,No Known Copyright,2021
76bc601c-09b3-5082-a179-0dd652a735c7,tg:mmbbr:1471,e73_Copyrights,begindatum,1907,No Known Copyright,2022
cdc7b96b-0ffe-52aa-b247-5136f58ebf1e,tg:mmbbr:1477,e73_Copyrights,begindatum,1918,In Copyright,2033
c33c1fe3-9fc8-54c9-b342-c2965b64e6cb,tg:mmbbr:1487,e73_Copyrights,begindatum,1905,No Known Copyright,2020
30fc4cd6-b7a5-5c38-ae84-b445be7080b1,tg:mmbbr:1489,e73_Copyrights,begindatum,1908,In Copyright,2023
091fbdf1-e3dd-54b4-a07b-32e904098b3c,tg:mmbbr:1491,e73_Copyrights,begindatum,1917,In Copyright,2032
d82f13c2-3433-5ae8-8aa0-b3a311e09e1a,tg:mmbbr:1492,e73_Copyrights,begindatum,1917,In Copyright,2032
3532b018-901b-5585-bdb2-f264391e17e7,tg:mmbbr:1493,e73_Copyrights,begindatum,1908,In Copyright,2023
5026cfe6-2087-5901-bbcc-51c8948bd6f0,tg:mmbbr:1494,e73_Copyrights,begindatum,1905,No Known Copyright,2020
ae44095b-9cf5-5b9c-bd10-63b8611fa5a8,tg:mmbbr:1495,e73_Copyrights,begindatum,1917,In Copyright,2032
7994412a-412f-59e1-b09c-e69535801af0,tg:mmbbr:1497,e73_Copyrights,begindatum,1918,In Copyright,2033
1bbce537-ea68-5c9f-80a1-c61461fa70fb,tg:mmbbr:1499,e73_Copyrights,begindatum,1905,No Known Copyright,2020
cd80dcd1-da55-5239-822b-02c8689356d7,tg:mmbbr:1500,e73_Copyrights,begindatum,1905,No Known Copyright,2020
b9e1a5d0-5b5d-5068-9c34-2254724854a9,tg:mmbbr:1501,e73_Copyrights,begindatum,1906,No Known Copyright,2021
4001d8f0-5382-5f28-9700-3f7db795f7f1,tg:mmbbr:1502,e73_Copyrights,begindatum,1906,No Known Copyright,2021
62f5f251-21e9-50bb-8489-35f2e4e53331,tg:mmbbr:1503,e73_Copyrights,begindatum,1906,No Known Copyright,2021
a200cfea-c06f-5957-9de5-3549fa8f31a2,tg:mmbbr:1504,e73_Copyrights,begindatum,1906,No Known Copyright,2021
57127102-4619-54a2-bf1f-69f2f4940133,tg:mmbbr:1505,e73_Copyrights,begindatum,1906,No Known Copyright,2021
8442432a-5504-5a81-a632-3fd678c5c179,tg:mmbbr:1506,e73_Copyrights,begindatum,1906,No Known Copyright,2021
f0b4a05c-d92a-5126-b1d8-286bb51b80b8,tg:mmbbr:1507,e73_Copyrights,begindatum,1907,No Known Copyright,2022
b4f639b4-233c-5127-a8c8-4a7bdf727761,tg:mmbbr:1508,e73_Copyrights,begindatum,1907,No Known Copyright,2022
69cc7c18-5c86-5560-ac94-719e1dd44780,tg:mmbbr:1509,e73_Copyrights,begindatum,1907,No Known Copyright,2022
03808884-afee-5054-a2a3-1b059849bf2f,tg:mmbbr:1510,e73_Copyrights,begindatum,1907,No Known Copyright,2022
c7c6b4ed-6182-5ddb-947b-fe06453008f2,tg:mmbbr:1511,e73_Copyrights,begindatum,1907,No Known Copyright,2022
b1b8441f-8492-506e-bbe6-7162e02e4d69,tg:mmbbr:1512,e73_Copyrights,begindatum,1907,No Known Copyright,2022
b536b463-f914-575d-89f1-4cbc6ec45c5b,tg:mmbbr:1513,e73_Copyrights,begindatum,1914,In Copyright,2029
19631c6e-0229-5c58-9e05-580e7e2e49a5,tg:mmbbr:1514,e73_Copyrights,begindatum,1917,In Copyright,2032
e6718f2b-4096-528d-9261-c6ffc999ebee,tg:mmbbr:1518,e73_Copyrights,begindatum,1918,In Copyright,2033
09c6c931-c270-530a-9291-5e49ad8425d9,tg:mmbbr:1526,e73_Copyrights,begindatum,1918,In Copyright,2033
c7088a16-ab16-5c15-8da4-30ab86188dbb,tg:mmbbr:1527,e73_Copyrights,begindatum,1918,In Copyright,2033
b7e69c62-ceb4-5cb4-8ea4-e0c03fca57a3,tg:mmbbr:1528,e73_Copyrights,begindatum,1918,In Copyright,2033
8f238615-0cf6-5aed-8438-796a954fdce1,tg:mmbbr:1529,e73_Copyrights,begindatum,1919,In Copyright,2034
1121ac92-2963-5389-aa84-42ff3596ce82,tg:mmbbr:1531,e73_Copyrights,begindatum,1910,In Copyright,2025
10b49974-32c4-5bf0-8af7-193afa0ec7dd,tg:mmbbr:1533,e73_Copyrights,begindatum,1905,No Known Copyright,2020
020173d1-b0c6-5797-8367-c8d33d4e6ae6,tg:mmbbr:1534,e73_Copyrights,begindatum,1905,No Known Copyright,2020
c91672e2-84e3-5c1d-87db-96fd1370ebdd,tg:mmbbr:1535,e73_Copyrights,begindatum,1905,No Known Copyright,2020
449c0aee-d2a3-5eb5-8f6a-deae723fc74b,tg:mmbbr:1536,e73_Copyrights,begindatum,1906,No Known Copyright,2021
e7c637a8-bc2c-5be0-ae18-3c59368fe5e5,tg:mmbbr:1537,e73_Copyrights,begindatum,1902,No Known Copyright,2017
7fda0d74-eb77-58e4-bf10-312b9f420497,tg:mmbbr:1538,e73_Copyrights,begindatum,1902,No Known Copyright,2017
87dc50db-e844-5e5b-9642-b712f9f694a1,tg:mmbbr:1539,e73_Copyrights,begindatum,1906,No Known Copyright,2021
2a2dc202-a083-5878-9b42-c617d79ec4bc,tg:mmbbr:1540,e73_Copyrights,begindatum,1906,No Known Copyright,2021
ee7cff5c-2dd4-5473-bd17-5d4538219df6,tg:mmbbr:1541,e73_Copyrights,begindatum,1906,No Known Copyright,2021
9ab7708c-e640-5070-a4f5-3bbe51526a59,tg:mmbbr:1542,e73_Copyrights,begindatum,1919,In Copyright,2034
e53bfa3a-3afe-504b-8974-fb14424d9100,tg:mmbbr:1543,e73_Copyrights,begindatum,1906,No Known Copyright,2021
c9f2dde6-cc66-5fb7-8a7c-43def96163d0,tg:mmbbr:1544,e73_Copyrights,begindatum,1914,In Copyright,2029
0e296990-5883-57e1-bd65-cf4ae10bbb34,tg:mmbbr:1545,e73_Copyrights,begindatum,1919,In Copyright,2034
fb180234-098d-52ed-899c-90a6b943eb43,tg:mmbbr:1546,e73_Copyrights,begindatum,1919,In Copyright,2034
b7feb956-2750-5cf1-9ada-53de14eeb150,tg:mmbbr:1552,e73_Copyrights,begindatum,1921,In Copyright,2036
d5263ae1-5075-556f-bdfc-2c6d983d8dce,tg:mmbbr:1554,e73_Copyrights,begindatum,1922,In Copyright,2037
356cb8ac-830b-5486-a6f0-e533c16a7780,tg:mmbbr:1555,e73_Copyrights,begindatum,1923,In Copyright,2038
abbb0b80-d1bc-571b-ab5c-7c349a5d74dd,tg:mmbbr:1556,e73_Copyrights,begindatum,1929,In Copyright,2044
a14117bb-b256-56f3-bac5-68944cf8295b,tg:mmbbr:1557,e73_Copyrights,begindatum,1923,In Copyright,2038
2363d28f-23e9-52c5-be73-7549d9a742fb,tg:mmbbr:1568,e73_Copyrights,begindatum,1905,No Known Copyright,2020
350c6208-48c2-5e28-a6ca-70e777fdbd06,tg:mmbbr:1560,e73_Copyrights,begindatum,1904,No Known Copyright,2019
708c9e12-d1a7-58d8-8590-a844a531aa41,tg:mmbbr:1561,e73_Copyrights,begindatum,1914,In Copyright,2029
01f8d216-801f-56db-afe0-ebf8dca0b110,tg:mmbbr:1562,e73_Copyrights,begindatum,1905,No Known Copyright,2020
b681c539-a131-5710-997a-c64a51d401bc,tg:mmbbr:1563,e73_Copyrights,begindatum,1915,In Copyright,2030
6a4e5571-d4e4-5f85-be32-fa752052a6b4,tg:mmbbr:1564,e73_Copyrights,begindatum,1906,No Known Copyright,2021
bb63a507-e880-5bd5-9c7f-4c0958851a7d,tg:mmbbr:1565,e73_Copyrights,begindatum,1909,In Copyright,2024
86d1642a-d227-51e8-a001-8bc9a8cd6c07,tg:mmbbr:1566,e73_Copyrights,begindatum,1909,In Copyright,2024
a7f5b7c0-3a61-5179-bc87-d6cb7a3f0e30,tg:mmbbr:1567,e73_Copyrights,begindatum,1909,In Copyright,2024
f5b999d6-0744-5566-a273-5a24885c17a5,tg:mmbbr:1622,e73_Copyrights,begindatum,1906,No Known Copyright,2021
95805525-da95-5f7b-b541-26c40390955e,tg:mmbbr:1623,e73_Copyrights,begindatum,1906,No Known Copyright,2021
