ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0215.2-2,gerelateerd object,uniform resource locators
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0487,gerelateerd object,uniform resource locators
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/r1KUU9WqqKFxtnbdLIDB5qHT,gerelateerd object,DAMS Archief
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/w1sjGNDUi8gPRumURNOhgYup,gerelateerd object,DAMS Archief
1a4f67fb-b47a-5706-b748-71b9b1a5d5d2,e73_ExternalRelations,tg:mmbbr:12,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/m1JidPYhXeTTqbgXEdN1lkOW,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0637,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0638,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0639,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_4,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0641,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_5,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0642,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_6,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0659,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_7,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0668,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_8,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0669,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,g_o_9,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1295,gerelateerd object,uniform resource locators
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/wBQugeraLLSXGTFXYbh4UHL7,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/rMLBXiuYS2aELUMNXUtkauE0,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/V1RARAuOTnRdoBRtNLYLiWO6,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Llb7ickPWOSWiKjZD89goy4D,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/I1leKWI7QUKXcVaCab72ZkVu,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/N1U5LUgVXuSUefBjtDjrG4rr,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,8,externe relaties 8 [gerelateerde objecten],https://dams.antwerpen.be,/asset/DPvVUwFQHbOfTbCPMcUViaX8,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,9,externe relaties 9 [gerelateerde objecten],https://dams.antwerpen.be,/asset/D1lDLYPMfqMsbLUZoP2qrZDF,gerelateerd object,DAMS Archief
3a3f53a5-bcda-5405-9d18-99f295ad06e3,e73_ExternalRelations,tg:mmbbr:13,10,externe relaties 10 [gerelateerde objecten],https://dams.antwerpen.be,/asset/TbUvZbZLN7C4taDlOdmbVGid,gerelateerd object,DAMS Archief
a704eae3-9812-58cd-acdf-3cf49f4103fd,e73_ExternalRelations,tg:mmbbr:35,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0413,gerelateerd object,uniform resource locators
a704eae3-9812-58cd-acdf-3cf49f4103fd,e73_ExternalRelations,tg:mmbbr:35,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Q1aTNpSYPWKpQYWhRJwoJtUH,gerelateerd object,DAMS Archief
6318de32-95bd-539b-a93a-b346324d3dae,e73_ExternalRelations,tg:mmbbr:51,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0995,gerelateerd object,uniform resource locators
6318de32-95bd-539b-a93a-b346324d3dae,e73_ExternalRelations,tg:mmbbr:51,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z1UlT6bJWSISULgbSE1ZXNIc,gerelateerd object,DAMS Archief
5007fdad-db8a-54f9-aca4-da6899bf7dc2,e73_ExternalRelations,tg:mmbbr:52,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0995,gerelateerd object,uniform resource locators
5007fdad-db8a-54f9-aca4-da6899bf7dc2,e73_ExternalRelations,tg:mmbbr:52,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z1UlT6bJWSISULgbSE1ZXNIc,gerelateerd object,DAMS Archief
b61be2d7-1599-5330-91ce-23c3b2318746,e73_ExternalRelations,tg:mmbbr:55,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0995,gerelateerd object,uniform resource locators
b61be2d7-1599-5330-91ce-23c3b2318746,e73_ExternalRelations,tg:mmbbr:55,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z1UlT6bJWSISULgbSE1ZXNIc,gerelateerd object,DAMS Archief
22330fe3-3424-5af6-9eb4-343e80e74c6b,e73_ExternalRelations,tg:mmbbr:60,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0995,gerelateerd object,uniform resource locators
22330fe3-3424-5af6-9eb4-343e80e74c6b,e73_ExternalRelations,tg:mmbbr:60,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z1UlT6bJWSISULgbSE1ZXNIc,gerelateerd object,DAMS Archief
4e8e8447-e7c4-5f17-be72-f5cd5d6faa82,e73_ExternalRelations,tg:mmbbr:85,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0660,gerelateerd object,uniform resource locators
4e8e8447-e7c4-5f17-be72-f5cd5d6faa82,e73_ExternalRelations,tg:mmbbr:85,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/cFWlOaOXJ7ZUDTE8n6xUDlGJ,gerelateerd object,DAMS Archief
4199d715-1390-5d2b-852e-a656ee4f88d9,e73_ExternalRelations,tg:mmbbr:92,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/cFWlOaOXJ7ZUDTE8n6xUDlGJ,gerelateerd object,DAMS Archief
4199d715-1390-5d2b-852e-a656ee4f88d9,e73_ExternalRelations,tg:mmbbr:92,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/s1gYNYUEGN2SReiwXOIZPHwe,gerelateerd object,DAMS Archief
ede83495-af15-5004-a239-bdc3b1901608,e73_ExternalRelations,tg:mmbbr:101,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0493,gerelateerd object,uniform resource locators
ede83495-af15-5004-a239-bdc3b1901608,e73_ExternalRelations,tg:mmbbr:101,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/e1oddWaIhTQBecCRQgimhETP,gerelateerd object,DAMS Archief
208fc728-b036-5b51-a9ab-b3039bc766d3,e73_ExternalRelations,tg:mmbbr:110,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0956.1-2,gerelateerd object,uniform resource locators
208fc728-b036-5b51-a9ab-b3039bc766d3,e73_ExternalRelations,tg:mmbbr:110,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0956.2-2,gerelateerd object,uniform resource locators
208fc728-b036-5b51-a9ab-b3039bc766d3,e73_ExternalRelations,tg:mmbbr:110,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1012,gerelateerd object,uniform resource locators
208fc728-b036-5b51-a9ab-b3039bc766d3,e73_ExternalRelations,tg:mmbbr:110,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/RZGYTbRWbYrVKjI3WmWlb0Ww,gerelateerd object,DAMS Archief
a0abf2fd-b2a1-5710-973f-105591269cc1,e73_ExternalRelations,tg:mmbbr:112,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0331.1-2,gerelateerd object,uniform resource locators
a0abf2fd-b2a1-5710-973f-105591269cc1,e73_ExternalRelations,tg:mmbbr:112,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/Z2EBRJbnPsjRPOJpUQrYBCCa,gerelateerd object,DAMS Archief
20c58fc0-bc35-57ae-be2f-0379c41adba5,e73_ExternalRelations,tg:mmbbr:115,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0956.1-2,gerelateerd object,uniform resource locators
20c58fc0-bc35-57ae-be2f-0379c41adba5,e73_ExternalRelations,tg:mmbbr:115,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0956.2-2,gerelateerd object,uniform resource locators
20c58fc0-bc35-57ae-be2f-0379c41adba5,e73_ExternalRelations,tg:mmbbr:115,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1012,gerelateerd object,uniform resource locators
20c58fc0-bc35-57ae-be2f-0379c41adba5,e73_ExternalRelations,tg:mmbbr:115,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/RZGYTbRWbYrVKjI3WmWlb0Ww,gerelateerd object,DAMS Archief
2216b40e-939e-512c-b3e0-b4e8ec23f367,e73_ExternalRelations,tg:mmbbr:116,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0956.1-2,gerelateerd object,uniform resource locators
2216b40e-939e-512c-b3e0-b4e8ec23f367,e73_ExternalRelations,tg:mmbbr:116,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0956.2-2,gerelateerd object,uniform resource locators
2216b40e-939e-512c-b3e0-b4e8ec23f367,e73_ExternalRelations,tg:mmbbr:116,g_o_3,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1012,gerelateerd object,uniform resource locators
2216b40e-939e-512c-b3e0-b4e8ec23f367,e73_ExternalRelations,tg:mmbbr:116,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/RZGYTbRWbYrVKjI3WmWlb0Ww,gerelateerd object,DAMS Archief
6f4a344a-811d-589f-90ef-db4758be858c,e73_ExternalRelations,tg:mmbbr:133,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0513,gerelateerd object,uniform resource locators
6f4a344a-811d-589f-90ef-db4758be858c,e73_ExternalRelations,tg:mmbbr:133,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/W1tw698TZPJSB7LRRWFYFdBd,gerelateerd object,DAMS Archief
8df04406-438e-5709-b8ec-ee9752a73429,e73_ExternalRelations,tg:mmbbr:135,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0048,gerelateerd object,uniform resource locators
8df04406-438e-5709-b8ec-ee9752a73429,e73_ExternalRelations,tg:mmbbr:135,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/c248T1eNBajQehgNqSVBcMLn,gerelateerd object,DAMS Archief
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0953,gerelateerd object,uniform resource locators
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,2,externe relaties 2 [gerelateerde objecten],https://dams.antwerpen.be,/asset/GKjTjUcdnNV9amsDXFG2c8Xn,gerelateerd object,DAMS Archief
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,3,externe relaties 3 [gerelateerde objecten],https://dams.antwerpen.be,/asset/K1GJrlIYCYLDONZEhW2kTbCp,gerelateerd object,DAMS Archief
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,4,externe relaties 4 [gerelateerde objecten],https://dams.antwerpen.be,/asset/HginWaFTjiYcTsWjiG8DC0lG,gerelateerd object,DAMS Archief
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,5,externe relaties 5 [gerelateerde objecten],https://dams.antwerpen.be,/asset/dTFsQjJiWWVHHOTcEX5tFYYr,gerelateerd object,DAMS Archief
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,6,externe relaties 6 [gerelateerde objecten],https://dams.antwerpen.be,/asset/r1TWEmVPZRfrO7mJPP3gACLx,gerelateerd object,DAMS Archief
21f8dd85-7ac9-51be-8775-4d70724178b1,e73_ExternalRelations,tg:mmbbr:138,7,externe relaties 7 [gerelateerde objecten],https://dams.antwerpen.be,/asset/fNiKTfDfBEIVQIRKVn569vfP,gerelateerd object,DAMS Archief
4016d999-434a-5d78-9ee2-a9bd251ae9f7,e73_ExternalRelations,tg:mmbbr:148,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1944.1.1-3,gerelateerd object,uniform resource locators
4016d999-434a-5d78-9ee2-a9bd251ae9f7,e73_ExternalRelations,tg:mmbbr:148,g_o_2,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1944.1.2-3,gerelateerd object,uniform resource locators
