ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget
070dd712-b8ae-5ce1-84ae-7849a81c8b1d,tg:mmbbr:2525_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
fda4e7bc-ca2f-5666-9f0c-5011991b794f,tg:mmbbr:2526_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
1754ca66-6682-5d1a-95d9-fbd11ef153d7,tg:mmbbr:2527_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
a729d04d-222d-54e6-9928-cd66fb52b0cb,tg:mmbbr:2528_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
bcd3b643-23b5-5c7d-81ca-c30a53bd3dd3,tg:mmbbr:2529_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
1a7c1b5f-d294-5e81-8691-c0de59c3ab9d,tg:mmbbr:2530_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
ab735315-f049-55f4-8dcf-4606669eefcc,tg:mmbbr:2531_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
e54ae793-968d-57b7-9011-9e152d5d71d0,tg:mmbbr:2532_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
dd587d07-a374-5e29-b93f-783d642e8073,tg:mmbbr:2533_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
1396572c-00ea-58e0-b5bf-125e526b499b,tg:mmbbr:2534_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
0b88d0bc-3e2b-55bf-8e08-60a9f622c3bb,tg:mmbbr:2535_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
09c5d93c-2653-54ad-97a1-000bd4a4d3c3,tg:mmbbr:2536_#1,e22_Acquisitions,1,"Verzameling graaf Gustave della Faille de Leverghem (1871-1966), vriend van Henriëtte Mayer van den Bergh. 2021 aangekocht van dh. della Faille, kleinzoon van Gustave, via veilinghuis Arenberg Auctions, Brussel (lot 994)",
2976e5cb-3ac3-596c-a61c-2423af63c9c7,tg:mmbbr:1571_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
fb977a7d-7ff1-5ddd-b225-d4e1e91cb01a,tg:mmbbr:1572_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6ff03960-3dff-52b6-84e2-76f41376ebd5,tg:mmbbr:1573_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
3a689b15-2af4-5e70-a095-a58cb4bd82db,tg:mmbbr:1574_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6a5ff51c-77fa-5f8d-82a4-ab24c7d9a814,tg:mmbbr:1298_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
256dd852-6155-5d6a-a7c0-02b5a709f128,tg:mmbbr:1299_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
4d567ef5-3858-5d88-8e3e-2703495f2a9e,tg:mmbbr:1300_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
bef19982-08d9-570b-a57b-a4ff8121f49f,tg:mmbbr:1302_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
778049ce-1a61-5d7b-9f83-81b00af1ca95,tg:mmbbr:1303_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
e0f3b4a3-af16-5b66-bc06-5c681b120b91,tg:mmbbr:1304_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
5c5aa473-b86c-5bdc-a4b3-bac7647c7833,tg:mmbbr:1305_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
5b4712bb-3965-5e6f-8c34-a1868645c759,tg:mmbbr:1306_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
1f420a3f-e3ef-5a23-af06-da19db2ffb51,tg:mmbbr:1307_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
eb19ae45-7ae2-5641-83ab-9fb7f82854e4,tg:mmbbr:1309_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
847b1ce9-c057-5124-9f39-0e7d220c43c8,tg:mmbbr:1310_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ef25ea97-5bdc-5143-bdba-f0d7615b292c,tg:mmbbr:1311_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
cf059a19-5469-5634-b996-d502c6e7dfb4,tg:mmbbr:1312_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
85a05978-992e-5a2f-aaed-ae977843780f,tg:mmbbr:1313_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ecb30e58-1616-5372-af6d-725e2432149e,tg:mmbbr:1314_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a59256f9-1f04-5d3f-86d2-aef651d9b6cb,tg:mmbbr:1315_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
3739ee5d-4f5a-5c11-a9eb-07a72949b15a,tg:mmbbr:1316_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
48d78de7-bbca-509a-8b0a-37f09b45029f,tg:mmbbr:1317_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
b71cc90f-d56b-5ea8-8d14-ed6250206567,tg:mmbbr:1318_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
5f1555c7-7e8f-59da-ae9d-ab14cee02ec6,tg:mmbbr:1323_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
97567712-a1cf-502a-9c1b-5c12c4ef818b,tg:mmbbr:1324_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
89c5c46d-e81b-5b4f-a8e2-60b946a2f15f,tg:mmbbr:1325_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
025dc9a8-ec3d-57ae-95e3-8a1156372341,tg:mmbbr:1326_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f43a17fa-1c7e-53dd-bb82-a92b6ceae73a,tg:mmbbr:1327_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
66e72e84-448d-56b1-adf5-56a20dad2e22,tg:mmbbr:1328_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
bd5d5da2-4cea-5ff9-b2b2-aa06d98adb10,tg:mmbbr:1329_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
d547ae00-1585-55af-9923-ae0439d564da,tg:mmbbr:1330_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ffc22cfa-d550-5882-a60a-22b1427e93d4,tg:mmbbr:1331_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a1069687-861a-5d74-9074-1e9bb3ca5257,tg:mmbbr:1332_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f835addd-dd77-5c38-bef0-66de86e36076,tg:mmbbr:1333_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
8714585b-2dca-5000-a135-5bf3e597b13f,tg:mmbbr:1334_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a4e6a3e1-c83d-5ca5-9c95-7b28b70cf60a,tg:mmbbr:1335_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
15c97a47-b7ce-5858-9d81-e22c095f7633,tg:mmbbr:1336_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ca088648-0e8c-5554-bd78-ee3ca7ad95ae,tg:mmbbr:1337_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f682beb4-d8a2-5ba5-a5e8-c5bb9dd306a8,tg:mmbbr:1339_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a10778b7-0384-59d4-9ecf-58a9ea80616b,tg:mmbbr:1340_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
368c3ca7-c7ac-546a-a411-e83448d0ebb7,tg:mmbbr:1488_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a712a982-19ab-543b-b5b3-6099fb5be0ea,tg:mmbbr:1301_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
88d4cd9c-63cb-591b-8208-65a4faddd438,tg:mmbbr:1308_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
04dd6282-2f99-54c9-9e6e-a663cada08ab,tg:mmbbr:1341_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
86bcf97b-fa38-5b0d-a490-430cfa93281b,tg:mmbbr:1343_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
1fafdb34-b9b9-5ea5-96ad-27229790b2ef,tg:mmbbr:1344_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
00d99340-94c7-5fbf-be9e-7a0856539d00,tg:mmbbr:1345_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
4d913594-ebc2-57a2-81af-96675d99eb70,tg:mmbbr:1346_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
fcb5dc70-3d67-5f88-a467-3bb337951b49,tg:mmbbr:1347_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
0510da8c-2ecd-51f2-bce2-9e4aa8645896,tg:mmbbr:1348_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
755df5ff-f111-5806-b838-5bb80a936b66,tg:mmbbr:1349_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
9616c38e-f922-5e63-9e1f-fd99690c50c1,tg:mmbbr:1350_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
5455d517-ceb0-5ca2-b269-d8df6a1feb05,tg:mmbbr:1351_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
7ea781a6-e289-5619-a677-36ba001bc688,tg:mmbbr:1353_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
87f32682-1130-5511-a047-a730f41652f9,tg:mmbbr:1354_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
06b55a5d-2a80-59ca-aff6-7860336f692f,tg:mmbbr:1355_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
94a9cc33-34c4-5d22-ae40-f6ba40c9c58d,tg:mmbbr:1356_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
635ba892-5975-53c1-b707-988a92dba2ff,tg:mmbbr:1357_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
cfd1aca7-5522-5340-b433-42a23b6c6c0a,tg:mmbbr:1358_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
44c3097d-4f5f-5864-a755-862b560536e5,tg:mmbbr:1359_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
088a609b-2331-5a10-8fea-b1a3e6e67a36,tg:mmbbr:1360_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
732af045-2e45-5e14-918d-113844caca83,tg:mmbbr:1361_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
cc73533e-e1c8-5f08-b420-50c73cc1abb3,tg:mmbbr:1362_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
5da9265f-1fc9-53c0-808f-8ed14322c252,tg:mmbbr:1364_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
bcf73b4a-d05f-537f-b7c4-98b04d868016,tg:mmbbr:1365_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
5c3f7312-5c0b-5b29-9592-86dc3007aa26,tg:mmbbr:1366_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
63216359-6f36-5f34-a2f9-fd61520f01a4,tg:mmbbr:1367_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
38fcc01f-8fe8-574a-8874-57d1f95d6acc,tg:mmbbr:1370_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
fad219a2-7d1d-510e-ace7-5ece462dbaae,tg:mmbbr:1371_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
465b3f2e-e152-50e1-b654-b1ba6f6bd8db,tg:mmbbr:1372_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
804c7238-d850-5af1-976e-7c714042f042,tg:mmbbr:1373_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
e8649035-4daa-5c4c-8c84-2dd7df111d7e,tg:mmbbr:1374_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
b968761f-a49f-57b6-97da-235a3c34f2ec,tg:mmbbr:1375_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
7e54e465-e2ed-5b34-bf65-79cc727306ad,tg:mmbbr:1376_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ebb91dfb-40f2-5218-b538-ec38f6d803cb,tg:mmbbr:1377_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
fe5eccc7-8b8f-58ff-991c-743189e95b6d,tg:mmbbr:1378_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f200f35f-64c7-5f51-a329-5594cfdadcee,tg:mmbbr:1379_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
416c7fa9-b704-5b05-9aa7-40032fd6250c,tg:mmbbr:1380_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
3d3d0f11-cd25-5702-a37e-899517e16d74,tg:mmbbr:1381_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f2a20328-f542-5b48-9f2e-92e5a2de0fcb,tg:mmbbr:1383_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
87649200-9fea-5006-b572-81a0ca6bdec7,tg:mmbbr:1384_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
e412ea23-e447-55c0-8712-e1d0b4f8893b,tg:mmbbr:1385_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
3c9e051f-efcb-5c93-82f7-21e10e4b90a0,tg:mmbbr:1386_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
34a7daf9-5830-59af-8f52-1befee80280f,tg:mmbbr:1387_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6e4af90d-3749-5f7c-aaa5-9ec316e4aba9,tg:mmbbr:1388_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
c09e6d4e-d1db-508f-a9f6-9f90dec63542,tg:mmbbr:1389_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
eb274de5-e2eb-5b7c-954b-7cfb5e4ae3bf,tg:mmbbr:1390_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
efcba8ec-db95-5c45-bbfa-cd855d3e0949,tg:mmbbr:1391_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
d00afd5e-7940-5199-b911-ce596485567a,tg:mmbbr:1392_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ad94aad7-4d53-5257-a2c9-d1b88e6e20e8,tg:mmbbr:1393_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ae4715e7-3fbf-5758-b964-8696e4c1ef97,tg:mmbbr:1394_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
ad6d7da3-5a74-5321-9440-817a7ca7386a,tg:mmbbr:1395_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
cc0f81ac-5dac-5f98-9024-0dcb2a8d4d3e,tg:mmbbr:1396_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a43a8a29-06c1-562f-88a4-8de9bbd90509,tg:mmbbr:1397_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
1b89f0e2-389a-526a-a2a0-07722d4b5d7f,tg:mmbbr:1398_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
779a93e0-cdae-5a56-94c4-f1b3d7b737b8,tg:mmbbr:1399_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
b744e4a7-a8ed-5f7d-9b2a-8c55d7e29ed9,tg:mmbbr:1400_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
6b66dfb6-e852-5126-b85c-3c038da56c6c,tg:mmbbr:1401_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
f2956045-f156-518a-af1d-0a6e5f4c739a,tg:mmbbr:1402_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
2eeaa4ab-0718-5c90-a20c-cf56caed6848,tg:mmbbr:1403_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
a91bc9c3-a4f2-5b60-85c7-57b0b855674f,tg:mmbbr:1404_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
56059420-a7c9-54cb-a124-1b6c0f2e88b8,tg:mmbbr:1405_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
1763239c-018c-5047-aceb-a1e92a925fc1,tg:mmbbr:1407_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
9c638698-41cb-5bb4-b093-be083738398a,tg:mmbbr:1408_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
2287e459-da8a-5f2c-b7ff-aa7f18a78928,tg:mmbbr:1409_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
4144602d-f0aa-51e0-b04b-5737b93ef801,tg:mmbbr:1410_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
2eff2c93-2462-5f0d-a7c4-ba174962ecc7,tg:mmbbr:1411_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
563d5825-ff53-568d-b720-195adffa5667,tg:mmbbr:1412_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
34663055-a930-589a-aaca-2f85655ce0ac,tg:mmbbr:1413_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,
