ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type
9bb64f12-75e6-5a21-b9c2-cbefe1ce7fd1,tg:mpmak:251,e73_Copyrights,1540,1655,No Copyright - Public Domain Mark 1.0
ee03d7d3-9891-50f0-88a7-8c71fd256cb0,tg:mpmak:329,e73_Copyrights,1688,1803,No Copyright - Public Domain Mark 1.0
6cc8acae-f468-5e80-8700-90f800c03146,tg:mpmak:241,e73_Copyrights,1684,1799,No Copyright - Public Domain Mark 1.0
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,tg:mpmak:339,e73_Copyrights,1684,1799,No Copyright - Public Domain Mark 1.0
3b749a05-ba0f-586b-bfed-d9180bd7252e,tg:mpmak:277,e73_Copyrights,1740,1855,No Copyright - Public Domain Mark 1.0
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,e73_Copyrights,1749,1864,No Copyright - Public Domain Mark 1.0
38c190df-eb02-5a5c-a9ba-a012d9850743,tg:mpmak:111,e73_Copyrights,1749,1864,No Copyright - Public Domain Mark 1.0
3567426e-85da-51f2-90f1-203e03078b84,tg:mpmak:101,e73_Copyrights,1870,1985,No Copyright - Public Domain Mark 1.0
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,tg:mpmak:28,e73_Copyrights,1555,1670,No Copyright - Public Domain Mark 1.0
3906361b-e3e2-54d1-b0f2-dc134a472714,tg:mpmak:38,e73_Copyrights,1665,1780,No Copyright - Public Domain Mark 1.0
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,e73_Copyrights,1636,1751,No Copyright - Public Domain Mark 1.0
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,e73_Copyrights,1631,1746,No Copyright - Public Domain Mark 1.0
a733e498-0d9f-5884-87fc-68a2a6e0943a,tg:mpmak:91,e73_Copyrights,1873,1988,No Copyright - Public Domain Mark 1.0
1f6cb453-1415-58f6-b857-980d4e2162d5,tg:mpmak:81,e73_Copyrights,1608,1723,No Copyright - Public Domain Mark 1.0
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,e73_Copyrights,1671,1786,No Copyright - Public Domain Mark 1.0
2244ef42-1524-538b-ba31-f797579e2abb,tg:mpmak:205,e73_Copyrights,1654,1769,No Copyright - Public Domain Mark 1.0
ce8afe6d-0fe2-5150-8ae1-6111d3338cd3,tg:mpmak:389,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
cd619290-2506-50ec-96f7-cfbf51bae7f3,tg:mpmak:399,e73_Copyrights,1670,1785,No Copyright - Public Domain Mark 1.0
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,e73_Copyrights,1773,1888,No Copyright - Public Domain Mark 1.0
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,e73_Copyrights,1610,1725,No Copyright - Public Domain Mark 1.0
c059022a-13c3-5978-ae98-a89146bc953f,tg:mpmak:197,e73_Copyrights,1650,1765,No Copyright - Public Domain Mark 1.0
7c9f210f-c32f-59db-a0d0-f10e68bad764,tg:mpmak:187,e73_Copyrights,1648,1763,No Copyright - Public Domain Mark 1.0
a7883cad-f341-55a6-8b7d-fa865422c14a,tg:mpmak:248,e73_Copyrights,1781,1896,No Copyright - Public Domain Mark 1.0
8fac1496-0279-5820-ae9f-1ca11fd4ac36,tg:mpmak:330,e73_Copyrights,1689,1804,No Copyright - Public Domain Mark 1.0
5751d0c2-df53-5d72-bb05-c6a2470e9afd,tg:mpmak:258,e73_Copyrights,1662,1777,No Copyright - Public Domain Mark 1.0
a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,tg:mpmak:320,e73_Copyrights,1685,1800,No Copyright - Public Domain Mark 1.0
98e5bfd5-a3a2-5656-9e32-ac2c734e753f,tg:mpmak:352,e73_Copyrights,1642,1757,No Copyright - Public Domain Mark 1.0
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,tg:mpmak:17,e73_Copyrights,1706,1821,No Copyright - Public Domain Mark 1.0
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,e73_Copyrights,1634,1749,No Copyright - Public Domain Mark 1.0
7382110a-7154-5d10-9940-4af1fa6964d9,tg:mpmak:283,e73_Copyrights,1680,1795,No Copyright - Public Domain Mark 1.0
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,e73_Copyrights,1749,1864,No Copyright - Public Domain Mark 1.0
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,e73_Copyrights,1743,1858,No Copyright - Public Domain Mark 1.0
09036f08-b9e0-5440-859a-5427d5339352,tg:mpmak:100,e73_Copyrights,1871,1986,No Copyright - Public Domain Mark 1.0
ea8027d3-6f0c-557e-995f-14184239617c,tg:mpmak:110,e73_Copyrights,1683,1798,No Copyright - Public Domain Mark 1.0
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,e73_Copyrights,1644,1759,No Copyright - Public Domain Mark 1.0
3bf7c3d8-64fe-5107-b43c-910391ebcb92,tg:mpmak:172,e73_Copyrights,1635,1750,No Copyright - Public Domain Mark 1.0
9aa2b57b-785c-54bd-8cbc-e34831bf903b,tg:mpmak:204,e73_Copyrights,1589,1704,No Copyright - Public Domain Mark 1.0
70cc1a27-3b03-56c4-b083-d22cdb40e79c,tg:mpmak:214,e73_Copyrights,1669,1784,No Copyright - Public Domain Mark 1.0
563136cf-6f2f-5cd6-a591-3b314e55ac86,tg:mpmak:80,e73_Copyrights,1639,1754,No Copyright - Public Domain Mark 1.0
1ef1c807-8f23-5537-97d5-9a70a3c3e334,tg:mpmak:90,e73_Copyrights,1873,1988,No Copyright - Public Domain Mark 1.0
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,tg:mpmak:39,e73_Copyrights,1600,1715,No Copyright - Public Domain Mark 1.0
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,e73_Copyrights,1751,1866,No Copyright - Public Domain Mark 1.0
d93b8ab1-4828-51a0-8c3f-57b95c7ad281,tg:mpmak:321,e73_Copyrights,1692,1807,No Copyright - Public Domain Mark 1.0
1881442d-5902-5473-8e7e-b5f3b680782a,tg:mpmak:259,e73_Copyrights,1669,1784,No Copyright - Public Domain Mark 1.0
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,tg:mpmak:331,e73_Copyrights,1653,1768,No Copyright - Public Domain Mark 1.0
90723a45-ac70-5075-acf5-6d6de111b164,tg:mpmak:249,e73_Copyrights,1660,1775,No Copyright - Public Domain Mark 1.0
f5c179b2-516c-5c58-94d2-3c229e4c8c29,tg:mpmak:64,e73_Copyrights,1610,1725,No Copyright - Public Domain Mark 1.0
c4ed521c-f86c-53e5-8184-4ec043a2e193,tg:mpmak:74,e73_Copyrights,1613,1728,No Copyright - Public Domain Mark 1.0
7caf88d8-505f-5e17-b3e4-d76ca8756972,tg:mpmak:5,e73_Copyrights,1569,1684,No Copyright - Public Domain Mark 1.0
b615ffab-cde1-59b3-baa6-b5f0f2ce397a,tg:mpmak:398,e73_Copyrights,1669,1784,No Copyright - Public Domain Mark 1.0
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,tg:mpmak:388,e73_Copyrights,1595,1710,No Copyright - Public Domain Mark 1.0
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,tg:mpmak:186,e73_Copyrights,1628,1743,No Copyright - Public Domain Mark 1.0
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,e73_Copyrights,1656,1771,No Copyright - Public Domain Mark 1.0
5f0752ea-2988-593b-93a1-c042240f015d,tg:mpmak:282,e73_Copyrights,1672,1787,No Copyright - Public Domain Mark 1.0
628846c9-1bbe-58e7-9717-8c55945f7d70,tg:mpmak:292,e73_Copyrights,1634,1749,No Copyright - Public Domain Mark 1.0
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,e73_Copyrights,1653,1768,No Copyright - Public Domain Mark 1.0
c3d5ce56-63b9-5d07-a992-7f084c4687b5,tg:mpmak:343,e73_Copyrights,1653,1768,No Copyright - Public Domain Mark 1.0
85adc937-5019-5f43-b5f3-be3c6dab32ad,tg:mpmak:353,e73_Copyrights,1600,1715,No Copyright - Public Domain Mark 1.0
73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,tg:mpmak:365,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
b56475a3-95a9-593d-b636-615100189e5b,tg:mpmak:375,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,e73_Copyrights,1872,1987,No Copyright - Public Domain Mark 1.0
dfb0616b-81cc-529f-98ca-96e523739de6,tg:mpmak:89,e73_Copyrights,1874,1989,No Copyright - Public Domain Mark 1.0
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,e73_Copyrights,1664,1779,No Copyright - Public Domain Mark 1.0
5652dd86-752e-542e-b882-a71c4178234e,tg:mpmak:30,e73_Copyrights,1751,1866,No Copyright - Public Domain Mark 1.0
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,tg:mpmak:42,e73_Copyrights,1745,1860,No Copyright - Public Domain Mark 1.0
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,tg:mpmak:52,e73_Copyrights,1570,1685,No Copyright - Public Domain Mark 1.0
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,tg:mpmak:307,e73_Copyrights,1600,1715,No Copyright - Public Domain Mark 1.0
3c65eeee-cddb-579f-b9c6-4659d09b03b9,tg:mpmak:317,e73_Copyrights,1645,1760,No Copyright - Public Domain Mark 1.0
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,e73_Copyrights,1645,1760,No Copyright - Public Domain Mark 1.0
45d33d8e-fbc3-5016-b3f7-2df7d29fe184,tg:mpmak:109,e73_Copyrights,1645,1760,No Copyright - Public Domain Mark 1.0
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,e73_Copyrights,1555,1670,No Copyright - Public Domain Mark 1.0
4e89f0ad-1e85-5728-9c29-505c186e7e3a,tg:mpmak:232,e73_Copyrights,1622,1737,No Copyright - Public Domain Mark 1.0
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,tg:mpmak:144,e73_Copyrights,1664,1779,No Copyright - Public Domain Mark 1.0
869e1271-adff-515c-a7a1-ac43980f91bc,tg:mpmak:154,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,tg:mpmak:126,e73_Copyrights,1662,1777,No Copyright - Public Domain Mark 1.0
ccf78873-9ef3-5cc0-b244-0ac80ca716ec,tg:mpmak:136,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
54294c9c-44af-5be1-9495-a7d7a1e3ec6d,tg:mpmak:338,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,e73_Copyrights,1711,1826,No Copyright - Public Domain Mark 1.0
7898ec54-a7fb-53b4-a64e-1891b6ea45f3,tg:mpmak:328,e73_Copyrights,1680,1795,No Copyright - Public Domain Mark 1.0
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,e73_Copyrights,1682,1797,No Copyright - Public Domain Mark 1.0
119cffab-953d-5981-bc2c-b38b1dc72151,tg:mpmak:391,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
2426bffd-f751-51bf-a334-3b73340b0a4d,tg:mpmak:92,e73_Copyrights,1873,1988,No Copyright - Public Domain Mark 1.0
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,e73_Copyrights,1669,1784,No Copyright - Public Domain Mark 1.0
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,e73_Copyrights,1671,1786,No Copyright - Public Domain Mark 1.0
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,tg:mpmak:206,e73_Copyrights,1656,1771,No Copyright - Public Domain Mark 1.0
f2c25d59-5a0e-52c5-b4cf-686f86f67261,tg:mpmak:170,e73_Copyrights,1634,1749,No Copyright - Public Domain Mark 1.0
89efcf60-ec42-5d6b-a967-f29e208e8aa5,tg:mpmak:160,e73_Copyrights,1671,1786,No Copyright - Public Domain Mark 1.0
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_Copyrights,1570,1685,No Copyright - Public Domain Mark 1.0
5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,tg:mpmak:59,e73_Copyrights,1603,1718,No Copyright - Public Domain Mark 1.0
4aa17bda-4162-5284-aec0-5d9f90eac283,tg:mpmak:112,e73_Copyrights,1685,1800,No Copyright - Public Domain Mark 1.0
43410511-3eab-56e3-8496-1d9c1d9f6443,tg:mpmak:102,e73_Copyrights,1871,1986,No Copyright - Public Domain Mark 1.0
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,e73_Copyrights,1742,1857,No Copyright - Public Domain Mark 1.0
c6639cbf-e5cc-59e4-878e-a4e663509ddf,tg:mpmak:264,e73_Copyrights,1742,1857,No Copyright - Public Domain Mark 1.0
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_Copyrights,1610,1725,No Copyright - Public Domain Mark 1.0
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,e73_Copyrights,1645,1760,No Copyright - Public Domain Mark 1.0
304f6493-7f33-5c48-88e1-a0071ed22d39,tg:mpmak:351,e73_Copyrights,1615,1730,No Copyright - Public Domain Mark 1.0
3512e83d-bc6c-528f-8220-8f1a87fdfa2a,tg:mpmak:229,e73_Copyrights,1619,1734,No Copyright - Public Domain Mark 1.0
a1a7cc33-bad6-5d62-a3c8-eed539625630,tg:mpmak:341,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
ce47e5f7-56e0-563f-902a-9c8363e6c193,tg:mpmak:239,e73_Copyrights,1707,1822,No Copyright - Public Domain Mark 1.0
54efed87-3902-5879-a0fc-877ee458360f,tg:mpmak:333,e73_Copyrights,1671,1786,No Copyright - Public Domain Mark 1.0
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
62a11643-e270-5164-b4f0-06dbe706d8bc,tg:mpmak:194,e73_Copyrights,1655,1770,No Copyright - Public Domain Mark 1.0
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,tg:mpmak:184,e73_Copyrights,1638,1753,No Copyright - Public Domain Mark 1.0
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,e73_Copyrights,1767,1882,No Copyright - Public Domain Mark 1.0
095b7e37-8955-58cf-8731-92a31ccc0c21,tg:mpmak:66,e73_Copyrights,1766,1881,No Copyright - Public Domain Mark 1.0
76f30119-5b4d-5c4e-9252-892d4ffdc597,tg:mpmak:50,e73_Copyrights,1573,1688,No Copyright - Public Domain Mark 1.0
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,e73_Copyrights,1657,1772,No Copyright - Public Domain Mark 1.0
dcef1a24-db1e-5a6e-99e8-485753bbc748,tg:mpmak:315,e73_Copyrights,1652,1767,No Copyright - Public Domain Mark 1.0
7f8fb011-a3cb-5703-b1b0-dbceeee55c3b,tg:mpmak:305,e73_Copyrights,1653,1768,No Copyright - Public Domain Mark 1.0
a844ccb8-d94c-51ca-86e0-6b3a77f4da8e,tg:mpmak:367,e73_Copyrights,1653,1768,No Copyright - Public Domain Mark 1.0
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_Copyrights,1634,1749,No Copyright - Public Domain Mark 1.0
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,e73_Copyrights,1640,1755,No Copyright - Public Domain Mark 1.0
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,e73_Copyrights,1600,1715,No Copyright - Public Domain Mark 1.0
7ae3bd55-bc69-5501-8db8-8962eedaeb84,tg:mpmak:252,e73_Copyrights,1543,1658,No Copyright - Public Domain Mark 1.0
88dac751-9023-5f4c-b3b2-7ca8282b8855,tg:mpmak:242,e73_Copyrights,1733,1848,No Copyright - Public Domain Mark 1.0
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
fa766c61-ec75-55c1-b85a-045fd4035203,tg:mpmak:124,e73_Copyrights,1659,1774,No Copyright - Public Domain Mark 1.0
bdd1900f-bd91-5b3e-a652-6aa5c57c6469,tg:mpmak:393,e73_Copyrights,1669,1784,No Copyright - Public Domain Mark 1.0
f388254e-8f40-5546-ad24-9310bcb73dd7,tg:mpmak:289,e73_Copyrights,1566,1681,No Copyright - Public Domain Mark 1.0
383ad62b-3a37-5334-b4f9-eaab72278db1,tg:mpmak:299,e73_Copyrights,1654,1769,No Copyright - Public Domain Mark 1.0
331184aa-7241-54df-a5a2-855105e81c1c,tg:mpmak:156,e73_Copyrights,1674,1789,No Copyright - Public Domain Mark 1.0
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,e73_Copyrights,1665,1780,No Copyright - Public Domain Mark 1.0
21deb227-d4fe-54ef-baef-f620f1586b19,tg:mpmak:348,e73_Copyrights,1610,1725,No Copyright - Public Domain Mark 1.0
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,e73_Copyrights,1598,1713,No Copyright - Public Domain Mark 1.0
ae2f76f6-2073-5e1f-867f-05142a5991ef,tg:mpmak:358,e73_Copyrights,1612,1727,No Copyright - Public Domain Mark 1.0
d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,tg:mpmak:220,e73_Copyrights,1757,1872,No Copyright - Public Domain Mark 1.0
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,tg:mpmak:304,e73_Copyrights,1657,1772,No Copyright - Public Domain Mark 1.0
30a919d4-f41d-54af-a3e5-941367e55751,tg:mpmak:314,e73_Copyrights,1635,1750,No Copyright - Public Domain Mark 1.0
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_Copyrights,1763,1878,No Copyright - Public Domain Mark 1.0
28f04267-82db-56ce-b96a-81a8adc7ce6a,tg:mpmak:51,e73_Copyrights,1570,1685,No Copyright - Public Domain Mark 1.0
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,e73_Copyrights,1567,1682,No Copyright - Public Domain Mark 1.0
46ebb84d-e773-5947-9551-f1fea91b10fe,tg:mpmak:33,e73_Copyrights,1600,1715,No Copyright - Public Domain Mark 1.0
504988df-231b-522d-bab8-c750ecb6c68a,tg:mpmak:366,e73_Copyrights,1788,1903,No Copyright - Public Domain Mark 1.0
1aad4324-a503-5ba0-a5e6-918ae9c30d15,tg:mpmak:376,e73_Copyrights,1788,1903,No Copyright - Public Domain Mark 1.0
ed45eb92-593c-5aa0-a37a-f1426cef366f,tg:mpmak:178,e73_Copyrights,1643,1758,No Copyright - Public Domain Mark 1.0
b276b384-5450-513b-b0d0-58887da71339,tg:mpmak:168,e73_Copyrights,1640,1755,No Copyright - Public Domain Mark 1.0
3d5893f9-27a2-5e81-8dbe-e047d485284d,tg:mpmak:392,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,tg:mpmak:243,e73_Copyrights,1734,1849,No Copyright - Public Domain Mark 1.0
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_Copyrights,1594,1709,No Copyright - Public Domain Mark 1.0
727d3d78-0242-5636-8cb0-28a80370b662,tg:mpmak:125,e73_Copyrights,1666,1781,No Copyright - Public Domain Mark 1.0
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,e73_Copyrights,1666,1781,No Copyright - Public Domain Mark 1.0
7a5672ea-4e3a-53d3-8fed-0a2eb6bbab44,tg:mpmak:147,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
f6cc28f9-c611-5012-9107-9f1bdcff895b,tg:mpmak:157,e73_Copyrights,1668,1783,No Copyright - Public Domain Mark 1.0
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,tg:mpmak:221,e73_Copyrights,1783,1898,No Copyright - Public Domain Mark 1.0
9f782059-aa8f-564b-a246-13108794df97,tg:mpmak:359,e73_Copyrights,1612,1727,No Copyright - Public Domain Mark 1.0
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,tg:mpmak:231,e73_Copyrights,1661,1776,No Copyright - Public Domain Mark 1.0
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,e73_Copyrights,1597,1712,No Copyright - Public Domain Mark 1.0
f18fde71-3369-5827-b6f3-7f6765c5803d,tg:mpmak:298,e73_Copyrights,1655,1770,No Copyright - Public Domain Mark 1.0
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,e73_Copyrights,1790,1905,No Copyright - Public Domain Mark 1.0
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,tg:mpmak:207,e73_Copyrights,1752,1867,No Copyright - Public Domain Mark 1.0
5ddf2d6e-4d1b-5023-8963-e170e0ca2b00,tg:mpmak:217,e73_Copyrights,1656,1771,No Copyright - Public Domain Mark 1.0
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,e73_Copyrights,1676,1791,No Copyright - Public Domain Mark 1.0
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,tg:mpmak:93,e73_Copyrights,1871,1986,No Copyright - Public Domain Mark 1.0
0f493084-ee4f-58b2-bcf5-89415d331ea9,tg:mpmak:161,e73_Copyrights,1622,1737,No Copyright - Public Domain Mark 1.0
92e2f92a-9f6c-595d-b32d-6d05167747f4,tg:mpmak:171,e73_Copyrights,1634,1749,No Copyright - Public Domain Mark 1.0
b44c89c3-67ca-58b3-9e04-fb79b19c0eb4,tg:mpmak:103,e73_Copyrights,1870,1985,No Copyright - Public Domain Mark 1.0
0d776b41-0dad-5953-8610-e6de3fc62990,tg:mpmak:113,e73_Copyrights,1684,1799,No Copyright - Public Domain Mark 1.0
3e0c6bf1-30bb-5838-9613-cefee765d9fd,tg:mpmak:265,e73_Copyrights,1759,1874,No Copyright - Public Domain Mark 1.0
a3f6ecf4-3726-51a9-bcfc-8e9a35706147,tg:mpmak:275,e73_Copyrights,1741,1856,No Copyright - Public Domain Mark 1.0
dfbd677e-359d-5d05-a162-145a67551673,tg:mpmak:58,e73_Copyrights,1602,1717,No Copyright - Public Domain Mark 1.0
e7176069-c946-5bfb-a88b-b43b4b0b64da,tg:mpmak:48,e73_Copyrights,1573,1688,No Copyright - Public Domain Mark 1.0
a73d1617-68f4-51e6-9cce-d930b26bf3e7,tg:mpmak:238,e73_Copyrights,1707,1822,No Copyright - Public Domain Mark 1.0
fd2fe967-9ed5-57dc-b177-f4d3a08249d8,tg:mpmak:340,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
6bb2aaf6-0507-5916-926d-0508e8cc2321,tg:mpmak:228,e73_Copyrights,1667,1782,No Copyright - Public Domain Mark 1.0
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,tg:mpmak:350,e73_Copyrights,1593,1708,No Copyright - Public Domain Mark 1.0
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_Copyrights,1673,1788,No Copyright - Public Domain Mark 1.0
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_Copyrights,1625,1740,No Copyright - Public Domain Mark 1.0
99003766-9415-5d2b-98e7-d79b7807c2bb,tg:mpmak:15,e73_Copyrights,1703,1818,No Copyright - Public Domain Mark 1.0
812755cc-f2e7-5402-9774-9014079a0ea5,tg:mpmak:185,e73_Copyrights,1641,1756,No Copyright - Public Domain Mark 1.0
2b35c8d5-d0e5-510f-aac3-6fab69a6842d,tg:mpmak:195,e73_Copyrights,1656,1771,No Copyright - Public Domain Mark 1.0
00f441cc-a274-59ff-93e6-ab79435a4af4,tg:mpmak:67,e73_Copyrights,1786,1901,No Copyright - Public Domain Mark 1.0
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,e73_Copyrights,1756,1871,No Copyright - Public Domain Mark 1.0
8c865d12-a422-5a72-81e3-49dd1e30c5e7,tg:mpmak:322,e73_Copyrights,1665,1780,No Copyright - Public Domain Mark 1.0
67f06f02-d177-5d72-8bec-fff07c5f5160,tg:mpmak:332,e73_Copyrights,1653,1768,No Copyright - Public Domain Mark 1.0
5bc0a533-73fc-50a5-a5f0-4096f29d3b80,tg:mpmak:345,e73_Copyrights,1670,1785,No Copyright - Public Domain Mark 1.0
