ResourceID,brocade.id,card,order,source_field,Creation Time Span Source Note
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16360712
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16310900
a733e498-0d9f-5884-87fc-68a2a6e0943a,tg:mpmak:91,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18730122
1f6cb453-1415-58f6-b857-980d4e2162d5,tg:mpmak:81,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16080000
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16710909
2244ef42-1524-538b-ba31-f797579e2abb,tg:mpmak:205,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16540915
2244ef42-1524-538b-ba31-f797579e2abb,tg:mpmak:205,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16550315
ce8afe6d-0fe2-5150-8ae1-6111d3338cd3,tg:mpmak:389,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16681106
cd619290-2506-50ec-96f7-cfbf51bae7f3,tg:mpmak:399,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16701210
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17730212
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16100000
c059022a-13c3-5978-ae98-a89146bc953f,tg:mpmak:197,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16500318
7c9f210f-c32f-59db-a0d0-f10e68bad764,tg:mpmak:187,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16480229
a7883cad-f341-55a6-8b7d-fa865422c14a,tg:mpmak:248,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17810802
8fac1496-0279-5820-ae9f-1ca11fd4ac36,tg:mpmak:330,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16890102
5751d0c2-df53-5d72-bb05-c6a2470e9afd,tg:mpmak:258,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16620712
a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,tg:mpmak:320,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16850831
98e5bfd5-a3a2-5656-9e32-ac2c734e753f,tg:mpmak:352,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16420717
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670415
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,tg:mpmak:17,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17061015
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16341101
7382110a-7154-5d10-9940-4af1fa6964d9,tg:mpmak:283,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16800000
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17491206
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17430510
09036f08-b9e0-5440-859a-5427d5339352,tg:mpmak:100,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18710807
ea8027d3-6f0c-557e-995f-14184239617c,tg:mpmak:110,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16830821
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16440226
3bf7c3d8-64fe-5107-b43c-910391ebcb92,tg:mpmak:172,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16350809
9aa2b57b-785c-54bd-8cbc-e34831bf903b,tg:mpmak:204,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15890300
70cc1a27-3b03-56c4-b083-d22cdb40e79c,tg:mpmak:214,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16690403
563136cf-6f2f-5cd6-a591-3b314e55ac86,tg:mpmak:80,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16391108
1ef1c807-8f23-5537-97d5-9a70a3c3e334,tg:mpmak:90,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18731117
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,tg:mpmak:39,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000000
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17510123
d93b8ab1-4828-51a0-8c3f-57b95c7ad281,tg:mpmak:321,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16921009
1881442d-5902-5473-8e7e-b5f3b680782a,tg:mpmak:259,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16690408
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,tg:mpmak:331,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16530412
90723a45-ac70-5075-acf5-6d6de111b164,tg:mpmak:249,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16600000
f5c179b2-516c-5c58-94d2-3c229e4c8c29,tg:mpmak:64,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16100300
c4ed521c-f86c-53e5-8184-4ec043a2e193,tg:mpmak:74,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16130301
7caf88d8-505f-5e17-b3e4-d76ca8756972,tg:mpmak:5,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15690522
b615ffab-cde1-59b3-baa6-b5f0f2ce397a,tg:mpmak:398,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16690911
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,tg:mpmak:388,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15950123
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,tg:mpmak:186,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16280900
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16560326
5f0752ea-2988-593b-93a1-c042240f015d,tg:mpmak:282,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16720000
628846c9-1bbe-58e7-9717-8c55945f7d70,tg:mpmak:292,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340404
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16530301
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,17230510
85adc937-5019-5f43-b5f3-be3c6dab32ad,tg:mpmak:353,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000000
73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,tg:mpmak:365,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670307
b56475a3-95a9-593d-b636-615100189e5b,tg:mpmak:375,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16680300
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18721100
dfb0616b-81cc-529f-98ca-96e523739de6,tg:mpmak:89,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18740000
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16641022
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,17600000
5652dd86-752e-542e-b882-a71c4178234e,tg:mpmak:30,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17510123
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,tg:mpmak:42,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17450612
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,tg:mpmak:52,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15700000
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,tg:mpmak:307,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000408
3c65eeee-cddb-579f-b9c6-4659d09b03b9,tg:mpmak:317,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16450620
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15550504
4e89f0ad-1e85-5728-9c29-505c186e7e3a,tg:mpmak:232,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16220803
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,tg:mpmak:144,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16640626
869e1271-adff-515c-a7a1-ac43980f91bc,tg:mpmak:154,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16681220
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,tg:mpmak:126,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16621222
ccf78873-9ef3-5cc0-b244-0ac80ca716ec,tg:mpmak:136,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16680427
54294c9c-44af-5be1-9495-a7d7a1e3ec6d,tg:mpmak:338,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670425
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17111113
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,17151113
7898ec54-a7fb-53b4-a64e-1891b6ea45f3,tg:mpmak:328,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16800706
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16820000
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16860000
119cffab-953d-5981-bc2c-b38b1dc72151,tg:mpmak:391,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16681231
2426bffd-f751-51bf-a334-3b73340b0a4d,tg:mpmak:92,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18730700
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16691119
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16700104
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16710909
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,tg:mpmak:206,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16560926
f2c25d59-5a0e-52c5-b4cf-686f86f67261,tg:mpmak:170,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340617
89efcf60-ec42-5d6b-a967-f29e208e8aa5,tg:mpmak:160,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16710000
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15700000
5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,tg:mpmak:59,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16030300
4aa17bda-4162-5284-aec0-5d9f90eac283,tg:mpmak:112,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16850702
43410511-3eab-56e3-8496-1d9c1d9f6443,tg:mpmak:102,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18710816
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17420000
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16100625
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16450624
304f6493-7f33-5c48-88e1-a0071ed22d39,tg:mpmak:351,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16151118
3512e83d-bc6c-528f-8220-8f1a87fdfa2a,tg:mpmak:229,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16190116
a1a7cc33-bad6-5d62-a3c8-eed539625630,tg:mpmak:341,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670423
ce47e5f7-56e0-563f-902a-9c8363e6c193,tg:mpmak:239,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17070513
54efed87-3902-5879-a0fc-877ee458360f,tg:mpmak:333,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16710725
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670610
62a11643-e270-5164-b4f0-06dbe706d8bc,tg:mpmak:194,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16551225
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,tg:mpmak:184,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16381231
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17670000
095b7e37-8955-58cf-8731-92a31ccc0c21,tg:mpmak:66,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17660414
095b7e37-8955-58cf-8731-92a31ccc0c21,tg:mpmak:66,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,17670107
76f30119-5b4d-5c4e-9252-892d4ffdc597,tg:mpmak:50,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15731013
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16570609
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,16590117
dcef1a24-db1e-5a6e-99e8-485753bbc748,tg:mpmak:315,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16520502
7f8fb011-a3cb-5703-b1b0-dbceeee55c3b,tg:mpmak:305,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16531129
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340922
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400000
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000000
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,17000000
7ae3bd55-bc69-5501-8db8-8962eedaeb84,tg:mpmak:252,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15431105
88dac751-9023-5f4c-b3b2-7ca8282b8855,tg:mpmak:242,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17331015
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16671212
fa766c61-ec75-55c1-b85a-045fd4035203,tg:mpmak:124,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16590619
bdd1900f-bd91-5b3e-a652-6aa5c57c6469,tg:mpmak:393,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16690221
f388254e-8f40-5546-ad24-9310bcb73dd7,tg:mpmak:289,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15660826
383ad62b-3a37-5334-b4f9-eaab72278db1,tg:mpmak:299,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16540427
331184aa-7241-54df-a5a2-855105e81c1c,tg:mpmak:156,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16741229
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16651118
21deb227-d4fe-54ef-baef-f620f1586b19,tg:mpmak:348,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16100310
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15980812
ae2f76f6-2073-5e1f-867f-05142a5991ef,tg:mpmak:358,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16120120
d71c5094-f7f7-5c7b-ab12-f0ef129a81a3,tg:mpmak:220,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17570105
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,tg:mpmak:304,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16571018
30a919d4-f41d-54af-a3e5-941367e55751,tg:mpmak:314,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16350125
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17630514
28f04267-82db-56ce-b96a-81a8adc7ce6a,tg:mpmak:51,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15700000
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15670000
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,15680000
46ebb84d-e773-5947-9551-f1fea91b10fe,tg:mpmak:33,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16000000
46ebb84d-e773-5947-9551-f1fea91b10fe,tg:mpmak:33,e73_CreationTimeSpanSourceNotes,1,id/date.creationdate/so,17000000
504988df-231b-522d-bab8-c750ecb6c68a,tg:mpmak:366,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17880107
ed45eb92-593c-5aa0-a37a-f1426cef366f,tg:mpmak:178,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16430204
b276b384-5450-513b-b0d0-58887da71339,tg:mpmak:168,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16400900
3d5893f9-27a2-5e81-8dbe-e047d485284d,tg:mpmak:392,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16680520
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,tg:mpmak:243,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17340911
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15940502
727d3d78-0242-5636-8cb0-28a80370b662,tg:mpmak:125,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16660113
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16660216
7a5672ea-4e3a-53d3-8fed-0a2eb6bbab44,tg:mpmak:147,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670219
f6cc28f9-c611-5012-9107-9f1bdcff895b,tg:mpmak:157,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16680609
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,tg:mpmak:221,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17830505
9f782059-aa8f-564b-a246-13108794df97,tg:mpmak:359,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16120120
1a3f2aec-28b9-5b78-a104-f8a16a46cb62,tg:mpmak:231,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16611103
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15971129
f18fde71-3369-5827-b6f3-7f6765c5803d,tg:mpmak:298,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16550320
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17900923
09f0649e-72aa-5b96-83de-f4ccd9e5d7a0,tg:mpmak:207,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17520509
5ddf2d6e-4d1b-5023-8963-e170e0ca2b00,tg:mpmak:217,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16560305
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16760000
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,tg:mpmak:93,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18710120
0f493084-ee4f-58b2-bcf5-89415d331ea9,tg:mpmak:161,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16221212
92e2f92a-9f6c-595d-b32d-6d05167747f4,tg:mpmak:171,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16340617
b44c89c3-67ca-58b3-9e04-fb79b19c0eb4,tg:mpmak:103,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,18700000
0d776b41-0dad-5953-8610-e6de3fc62990,tg:mpmak:113,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16841116
3e0c6bf1-30bb-5838-9613-cefee765d9fd,tg:mpmak:265,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17590526
a3f6ecf4-3726-51a9-bcfc-8e9a35706147,tg:mpmak:275,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17410611
dfbd677e-359d-5d05-a162-145a67551673,tg:mpmak:58,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16020900
e7176069-c946-5bfb-a88b-b43b4b0b64da,tg:mpmak:48,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15730719
a73d1617-68f4-51e6-9cce-d930b26bf3e7,tg:mpmak:238,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17070513
fd2fe967-9ed5-57dc-b177-f4d3a08249d8,tg:mpmak:340,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16670000
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,tg:mpmak:350,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,15930000
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16730825
bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,tg:mpmak:291,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,16250215
99003766-9415-5d2b-98e7-d79b7807c2bb,tg:mpmak:15,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,17030301
