ResourceID,brocade.id,card,order,source_field,source_code,Document status
7e617d62-5f7c-54ee-8969-57ed6b03d059,tg:mpmak:171_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
276e6e8b-bf0d-5f32-8f25-cc72faa0a4e3,tg:mpmak:103_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
570b2dd2-9ec9-530b-a65d-cfebb534a6f8,tg:mpmak:113_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
12be8bcd-0dfe-521c-9c62-6534fb5672b3,tg:mpmak:86_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
253e0f60-1795-594e-965f-7cc0d289384c,tg:mpmak:116_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
0de8137d-2aa6-51c4-9f8e-132d817241a0,tg:mpmak:199_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
04a3becf-7aac-5cc7-833b-c9fb6bf5b039,tg:mpmak:19_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
4aebc32c-5961-5597-92ff-ff36dedf4e54,tg:mpmak:36_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
685bbe3e-2de1-53cc-bf76-f4761da9ca43,tg:mpmak:121_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
9bb86da1-69a0-5c41-a1a4-a9485c19b283,tg:mpmak:247_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
89bc5050-4bb3-50ea-ad18-74ba2a9a2aa3,tg:mpmak:402_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
707ea572-4bc9-5b35-ae31-5ba068ac0927,tg:mpmak:37_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
76ad65c2-262d-57f4-a523-f2be91119286,tg:mpmak:138_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
1e2001a7-5c30-5233-9f4c-880d8d801c43,tg:mpmak:191_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
bb6c1595-5f4d-5cff-af51-4ac86faf57b1,tg:mpmak:165_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
b8c2bab5-4120-5edb-b5e2-5a2062986d99,tg:mpmak:245_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
23283e6b-d0a0-5924-8a5e-60924496cd1b,tg:mpmak:370_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
4027e1d4-bf77-5fc9-89ef-2aeea0ebe49e,tg:mpmak:25_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
24aac70c-0030-5350-b57e-6570197021cc,tg:mpmak:183_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
95847168-f33d-59f3-85e3-fcac3e9ef679,tg:mpmak:148_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
c787936e-3841-55c6-8778-401cb4a4fffa,tg:mpmak:95_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
bb0a0f02-5680-5b97-8fbf-41fbd02cdcb5,tg:mpmak:167_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
ceff5cf9-7b6f-5746-af0c-c3fe33328dd0,tg:mpmak:192_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
7d7fb528-5ad6-5491-8b12-3dba507a8d91,tg:mpmak:149_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
a0d34a10-930e-53f8-923c-17ff4ee68fda,tg:mpmak:104_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
c96c3bed-800c-5d3c-87ef-070a5e7e6462,tg:mpmak:262_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
a6d65a31-196e-527c-8316-fa9f1d0f2af5,tg:mpmak:244_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
a6e29862-be47-5804-9a46-93f0d841a9f0,tg:mpmak:24_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,tc,transcriptions (documents)
4ecb7591-7037-5356-95a1-e7dba392ae64,tg:mpmak:361_#1,e22_DocumentStatus,1,kenmerken.mpmorigak,akex,extracts (partial documents)
aed34036-2d89-5682-b43b-6104191917b7,tg:mpmdc:21_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
1a62e058-c6d8-50f1-9119-6a123ec75ba3,tg:mpmdc:6_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
feaac8e1-bce6-5114-95d4-8a63b322b283,tg:mpmhs:5_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
9d261355-8e69-5660-a2b4-6ece4480e784,tg:mpmre:531_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
169e8a16-f639-59d6-a672-37d11c1780e2,tg:mpmre:543_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
a5d40188-501a-5a16-97da-50a9d9568375,tg:mpmre:553_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
702d6b07-38d6-5c48-9d35-1a119d112648,tg:mpmre:28_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
8f46e93e-6766-5fe5-821d-084ffefebda4,tg:mpmre:538_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
ddac6289-e4aa-50c4-8868-1d4dd3db2bea,tg:mpmre:528_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
1e8f68e7-8661-5138-aa5d-9c85a8febc2d,tg:mpmre:575_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
5495cc6c-f432-53a4-915e-86d8886b1c82,tg:mpmre:529_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
4b578623-b082-566a-bfb8-82785d08641e,tg:mpmre:539_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
c5221906-912f-5715-a624-f263dca48128,tg:mpmre:574_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
a65fba2c-75bd-561b-8e20-20ba84f826a6,tg:mpmre:670_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
7d5c3473-7899-5ca2-af7e-3670d90a36df,tg:mpmre:656_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
78c4adc9-6d7c-575c-b624-b0bb0fed1be4,tg:mpmre:552_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
c5f8318a-3176-58d6-bb2f-e7e2773b658d,tg:mpmre:542_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
567fdbb8-473c-5623-a5b5-f9814c0c3a90,tg:mpmre:498_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
a6899fb0-a97e-5cc3-8ab8-9a35509948ab,tg:mpmre:559_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
bbf2b7df-d76d-5535-8f14-eb542e257cf3,tg:mpmre:549_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
490f7548-5768-5d17-90bf-e9ea721ef1fd,tg:mpmre:576_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
fbecec2d-7eac-552b-bdd0-320b729744be,tg:mpmre:540_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
e59d67d8-fa1d-53ea-bb48-189387ec503f,tg:mpmre:550_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
43179e5a-17b3-5055-b5a7-b04bf6b20de7,tg:mpmre:532_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
016eb2cc-16b5-50dd-b16e-8e2a61a5e310,tg:mpmre:551_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
8a7d5818-c0a7-5c8a-9901-33dc3b0535be,tg:mpmre:541_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
7fec2357-bbdf-55e9-a92d-0beb11bdd86e,tg:mpmre:533_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
dced4d83-a263-5a5a-8431-eac741910ec8,tg:mpmre:724_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
9e7b0a88-d70b-5514-af21-aa7dad43ebea,tg:mpmre:548_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
9f5f81cb-b449-5d7a-8514-9d1cc551e04c,tg:mpmre:500_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
6ea9b001-9740-5295-b0f6-dd7aa91fdc9f,tg:mpmre:544_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
e410890f-4bf5-56ca-aabb-a93515eea97f,tg:mpmre:554_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
ec4f3740-012f-50a4-b16c-7a5c1d87393d,tg:mpmre:26_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
a60ff2d4-11f2-5093-8d5f-a27e2a55a51c,tg:mpmre:536_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
ed9b9f0c-bc93-5698-9db3-1c6577a58a9a,tg:mpmre:257_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
dea12052-9749-5bf5-817d-f073b012bcab,tg:mpmre:555_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
177be0f3-e695-5b08-92c3-bf79e1fd1ae0,tg:mpmre:545_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
8f0c1eeb-6937-5f7b-a020-70d64146767b,tg:mpmre:537_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
a19ec598-bf7d-5b9f-a5a7-79627869fea8,tg:mpmre:587_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
c25ce43c-1f4d-5f40-bea5-db827e7c09f3,tg:mpmre:535_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
ffb94f3f-c310-59b7-abc0-f1badab5f279,tg:mpmre:496_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
d30a86f0-cdcd-5ced-9505-dad582c9a7ca,tg:mpmre:547_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
94d83a87-c0d6-5d6a-a5e3-89c9de4479cd,tg:mpmre:557_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
d58c53e9-e1a0-5ac5-b0d9-66f5116bdfb1,tg:mpmre:561_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
5d913935-669c-518e-b98c-e3e8811240eb,tg:mpmre:571_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
4f2b2c3d-f358-5656-9955-0c9af69fa8b6,tg:mpmre:167_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
c1ee0049-646b-531f-92c0-f5584d2b6adb,tg:mpmre:534_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
b08e81ec-d7c2-50b9-a82a-4ac5901f4ea3,tg:mpmre:546_#1,e22_DocumentStatus,1,kenmerken.mpmorighs,tc,transcriptions (documents)
