ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
37dd6344-9543-5f34-ad03-51cf572ac425,tg:mpmak:120,e73_Descriptions,1,note.mpmcontent,"<p>Bevat een aantekening inzake de samenstelling van de erfgenamen van Adriaen Vlacq</p>
",descriptive note,Nederlands
4bcd8c83-b31e-5038-81d3-e761e4dc3293,tg:mpmak:121,e73_Descriptions,1,note.mpmcontent,"<p>Bevat een aantekening van Balthasar II Moretus</p>
",descriptive note,Nederlands
5a3b38ae-e90f-54e3-bee3-2197d07dca50,tg:mpmak:386,e73_Descriptions,3,note.mpmcontent,"<p>Inscripties op de achterkant: &quot;Christophle Plantin den coop vande groote huysinge opde Vrydaeghs merckt 1579&quot;; &quot;Achapt de limprimerie sur la Vrydaechsmerct</p>
",descriptive note,Nederlands
780ee72b-6eff-5922-aa06-2fa85a3019b6,tg:mpmak:27,e73_Descriptions,,id.desc,Huisreglement voor de winkelbedienden van de Officina Plantiniana met de taakomschrijving van individuele winkelbedienden,descriptive note,Nederlands
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,e73_Descriptions,,id.desc,Algemeen privilege toegekend door de Raad van Brabant aan Jan I Moretus voor het drukken van bijbels en liturgische werken,descriptive note,Nederlands
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,e73_Descriptions,1,note.mpmcontent,"<p>kosten genoteerd bij het zegel: IIII £ II sch. VI d.</p>
",descriptive note,Nederlands
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,e73_Descriptions,1,note.mpmcontent,"<p>Afrekening van de huur van de winkel in Frankfurt</p>
",descriptive note,Nederlands
ac89b905-ef82-5bfc-950d-f73dfc3f418b,tg:mpmak:261,e73_Descriptions,,id.desc,"Incipit: ""Tauxatie, weirdatie ende prisatie van alle ende igelijcke de naerbes. landerijen boomghaerde hoff ende andere plantagien op de straete gedaen ten versoecke ende requisitie van d'erffgen. wijlen dhr. Borrekens gelegen aen hunne hoove alhier inde Biest, ende dat door Anthoni de Moor ende Peeter Verhooven schepenen in Eeckeren dese 28e maij 1693",descriptive note,Nederlands
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,e73_Descriptions,,id.desc,Algemeen privilege toegekend door de Geheime Raad aan Jan I Moretus voor het drukken van bijbels en liturgische werken,descriptive note,Nederlands
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,tg:mpmak:12,e73_Descriptions,,id.desc,"Privilege toegekend door de Raad van Brabant toegekend aan Jan I Moretus voor het drukken van Joannes Molanus, Militia sacra, 1592",descriptive note,Nederlands
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,e73_Descriptions,1,note.mpmcontent,"<p>Bevat aantekeningen van Tessaro inzake de verkoop van de aangekochte kaarten</p>
",descriptive note,Nederlands
576660cb-67c8-5b2b-a6ee-1ddcbec3b994,tg:mpmdc:31,e73_Descriptions,,id.desc,"Diverse kopies van letterproeven op papier met identificatie van lettertypes (Romein, Grieks en Italiek) (*Auxilium nostrum fit à Jehova …* / *ecce specimen typorum variorum …*)
",descriptive note,Nederlands
2810c6b7-d599-5a48-a38b-814476bfbf8a,tg:mpmdc:21,e73_Descriptions,2,note.mpmcontent,"<p>Bevat een aanvulling door Balthasar III Moretus uit 1691</p>
",descriptive note,Nederlands
a31e411e-37e2-5013-9e09-82b01a6c8ffd,tg:mpmdc:43,e73_Descriptions,,id.desc,"*Proeven van letteren dewelcke gegooten worden by Mr. Johannes Rolu, letter-snyder, woonende tot Amsterdam, in de laetste Lely dwars-straet* (Johannes Rolu, Amsterdam 1700)",descriptive note,Nederlands
fc0bf742-c369-5cb0-9949-bede42d5972c,tg:mpmdc:38,e73_Descriptions,,id.desc,"*Proef van letteren, die te bekomen zyn by de weduwe van Dirck Voskens, in syn leven letter- snyder- en gieter, op de Bloem-graft, tot Amsterdam* (Weduwe Dirk Voskens, Amsterdam 1695)
",descriptive note,Nederlands
20e1bf91-fdc4-5157-8bd1-e006b969f6d9,tg:mpmdc:17,e73_Descriptions,1,note.mpmcontent,"<p>Aantekening gemaakt na het overleg met Cornelius Hackius tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671</p>
",descriptive note,Nederlands
b7ec58e3-6e85-5993-851f-2ea707903106,tg:mpmdc:39,e73_Descriptions,,id.desc,"*Proef van letteren, die te bekomen zyn by de weduwe van Joannis Adamsz, en Abraham Ente. Lettergieter, in de nuwe Lely-straat, in de Batavier, tot Amsterdam* (Weduwe Joannis Adamsz en Abraham Ente, Amsterdam 1700)",descriptive note,Nederlands
2d86681f-a019-5a78-9365-0861dc17a597,tg:mpmdc:29,e73_Descriptions,,id.desc,"Aanvragen en verdere context over de oude drukken uit Dresden (AV REPRO OD 34.1-34.4), Stuttgart en Strasbourg.",descriptive note,Nederlands
8e1b43fd-0985-57be-9cd0-7a2e4317c720,tg:mpmdc:16,e73_Descriptions,1,note.mpmcontent,"<p>Aantekening gemaakt na het overleg met Petrus Hackius tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671</p>
",descriptive note,Nederlands
b285ca55-0c2a-546f-b1fe-f1eb2b5ae7fe,tg:mpmdc:30,e73_Descriptions,,id.desc,Notitieboekje over epigrafie en met betrekking tot de andere geregistreerde stukken (AV REPRO OD 35.1-35.3). In het boekje staan bibliografische referenties en zijn acht inscripties opgesomd met bijhorende plaatskenmerk uit de bewaarinstelling,descriptive note,Nederlands
e60a904f-221f-5aff-bfd8-3376f274e68a,tg:mpmdc:42,e73_Descriptions,,id.desc,"Fragment van een letterproef, maar kan geen titel reconstrueren door onvolledigheid. De letterproef is in 1695 gedrukt in Amsterdam.",descriptive note,Nederlands
498cf4c1-96d0-5d9a-8bdc-48f45b1b0adc,tg:mpmdc:40,e73_Descriptions,,id.desc,"*Proeven van letteren die gesneden zijn door wylen Christoffel van Dyck, soo al de selve verkoft zullen werden ten huyse van de weduwe wylen Daniel Elsevier op't water, by de Papenbrugh, in de Olmboom, op woensdagh, den 5 Martii 1681* (Weduwe Daniel Elsevier, [Amsterdam] 1681)",descriptive note,Nederlands
1fffb2bf-6320-5611-ba4d-c297f702149a,tg:mpmdc:32,e73_Descriptions,,id.desc,"*Specimen characterum seu typorum probatissimorum incondite quidem, sed secundum suastamen differentias propositum tam ipsis librorum antorieus ...* (Konrad Berner, 1592)",descriptive note,Nederlands
7c2b8af8-4bf2-559c-8a42-2a29f43a44b3,tg:mpmdc:41,e73_Descriptions,,id.desc,"*Proeven van letteren die gesneden zijn door wylen Christoffel van Dyck, welke te bekomen zijn op de Nieuwe Heere Gracht, over de plantagie, in de boekdrukkery, tot Amsterdam* (J. Roman, Amsterdam 1762)",descriptive note,Nederlands
d2e07ba6-ab97-5dd2-85d1-43e8ffaa36e1,tg:mpmdc:33,e73_Descriptions,,id.desc,"*Specimen characterum seu typorum probatissimorum incondite quidem, sed secundum suastamen differentias propositum tam ipsis librorum antorieus ...* (Johann Berner, Frankfurt am Main 1622)
",descriptive note,Nederlands
9dcd5578-2ab6-59fb-83bc-43c7dfb65a12,tg:mpmdc:15,e73_Descriptions,1,note.mpmcontent,"<p>Aantekening gemaakt na het overleg met Johannes Janssonius van Waesberge tijdens de incassoreis van Balthasar III Moretus naar de Republiek in september 1671</p>
",descriptive note,Nederlands
c5f8aaf2-3016-53be-8059-0957cd19e07b,tg:mpmdc:6,e73_Descriptions,,id.desc,Lied dat gezongen werd in de vrijmakingsceremonie van de gezellen van de Officina Plantiniana,descriptive note,Nederlands
0602794f-ee68-5f90-b43d-82483714811d,tg:mpmdc:36,e73_Descriptions,,id.desc,"*In omnia munere Domini Dei nostri, in omni eius consolatione, in omni coreptione, in indulgentia, …* (Bartholomeus Voskens, [Hamburg] 1660)",descriptive note,Nederlands
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,e73_Descriptions,2,note.mpmcontent,"<p>Met vermelding van de peters en meters van elk kind en de doopgiften die ze geschonken hebben</p>
",descriptive note,Nederlands
682565c3-6f42-5ad3-96db-0f571b3b1fda,tg:mpmdc:37,e73_Descriptions,,id.desc,"*Der Proben ...* (Reinhard Voskens, Frankfurt am Main 1670)",descriptive note,Nederlands
2996ccf7-5267-5908-89c0-69ff2fa7304d,tg:mpmdc:35,e73_Descriptions,,id.desc,"*Jehova in principio erat sermo et ipse sermo erat apud deum, et deus erat ipse sermo, hic erat in principio apud deum, omnia per manum …* (Johann D. Fievet, Frankfurt am Main 1682)
",descriptive note,Nederlands
844ab534-b3ea-5714-b4c5-64db3fcea0e2,tg:mpmdc:34,e73_Descriptions,,id.desc,"*Iehova in principio erat sermo et ipse sermo erat apud deum, et deus erat ipse sermo hic erat in principio apud deum omnia per manum …* (Johann P. Fievet, Frankfurt am Main 1664)
",descriptive note,Nederlands
05c05da3-4bc9-5343-88c1-6a001c71f309,tg:mpmhs:17,e73_Descriptions,1,note.mpmcontent,"<p>Op de eerste pagina bovenaan links staat het opschrift &quot;I&quot; en bovenaan &quot;Notas - Plantin II - Varia&quot;. Verder komen ook de titeltjes &quot;Gedrukte boeken&quot; en &quot;Gravuren&quot; voor.<br />
Zie MR 47.06 voor de bundels met opschriften 'II' en 'III', het vervolg.</p>
<p>Opschrift &quot;Gezien 19/11/1912&quot; op de eerste pagina.</p>
",descriptive note,Nederlands
418866a0-b4df-51de-b65a-8bc2d58a500a,tg:mpmhs:22,e73_Descriptions,1,note.mpmcontent,"<p>In 5 deeltjes gebonden (&quot;texte&quot; 1 - 5). Bij het laatste deeltje gaat het nog meer om losse info dan om uitgeschreven tekst. Het gaat om een eerdere versie dan het handschrift met nummer M 15.12 (II).</p>
",descriptive note,Nederlands
148126fe-3486-5bcf-9ce6-a3d1d720fc4c,tg:mpmhs:15,e73_Descriptions,1,note.mpmcontent,"<p>Het gaat om twee bundels: &quot;Bestaande platen / in de kassen der bovenkamer&quot; en &quot;Platen op koper / voorhanden in de kassen op de houtsnee kamer&quot;. Het gaat dus hoogstwaarschijnlijk om twee inventarissen.</p>
<p>In de eerste bundel zit vooraan briefwisseling uit 1881-1888, een losse notitie en een nota van Rosseels uit 1899 i.v.m. voorschotten. De notities die daarna volgen vormen een soort inventaris van laden en kasten, waaronder ook een notitie &quot;Gravuren naar Rubens&quot;.</p>
",descriptive note,Nederlands
74e4fbd4-f5ce-5b26-957c-12628a06f61f,tg:mpmhs:19,e73_Descriptions,1,note.mpmcontent,"<p>Bevat briefwisseling uit 1882, notities van Rooses en transcripties van archiefstukken (scabinale protocollen van de stad Antwerpen) uit de 16de-18de eeuw.</p>
",descriptive note,Nederlands
c3ecaee8-4355-5b38-85ac-4c962caff834,tg:mpmhs:18,e73_Descriptions,1,note.mpmcontent,"<p>Op de eerste pagina's staat respectievelijk &quot;II&quot; en &quot;III&quot;, dus vermoedelijk horen deze bij de eerdere notities met opschrift &quot;I&quot; (zie MR 47.05).<br />
De notities met nummer II dragen de titel &quot;Baronius&quot;, verder komen ook de titels &quot; Gilles Beys&quot; en &quot;Juste Lipse&quot; voor.<br />
De notities met nummer III dragen de titel &quot;Balthasar Moretus II I&quot; en o.a. de ondertitel &quot;Nota'Boekje van Balthasar II&quot;.</p>
<p>Op een van de pagina's staat de vermelding &quot;Gelezen op 15 7ber 1912&quot;.</p>
",descriptive note,Nederlands
621810a4-5a1d-5c74-bc60-1b1d180a7d01,tg:mpmre:459,e73_Descriptions,,id.desc,Journaal inzake de detailhandel in de boekwinkel,descriptive note,Nederlands
f8258352-501a-522c-83ac-e3d48a6a8c25,tg:mpmre:521,e73_Descriptions,,id.desc,Moderne convoluutband van losse vellen en katernen met concepten van uitgaande brieven,descriptive note,Nederlands
9cd2600d-7343-5087-8cb8-88fb4d148c70,tg:mpmre:466,e73_Descriptions,,id.desc,Journaal inzake de detailhandel in de boekwinkel,descriptive note,Nederlands
ddf61dee-714c-5f2e-9295-26504c4d9dac,tg:mpmre:476,e73_Descriptions,1,note.mpmcontent,"<p>Bevat achteraan een resumé van de inkomsten voor de periode 1834-1842: &quot;Riassuma della vendita d'ogni mese 1834 (-1842)</p>
",descriptive note,Nederlands
3da826c4-ecba-5f33-b679-07aa4684cfcf,tg:mpmre:678,e73_Descriptions,,id.desc,"Later toegevoegd etiket op kaft: 'Boek der voorschotten, uitgevoerd door Em. Rosseels: 1898-1902. Boek der uitgaven: 1906-1912'.  
",descriptive note,Nederlands
3da826c4-ecba-5f33-b679-07aa4684cfcf,tg:mpmre:678,e73_Descriptions,2,note.mpmcontent,"<p>Achteraan ook één kladbrief.</p>
",descriptive note,Nederlands
47cb3694-7c7e-548c-a4a0-651ea604d492,tg:mpmre:685,e73_Descriptions,,id.desc,Registratie van bibliotheekstukken die naar de boekbinder werden gestuurd.,descriptive note,Nederlands
27780a1f-1191-53bf-a19e-f68057ed96c8,tg:mpmre:695,e73_Descriptions,2,note.mpmcontent,"<ul>
<li>Fol. [1] [titelpagina]: 'Theatrvm typographicvm Plantinianæ officinæ. In quo vera eiusdem Librorum, Characterum, Iconum, &amp; ornamentorum Specimina quamplurima ob oculos ponuntur. Antverpiæ; Anno Domini. M.D.LXXVI.'</li>
<li>Fol. [2]: 'Christophoro Plantino Architypographo Regio, Socero suo Honorando, Ioannes Moretvs Antverpianus, Prima Ianuarii, Anno Salutis. M.D.LXXVI. humiliter obtulit, dedicauitq.'</li>
<li>Fol. [3]: 'A Christophle Plantin. S. Treshonorere Pere en priant Dieu quil vous donne bonne et longue vie [...]'</li>
<li>Fol. [8]: 'S. Biblior. Regis Catholici mandato a Christophoro Plantino Impressorum, cum Apparatus S. voluminibus, vera Titulorum Specimina.'</li>
<li>Fol. [22]: 'Rubricarum Plantinianæ Officinæ Specimina vera.'</li>
<li>Fol. [42]: 'Librorum Theologicorum Officinæ Plantinianæ specimina'</li>
<li>Fol. [61]: 'Librorum vtriusq. Iuris specimina ex officina Plantiniana'</li>
<li>Fol. [71]: 'Historicorum librorum Plantinianæ officinæ vera specimina'</li>
<li>Fol. [81]: 'Poetarum ex officina Plantinj prodeuntium Specimina'</li>
<li>Fol. [93]: 'Librorum in re Medica, Philosophica, Geometrica, et Herbaria, ex Officina Plantiniana Prodeuntium specimina vera'</li>
<li>Fol. [103]: 'Librorum diuersorum in bonis literis ex officina Plantiniana prodeuntium Specimina vera'</li>
<li>Fol. [113]: 'Librorum Græcor[um], Græcolat[inum], Hebraicoru[m] et syriacorvm specimina officinæ Plantinianæ'</li>
<li>Fol. [122]: 'Librorum Gallicorum, Italicrum, et Hispanicorum, Plantinianæ officinæ specimina'</li>
<li>Fol. [132]: 'Librorum Flandrico sermone in Plantiniana officina impreßoru[m] Specimina'</li>
<li>Fol. [142]: 'Tabularum diuersar[um], Calendior[um], Catalogorum, edictorumq[ue] nonnullor[um] ac parietibus affigendor[um] specimina varia ex Plantiniana Typographica'</li>
<li>Fol. [156]: 'Figuræ historiæ Frumentor[um] Dodonæi ex Typographia Pla[n]tinj'</li>
<li>Fol. [175]: 'Figuræ Symbolorum Heroicorum Paradini, Officinæ Plantinianæ'</li>
<li>Fol. [205]: 'Figuræ Quadragintatres Aereis formis expressæ, quibus Plantinus Imagines Anatomicas Humani Corporis imprimi curauit'</li>
<li>Fol. [218]: 'Figuræ Sexagintaocto Iconum Medicorum ex offic[in]a Plantiniana'</li>
<li>Fol. [238]: 'Figuræ Bibliorum, et aliæ diuersæ Aereis Formis expressæ, ea magnitudine quam in (4°) nuncupamus, quibus Plantinus vsus est in diuersor[um] librorum curiosa impressione'</li>
<li>Fol. [254]: 'Figuræ diuersæ, ligneis formis expreßæ, magnitudinis in (f°) dictæ, quibus est Plantinus usus, in varior[um] libroru[m] impressione'</li>
<li>Fol. [264]: 'Figuræ diuersæ Aereis formis expressae, magnitudinis (in f°) nuncupatę, quibus Plantinus vsvs est, in excudendis Missalibus, Breuiarijs &amp;c.'</li>
<li>Fol. [274]: 'Ornamenta diuersa, variarumq[ue] formar[um], Aereis formis expressa, quibus Plantinus vsus est in libror[um] multorum Impressione suæ officinæ'</li>
<li>Fol. [284]: 'Ornamenta varia, ligneis et Plumbeis formis expressa, quibus Plantinus est vsus, in sua Typographica officina'</li>
</ul>
<p>[Op 26/06/1956 heeft men op fol. 288 verso - 298 recto diverse titelpagina's ingeplakt. Hiervoor heeft men een katern met modern papier aan de band toegevoegd (fol. 294-298)]</p>
",descriptive note,Nederlands
e53f3300-2f13-5093-b9c4-e0c2846be363,tg:mpmre:671,e73_Descriptions,2,note.mpmcontent,"<ul>
<li>Geheel desperate schulden (fol. 1-31)</li>
<li>Schulden met weinig hoop op invordering (fol. 32-40)</li>
</ul>
",descriptive note,Nederlands
053eaefd-b76e-5d9c-ba1f-1de30dc50179,tg:mpmre:17,e73_Descriptions,,id.desc,Samenvatting van de reglementen van de Kapel van de Officina Plantiniana tot 1699 met aanvullingen tot 1739,descriptive note,Nederlands
6c21c890-73be-5ab9-a5fc-6809f3bbfbb4,tg:mpmre:694,e73_Descriptions,2,note.mpmcontent,"<ul>
<li>Fol. [2] recto [titelpagina]: 'Theatri floscvlorvm Plantinianæ officinæ Pars Prima. Antverpiæ Anno Dñi. M.D.LXXV.'</li>
<li>Fol. [3] recto: 'Christophoro Plantino Architypograpo regio, socero svo honor[issi]mo Ioannes Moretus S.P.D.'</li>
<li>Fol. [4] recto: 'Index alphabeticvs'</li>
<li>Fol. [5] verso: 'Candido spectatori I.M. S.P.D.'</li>
<li>Fol. [6] recto: Ongevouwen katernen van 160 edities gedrukt in de Officina Plantiniana tussen 1564-1574</li>
</ul>
",descriptive note,Nederlands
f7e346cc-30e6-5b6b-a3ea-3a7cfb612ed9,tg:mpmre:564,e73_Descriptions,1,note.mpmcontent,"<p>Dit register werd gelijktijdig averechts gebruikt. De ene richting bevat het kopieboek (fol. 1 recto - 116 verso), de andere richting bevat afschriften van wisselbrieven (fol. 148 verso - 116 verso).</p>
",descriptive note,Nederlands
65b4ef1e-fc2b-5a3c-a652-4051195a6c1f,tg:mpmre:16,e73_Descriptions,,id.desc,"Chronologische staat van de werknemers van de Officina Plantiniana die aangesloten waren bij de ziekenbus van de Kapel, met de exacte data van in- en uitdiensttreding en overlijden",descriptive note,Nederlands
4438f722-448c-572f-a213-c80a2da4bcd1,tg:mpmre:670,e73_Descriptions,1,note.mpmcontent,"<p>Bestemmelingen:</p>
<ul>
<li>Jacobus Marchantius (15/09/1607)</li>
<li>Lambertus vander Burchius (11/09/1607)</li>
<li>Petrus Pantinus (08/1607)</li>
</ul>
",descriptive note,Nederlands
12dc2281-55e4-5162-a8c6-058f7f062b5b,tg:mpmre:656,e73_Descriptions,1,note.mpmcontent,"<p>Datering van de brieven:<br />
29/03/1702<br />
13/01/1703<br />
10/03/1703<br />
07/04/1705</p>
",descriptive note,Nederlands
c12b4d42-ff2d-5d17-a063-dfaa9135ee37,tg:mpmre:448,e73_Descriptions,1,note.mpmcontent,"<p>Het grootboek bevat aantekeningen per papiersoort inzake de levering van papier door papierhandelaren in de periode 1745-1764 (fol. 2 verso - 24 recto en fol. 89 verso - 90 recto). Vervolgens bevat het register voor de periode 1757-1768 aantekeningen per editie inzake de oplage en de periode dat de editie op de pers lag (fol. 28 verso - 71 verso). Ten slotte bevat het register een aantekening inzake de levering van papier besteld bij Jan Baptist van Langenhoven uit Brussel in 1758 (fol. 91 verso - 92 recto).</p>
",descriptive note,Nederlands
03e56b8d-3c04-59c4-877f-bd867540a0b4,tg:mpmre:520,e73_Descriptions,1,note.mpmcontent,"<p>Bevat de volgende onderdelen:</p>
<ul>
<li>Inventaris van drie matrijzensets van Robert Granjon en één van Claude Garamont, 1556 (pp. III-IV)</li>
<li>Journaal inzake de verzending van boeken naar Parijs en Frankfurt, 1556-1559 (pp. 1-38)</li>
<li>Journaal inzake de aankoop van kant, 1556-1561 (pp. 39-72)</li>
<li>Prijslijst van Spaanse en Latijnse edities van Martinus I Nutius (voorlaatste folio)</li>
</ul>
",descriptive note,Nederlands
7b03e497-5d4d-500a-8e90-729d8e8965ff,tg:mpmre:458,e73_Descriptions,,id.desc,Journaal inzake de detailhandel in de boekwinkel,descriptive note,Nederlands
2e80224c-f6dd-585c-98f1-c9b2b6302f16,tg:mpmre:20,e73_Descriptions,1,note.mpmcontent,"<p>Vernieuwen van de Wet 1667-1670: fol. 51 recto - 53 recto</p>
",descriptive note,Nederlands
a09ec092-4ecf-5c25-9b0e-25816142d8a3,tg:mpmre:483,e73_Descriptions,3,note.mpmcontent,"<p>Allen de schulden in desen boeck gheteeckent M.S. B.M. behooren toe aende compagnie van jouff. Maria de Sweert sal[ige]r met haeren sone Balthasar Moretus: allen de resterende behooren toe aenden selven Balthasar Moretus alleen&quot; (incipit fol. [1] recto)</p>
",descriptive note,Nederlands
6a3b9897-09c7-5d20-8764-3123d662e9f8,tg:mpmre:477,e73_Descriptions,2,note.mpmcontent,"<p>Bevat achteraan een resumé van de inkomsten voor de periode 1855-1870: &quot;1855 (-1870) Résumé de la vente générale</p>
",descriptive note,Nederlands
41065ee2-8420-50ec-bf57-e0baa89420a1,tg:mpmre:467,e73_Descriptions,,id.desc,Journaal inzake de detailhandel in de boekwinkel,descriptive note,Nederlands
8657ee74-5c45-53d3-80fb-8cddee295f13,tg:mpmre:669,e73_Descriptions,2,note.mpmcontent,"<ul>
<li>Geboortedata en -uren van de kinderen met vermelding van de doopdatum en de dooppeters en -meters (fol. [1] verso - [3] recto)</li>
<li>Chronologische aantekeningen per kind inzake de ontvangen nieuwjaarsgiften (pp. 1-26)</li>
<li>Aantekeningen inzake de belegging van de nieuwjaarsgiften (pp. 37-40)</li>
</ul>
",descriptive note,Nederlands
5d7b55ae-717e-5dd1-8de1-707546ab91c1,tg:mpmre:679,e73_Descriptions,3,note.mpmcontent,"<p>Achteraan ook twee kladbrieven.</p>
",descriptive note,Nederlands
3204367e-e457-58d5-8d42-9a9250c4e290,tg:mpmre:240,e73_Descriptions,1,note.mpmcontent,"<p>Bevat uitsluitend de debetzijde en niet de creditzijde</p>
",descriptive note,Nederlands
70f57368-86c6-57fb-a1f5-3bff0726d5fc,tg:mpmre:725,e73_Descriptions,1,note.mpmcontent,"<p>Bevat achteraan rekeningen voor koning Filips II:</p>
<ul>
<li>fol. 202 recto - 206 recto: verzending van exemplaren van de Biblia Regia (augustus 1571 tot juni 1574)</li>
<li>fol. 212 recto - 221 recto: aankoop van boeken door Benito Arias Montano voor de bibliotheek van het klooster-paleis van San Lorenzo de El Escorial (21 mei 1572)</li>
<li>fol. 221 verso - 223 recto: verzending van exemplaren van de Biblia Regia en van liturgische boeken (september 1572 - mei 1573)</li>
<li>fol. 248 recto - 258 verso: aankoop van boeken door Benito Arias Montano voor de bibliotheek van het klooster-paleis van San Lorenzo de El Escorial (juli 1573)</li>
</ul>
",descriptive note,Nederlands
ef574ee1-fa09-5a07-8db0-9e4fbb89bd75,tg:mpmre:696,e73_Descriptions,1,note.mpmcontent,"<p>Bevat 9 monsters van kant die met speldjes aan het stuk zijn bevestigd; De versozijde is blanco</p>
",descriptive note,Nederlands
ef574ee1-fa09-5a07-8db0-9e4fbb89bd75,tg:mpmre:696,e73_Descriptions,2,note.mpmcontent,"<p>Bevat een aantekening:&quot; Van ider sorte sooveel ellen als inde memorie staet</p>
",descriptive note,Nederlands
68f76659-8c1b-5870-8429-35342b437a15,tg:mpmre:14,e73_Descriptions,,id.desc,Register van de jaarlijkse aanstelling van het nieuwe bestuur van de Kapel van de Officina Plantiniana,descriptive note,Nederlands
49a83fb4-aca8-5f39-8bb9-664d6007aad0,tg:mpmre:636,e73_Descriptions,2,note.mpmcontent,"<p>Christoffel Plantijn verwees naar dit grootboek als 'livre des libraires de Flandre'. Het bevat hoofdzakelijk boekhandelaren uit de Nederlanden aangevuld met paar Italiaanse, Iberische en Engelse boekhandelaren.</p>
",descriptive note,Nederlands
aa1ea775-2118-5228-8d57-3bf8203f1053,tg:mpmre:522,e73_Descriptions,,id.desc,Moderne convoluutband van losse vellen en katernen met concepten van uitgaande brieven,descriptive note,Nederlands
