ResourceID,brocade.id,card,order,source_field,source_code,Hallmark Type
ca9d9183-749b-5860-8a8e-576a2f887b00,tg:mpmak:77_#1,e22_HallmarkTypes,3,kenmerken.mpmwaarmerk,akwaht,signatures (names)
cb0459e5-abcd-5835-8d17-9d942c310e2d,tg:mpmak:332_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
18c12a0f-45e4-59c1-9186-41830430a775,tg:mpmak:345_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
00612947-6e3a-5036-afb2-efbd313cb40b,tg:mpmak:284_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
9456d1be-913b-5314-8e44-736459dc62b0,tg:mpmak:72_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
7421d70e-d1bc-58e6-8037-2679f4473e2b,tg:mpmak:337_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
963c3dad-9e9a-5ef8-98bb-a9e37a209719,tg:mpmak:212_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
79c4661f-be6b-53cc-b89f-581e59ed621e,tg:mpmak:202_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a8db93cd-2c1a-5f59-b88b-3fe614f32733,tg:mpmak:270_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
74aa7004-4862-5cb1-b8d3-80bf45f3508d,tg:mpmak:260_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
44df6c14-ae47-546a-b526-d564dc94929d,tg:mpmak:387_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
44df6c14-ae47-546a-b526-d564dc94929d,tg:mpmak:387_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
8da1b298-8409-5530-a0d7-e3aae58137c8,tg:mpmak:256_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
4930bf9e-3853-5345-a9d7-b702ed23bf51,tg:mpmak:234_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
faf96d43-89fb-5d18-9beb-e6886158127f,tg:mpmak:224_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
68558e2d-35d8-5622-9185-672a4b6c5b90,tg:mpmak:152_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ed85de1d-ee93-5d9a-9597-566ddaef05f3,tg:mpmak:269_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
a196c3a7-5fb7-558a-848c-ed8e948b872f,tg:mpmak:44_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c2672e72-7b4f-5889-8eec-b1be030311f4,tg:mpmak:26_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
52a9e739-8fff-5397-89de-1fc445f6f426,tg:mpmak:257_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0e53cc8e-13b8-5371-a0d9-8befe9016ec8,tg:mpmak:386_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
0e53cc8e-13b8-5371-a0d9-8befe9016ec8,tg:mpmak:386_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ceeb5500-a605-5be7-b2a3-91b8a4abb7c0,tg:mpmak:188_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3281f105-f172-53ff-ab68-53f7946a8eed,tg:mpmak:18_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
df9dee91-4993-5724-b038-84538d43873e,tg:mpmak:225_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
4fab796a-7666-5a78-8fd3-10ff8669c740,tg:mpmak:235_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
8e8d8a11-427e-57f0-893b-54b2af734920,tg:mpmak:45_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
21e44173-4186-5b48-afe8-50385fe8589e,tg:mpmak:55_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c58ae1ce-bb71-55fe-a166-c11c8bf0e995,tg:mpmak:268_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwagm,gedrukt merk
c58ae1ce-bb71-55fe-a166-c11c8bf0e995,tg:mpmak:268_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
e222d747-7b4d-503b-83c6-a0e3c4c85521,tg:mpmak:11_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
97accc3e-72b4-5b09-acbf-ea204bc288c0,tg:mpmak:344_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
aa6c39e8-467e-55e2-838e-e13167045f73,tg:mpmak:336_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
d4b2e5c0-2495-5cc0-ae8d-382531dc6632,tg:mpmak:73_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
03b63f6d-afcd-5666-979a-c9ddc4dcca5e,tg:mpmak:87_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
f1c250d9-595d-553f-aff6-84edc6171d84,tg:mpmak:213_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
b79237e6-8021-5e31-b138-1ae47707d33b,tg:mpmak:319_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
6f8b7861-c09f-5647-b08c-d1032814fd72,tg:mpmak:261_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
46a7a249-3c89-5e66-9481-4e0f04feb7e8,tg:mpmak:309_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
048a9a60-9621-5e49-9122-830b7fb334af,tg:mpmak:271_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
850079ae-2285-5a6e-960b-61e71b651f47,tg:mpmak:107_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
beb8115b-7b12-50cb-996d-d344a4648cdd,tg:mpmak:151_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c5d3fb3e-d3fc-5127-a95b-166cedc20099,tg:mpmak:141_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
253cb279-445d-5c23-9801-15b6292673da,tg:mpmak:237_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
f3f64202-2954-5a74-85a1-2f4b08a09641,tg:mpmak:227_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
bdfb05c4-7c78-527f-a6a2-f3c3432640a3,tg:mpmak:255_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
aa5bead6-bba7-5ce1-a473-6cf1aca3bf7a,tg:mpmak:394_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
e471890b-c8a3-5b18-aeb6-88aa506738d8,tg:mpmak:384_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
c65c28fc-519a-5279-bd63-958d415e13c0,tg:mpmak:208_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3e69f89a-4230-505d-837e-b5138c4b9b4c,tg:mpmak:360_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
db150edd-7a91-5e4d-88b0-f23c6d1ad660,tg:mpmak:193_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
eb7dab11-9c6c-5946-81f9-d132eb73943a,tg:mpmak:13_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
e56b0944-7eeb-5462-bec6-298066437794,tg:mpmak:346_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
8ed98b63-2bf5-5ccd-a32a-6b7c36922038,tg:mpmak:115_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
f411b324-5abc-568a-9b26-de3e9e6f4b40,tg:mpmak:273_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
545da8ba-8604-5047-a1cf-095b7114337e,tg:mpmak:211_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
416fe5e0-1b6a-5b57-b3b9-f39bd8409395,tg:mpmak:379_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
416fe5e0-1b6a-5b57-b3b9-f39bd8409395,tg:mpmak:379_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
209a354a-f195-5af0-9e8e-909c502cae4e,tg:mpmak:70_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c95b0379-9a9a-51bf-9d7f-2f021cbaf6c1,tg:mpmak:357_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
85230c79-e76f-5d49-81f0-2635dfeec6b2,tg:mpmak:296_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
c96c3bed-800c-5d3c-87ef-070a5e7e6462,tg:mpmak:262_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
1da2acb2-c5d2-5105-9887-37003f003f6b,tg:mpmak:84_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
1c45e7e4-6c92-5b5c-884f-fb667a475bee,tg:mpmak:378_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
1c45e7e4-6c92-5b5c-884f-fb667a475bee,tg:mpmak:378_#1,e22_HallmarkTypes,2,kenmerken.mpmwaarmerk,akwaht,signatures (names)
665b99ff-8975-5ebe-889d-de58898272cd,tg:mpmak:226_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
50aadae1-2997-5fd2-a950-b76279e54c95,tg:mpmak:236_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
9491c420-970c-58e2-bd71-fac6875e0c46,tg:mpmak:385_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaze,seals (marks)
91a4aa36-3b9b-50b4-bcff-021973903c5e,tg:mpmak:395_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
3720bba3-033e-5f5d-9cd5-4e95ff06c03b,tg:mpmak:254_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
0a1ec5ff-c38a-550c-bff9-526384892bda,tg:mpmak:401_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
72feaa36-fec4-5030-867e-b5bb937a26e5,tg:mpmak:209_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
ef8e7aa0-28d7-5541-b310-64172de4e84f,tg:mpmak:46_#1,e22_HallmarkTypes,1,kenmerken.mpmwaarmerk,akwaht,signatures (names)
