ResourceID,brocade.id,card,order,External Relation,External Relation Note,External Relation Note Language,External Relation Note Type,External Relation URL,External Relation URL Prefix,External Relation URL Type
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,e73_ExternalRelations,2,gerelateerde publicatie,,,,c:lvd:1113839,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,e73_ExternalRelations,3,gerelateerde publicatie,,,,c:lvd:1113814,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
c6639cbf-e5cc-59e4-878e-a4e663509ddf,tg:mpmak:264,e73_ExternalRelations,1,gerelateerde publicatie,Nederlandse versie van het rekwest,Nederlands,remarks,tg:mpmak:263,https://anet.be/record/opacmpmobj/,Verwijzing naar MPM objectbeschrijvingen
7868fa85-f20b-5104-8780-af682c5f4901,tg:mpmak:76,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:681793,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,e73_ExternalRelations,1,transcripts,Ordonnantie J,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ae2f76f6-2073-5e1f-867f-05142a5991ef,tg:mpmak:358,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:6688121,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
9522f95a-69b1-581e-9cd5-8c0e9fc9e028,tg:mpmak:23,e73_ExternalRelations,1,transcripts,Ordonnantie B,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
46ebb84d-e773-5947-9551-f1fea91b10fe,tg:mpmak:33,e73_ExternalRelations,1,gerelateerde publicatie,Ordonnantie K,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
9f782059-aa8f-564b-a246-13108794df97,tg:mpmak:359,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:6688121,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
00f441cc-a274-59ff-93e6-ab79435a4af4,tg:mpmak:67,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:14233649,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
461ccabb-60ef-5a33-a0a1-7e7f0b7e5d43,tg:mpmak:86,e73_ExternalRelations,1,transcripts,pp. 307-308,Nederlands,remarks,c:lvd:254041,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
89e77b32-f536-54a4-9244-c8350f761c98,tg:mpmak:387,e73_ExternalRelations,1,transcripts,nr. 244,Nederlands,remarks,c:lvd:990109,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,tg:mpmak:36,e73_ExternalRelations,1,transcripts,,,,c:lvd:6555673,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
857aa1b6-1743-5bb3-9a33-50000bb28f81,tg:mpmak:26,e73_ExternalRelations,1,transcripts,Ordonnantie E,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
780ee72b-6eff-5922-aa06-2fa85a3019b6,tg:mpmak:27,e73_ExternalRelations,1,transcripts,Ordonnantie F,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ee2776b8-9a6c-5094-a710-c7449ca5d9d1,tg:mpmak:37,e73_ExternalRelations,1,transcripts,,,,c:lvd:13275035,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:13197098,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ec26d06d-411a-514f-867d-712b9bdf9532,tg:mpmak:87,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:308557,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ec26d06d-411a-514f-867d-712b9bdf9532,tg:mpmak:87,e73_ExternalRelations,2,transcripts,pp. 139-143.,Nederlands,remarks,c:lvd:482304,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ec26d06d-411a-514f-867d-712b9bdf9532,tg:mpmak:87,e73_ExternalRelations,3,transcripts,nr. 229,Nederlands,remarks,c:lvd:990109,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
2710272f-0932-541c-99a7-97b1d34cc378,tg:mpmak:68,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:14233649,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
de180aae-e556-5094-94af-9aa2d3821821,tg:mpmak:25,e73_ExternalRelations,1,transcripts,Ordonnantie D,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:13197098,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
fcf4ae2b-8e8d-5d5b-ae84-fd9c535aefc4,tg:mpmak:263,e73_ExternalRelations,1,gerelateerde publicatie,Franse versie van het rekwest,Nederlands,remarks,tg:mpmak:264,https://anet.be/record/opacmpmobj/,Verwijzing naar MPM objectbeschrijvingen
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,tg:mpmak:12,e73_ExternalRelations,1,gerelateerde publicatie,p. [182],Nederlands,remarks,c:lvd:656590,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
00e2d85a-e51c-502e-b7b4-17f7a66b9b01,tg:mpmak:378,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:373163,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
00e2d85a-e51c-502e-b7b4-17f7a66b9b01,tg:mpmak:378,e73_ExternalRelations,2,gerelateerde publicatie,,,,c:lvd:7083235,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
00e2d85a-e51c-502e-b7b4-17f7a66b9b01,tg:mpmak:378,e73_ExternalRelations,3,gerelateerde publicatie,,,,c:lvd:730488,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
49b757ca-3855-508a-bcf6-db28729f809c,tg:mpmak:69,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:14233649,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ff59afd6-52d7-525b-8f1a-c6f4d3c9f911,tg:mpmak:24,e73_ExternalRelations,1,transcripts,Ordonnantie C,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
05c05da3-4bc9-5343-88c1-6a001c71f309,tg:mpmhs:17,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:254041,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
588f5ab2-de21-5d1b-a053-b17037754797,tg:mpmhs:5,e73_ExternalRelations,1,transcripts,,,,c:lvd:1132927,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
418866a0-b4df-51de-b65a-8bc2d58a500a,tg:mpmhs:22,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:254041,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
74e4fbd4-f5ce-5b26-957c-12628a06f61f,tg:mpmhs:19,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:254041,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
c3ecaee8-4355-5b38-85ac-4c962caff834,tg:mpmhs:18,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:254041,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ca611d4c-0879-507c-9fb5-cfa09473b589,tg:mpmhs:11,e73_ExternalRelations,1,gerelateerde publicatie,p. 520-521,Nederlands,remarks,c:lvd:365122,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
f21d1aab-1740-5eac-9f31-9f287f0b391d,tg:mpmre:507,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
21327467-1422-5d35-b7d7-e88c92bac5ae,tg:mpmre:451,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
2603deee-43c4-5a59-84f7-1ee1f158f6ae,tg:mpmre:516,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
632c4482-4e57-5877-9b23-72b0c75d7401,tg:mpmre:506,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
4803ed93-a7aa-57b7-827d-a421d446fe4b,tg:mpmre:443,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
583bf403-e321-55fa-8d55-8d3ee03c8ff8,tg:mpmre:514,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
0b227af3-9c38-5688-ba46-0d8ac3f56711,tg:mpmre:157,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
673b411d-5450-5ebf-a545-8fae046af2ef,tg:mpmre:515,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
33ff15c5-5916-5dfc-a5dc-aa35df79a086,tg:mpmre:15,e73_ExternalRelations,1,transcripts,Ordonnantie L; onvolledige bronnenuitgave,Nederlands,remarks,c:lvd:109739,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ed2fa60f-12f6-5a6c-8b17-7708a4f1dff0,tg:mpmre:510,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
3f63286e-f4cc-53a0-a36a-18442d5566a0,tg:mpmre:572,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
e4c1793b-e3bc-5fe9-845d-a0d17e54d76a,tg:mpmre:301,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:681793,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
b5f4db79-c66f-5532-8c5d-b687645a8fc7,tg:mpmre:632,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:308557,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
5a8f836f-b31b-5c62-b5ee-b20c3e9ae925,tg:mpmre:526,e73_ExternalRelations,1,transcripts,Digitale beelden in de World Digital Library,Nederlands,remarks,wdl.11729,https://hdl.loc.gov/loc.wdl/,PURL
3ac73ff2-72f5-5146-a128-27e41fbe913f,tg:mpmre:508,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
ff302f42-22ac-5283-90d6-1b0bb6b86893,tg:mpmre:633,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:308557,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
8031b728-cf44-5931-b809-282855eeea03,tg:mpmre:527,e73_ExternalRelations,1,transcripts,Digitale beelden in de World Digital Library,Nederlands,remarks,wdl.11730,https://hdl.loc.gov/loc.wdl/,PURL
f90bdf14-ff44-5763-bbda-3b491f4e227d,tg:mpmre:511,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
cdf08102-0c0a-5d70-84e8-4ea5b58de074,tg:mpmre:573,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
9b21b620-8ee3-59c8-9015-1c02b439c67a,tg:mpmre:456,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:308557,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
0080ab7f-8e6d-5f07-8ad8-19fa53513765,tg:mpmre:525,e73_ExternalRelations,1,transcripts,Digitale beelden in de World Digital Library,Nederlands,remarks,wdl.11728,https://hdl.loc.gov/loc.wdl/,PURL
d91311fa-f48a-58dd-9345-45b566cc4051,tg:mpmre:513,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
f9585a46-22d8-5b33-aae3-759088aad33c,tg:mpmre:638,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:308557,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
de337577-f8ee-54ed-9694-12b831cc57cb,tg:mpmre:167,e73_ExternalRelations,1,transcripts,Elektronisch beschikbaar via de World Digital Library,Nederlands,remarks,wdl.11725,https://hdl.loc.gov/loc.wdl/,PURL
4e85823a-f0b7-5c96-bfeb-79537f700758,tg:mpmre:512,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
8f6e4f66-0b66-573a-9c98-11a7a8d5d490,tg:mpmre:437,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
0d082b49-d478-58b6-bffd-cf70c80d089d,tg:mpmre:445,e73_ExternalRelations,1,gerelateerde publicatie,,,,c:lvd:12857107,https://anet.be/record/opacmpm/,zie verder bibliotheekcatalogus Museum Plantin Moretus
489a3ad6-e940-59e5-aea3-d48c1ec72a84,tg:mpmre:524,e73_ExternalRelations,1,transcripts,Digitale beelden in de World Digital Library,Nederlands,remarks,wdl.11727,https://hdl.loc.gov/loc.wdl/,PURL
