card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location (begin),adm.uuid_mat,Volgnummer,ResourceID,brocade.id,Source Note,Source Note Type,Source Note Language
e22_Items,1,mpmak,tg:mpmak:38_#1,Doos M8,isad:mpm:567,15 R 6 C,7db6155b-c43b-541c-8214-1cf4a663d1d6,Stuk 3510,7db6155b-c43b-541c-8214-1cf4a663d1d6,tg:mpmak:38_#1,,,
e22_Items,1,mpmak,tg:mpmak:173_#1,Arch. 761,isad:mpm:334,10 R 9 C,5769149e-78d9-5ca0-b457-511ee4a38471,,5769149e-78d9-5ca0-b457-511ee4a38471,tg:mpmak:173_#1,Los stuk tussen fol. 130 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:163_#1,Arch. 761,isad:mpm:333,10 R 9 C,320273fd-78b6-5139-a7b5-884575cffed4,,320273fd-78b6-5139-a7b5-884575cffed4,tg:mpmak:163_#1,Los stuk tussen fol. 16 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:91_#1,Arch. TS A stuk 5,isad:mpm:327,15 R 1 A,7048642d-c871-55e3-bf00-971b2b6d3531,,7048642d-c871-55e3-bf00-971b2b6d3531,tg:mpmak:91_#1,Tussen fol. 144 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:81_#1,Arch. 118,isad:mpm:245,10 Q 2 A,d8c5e437-466f-5c33-9c1b-f0d908a1723d,p. 1,d8c5e437-466f-5c33-9c1b-f0d908a1723d,tg:mpmak:81_#1,,,
e22_Items,1,mpmak,tg:mpmak:215_#1,Arch. 337,isad:mpm:275,10 Q 5 C,a6ee8554-d3b2-521f-b64a-763c041711f4,,a6ee8554-d3b2-521f-b64a-763c041711f4,tg:mpmak:215_#1,Los stuk 1 tussen fol. 81-82,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:205_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,306cf274-dd00-5d1b-905f-fc02fde07819,C.b.2,306cf274-dd00-5d1b-905f-fc02fde07819,tg:mpmak:205_#1,,,
e22_Items,1,mpmak,tg:mpmak:389_#1,Arch. 363,isad:mpm:556,10 Q 5 A,ace5763d-bb1e-5942-9c04-5be71caaecd1,24,ace5763d-bb1e-5942-9c04-5be71caaecd1,tg:mpmak:389_#1,los stuk tussen opening 77,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:399_#1,Arch. 363,isad:mpm:333,10 Q 5 A,5c0375d2-4566-5265-93d3-1de452a5212e,37,5c0375d2-4566-5265-93d3-1de452a5212e,tg:mpmak:399_#1,los stuk tussen opening 89,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:75_#1,Arch. 953,isad:mpm:275,10 R 8 D,518a0509-88c9-5a96-a853-143976d131f6,,518a0509-88c9-5a96-a853-143976d131f6,tg:mpmak:75_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:65_#1,Arch. 1008 (2),isad:mpm:284,10 R 8 C,e3aa4abf-dcb9-51da-8584-dbbb282cb693,,e3aa4abf-dcb9-51da-8584-dbbb282cb693,tg:mpmak:65_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:197_#1,Arch. 498,isad:mpm:334,10 Q 6 C,426f265e-64bd-5d91-bb57-a61371de087f,,426f265e-64bd-5d91-bb57-a61371de087f,tg:mpmak:197_#1,Los stuk tussen fol. 152 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:187_#1,Arch. 498,isad:mpm:334,10 Q 6 C,7820bd2f-b67b-55a3-9a11-1fd90940541a,,7820bd2f-b67b-55a3-9a11-1fd90940541a,tg:mpmak:187_#1,Los stuk 1 tussen fol. 10 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:248_#1,Arch. 1450,isad:mpm:339,10 R 3 B,5215da0a-01e7-5c39-a948-b25cabd798f0,11,5215da0a-01e7-5c39-a948-b25cabd798f0,tg:mpmak:248_#1,Arch. 95 bis C.f.2,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:330_#1,Arch. 669,isad:mpm:421,10 Q 8 A,1855121a-e71c-5e6e-a834-eec5280ed8d5,los stuk tussen fol. 52-53,1855121a-e71c-5e6e-a834-eec5280ed8d5,tg:mpmak:330_#1,,,
e22_Items,1,mpmak,tg:mpmak:258_#1,Arch. 1460,isad:mpm:567,10 R 3 B,efb3f135-265f-5660-bc2d-225c29012869,8,efb3f135-265f-5660-bc2d-225c29012869,tg:mpmak:258_#1,,,
e22_Items,1,mpmak,tg:mpmak:320_#1,Arch. 320,isad:mpm:334,10 Q 5 D,ae2aa59f-0351-5266-aa8c-014308351087,los stuk achteraan,ae2aa59f-0351-5266-aa8c-014308351087,tg:mpmak:320_#1,,,
e22_Items,1,mpmak,tg:mpmak:352_#1,Arch. 120,isad:mpm:245,10 Q 2 A,6fd233d2-710f-5251-88fe-057785371d4a,p. 299-302,6fd233d2-710f-5251-88fe-057785371d4a,tg:mpmak:352_#1,,,
e22_Items,1,mpmak,tg:mpmak:342_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,8c030446-4339-5be8-aea8-98340c746544,los stuk 6 tussen p. 148-149,8c030446-4339-5be8-aea8-98340c746544,tg:mpmak:342_#1,,,
e22_Items,1,mpmak,tg:mpmak:17_#1,Arch. 432,isad:mpm:253,10 Q 6 E,226ffcad-e68d-53b7-acb8-d2dd4b1f8aa9,los stuk nr. [1],226ffcad-e68d-53b7-acb8-d2dd4b1f8aa9,tg:mpmak:17_#1,,,
e22_Items,1,mpmak,tg:mpmak:293_#1,Arch. 134,isad:mpm:556,10 Q 3 D,7e424362-4c7a-5d70-b291-3fce61f08f10,los stuk tussen fol. 181 links-rechts,7e424362-4c7a-5d70-b291-3fce61f08f10,tg:mpmak:293_#1,,,
e22_Items,1,mpmak,tg:mpmak:283_#1,SCH HF FA 51,isad:mpm:418,10 Q 4 D,7a908658-6625-53b6-91a7-5151a0095e76,2,7a908658-6625-53b6-91a7-5151a0095e76,tg:mpmak:283_#1,,,
e22_Items,1,mpmak,tg:mpmak:266_#1,Arch. 479,isad:mpm:333,10 Q 6 C,566ab0c8-c070-531d-bfa7-8abeb3618eab,,566ab0c8-c070-531d-bfa7-8abeb3618eab,tg:mpmak:266_#1,los stuk 1,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:276_#1,Arch. 280,isad:mpm:333,10 Q 4 B,e210ff0c-70a9-5d00-9b19-56800534ae48,los stuk 14,e210ff0c-70a9-5d00-9b19-56800534ae48,tg:mpmak:276_#1,,,
e22_Items,1,mpmak,tg:mpmak:100_#1,Arch. TS B stuk 2,isad:mpm:328,15 R 1 A,73f27697-38cd-572e-a075-167a3f3ad94f,,73f27697-38cd-572e-a075-167a3f3ad94f,tg:mpmak:100_#1,,,
e22_Items,1,mpmak,tg:mpmak:110_#1,Arch. 322,isad:mpm:334,10 Q 5 D,97252466-efbf-5a27-b01e-e31823121680,,97252466-efbf-5a27-b01e-e31823121680,tg:mpmak:110_#1,Los stuk 2 tussen fol. 47 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:162_#1,Arch. 761,isad:mpm:333,10 R 9 C,749209ca-bb8d-551a-9107-c53786fdcc08,,749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,Los stuk tussen fol. 14 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:172_#1,Arch. 761,isad:mpm:334,10 R 9 C,c0f30f3b-53ac-579d-9732-83aa7c58f5f5,,c0f30f3b-53ac-579d-9732-83aa7c58f5f5,tg:mpmak:172_#1,Los stuk 5 tussen fol. 102 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:204_#1,Arch. 43.1,isad:mpm:334,10 Q 1 C,bf830778-92f8-5dbc-9e13-01a4d0100fda,,bf830778-92f8-5dbc-9e13-01a4d0100fda,tg:mpmak:204_#1,Los stuk tussen fol. 57 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:214_#1,Arch. 337,isad:mpm:334,10 Q 5 C,885f42b9-f809-5555-8334-759e353a63d9,,885f42b9-f809-5555-8334-759e353a63d9,tg:mpmak:214_#1,Los stuk tussen fol. 41 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:80_#1,Arch. 247,isad:mpm:333,10 Q 4 C,9a028d3d-74cb-52c6-bf9f-849e909547a1,,9a028d3d-74cb-52c6-bf9f-849e909547a1,tg:mpmak:80_#1,Los stuk tussen fol. 181-182,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:90_#1,Arch. TS A stuk 3,isad:mpm:328,15 R 1 A,7bb4dd84-80f0-5de4-b153-3fb8c24c9277,,7bb4dd84-80f0-5de4-b153-3fb8c24c9277,tg:mpmak:90_#1,Tussen fol. 137 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:39_#1,Arch. 777,isad:mpm:238,10 R 9 B,5c99ccaf-f053-5d14-b1a6-40f55ec372f4,,5c99ccaf-f053-5d14-b1a6-40f55ec372f4,tg:mpmak:39_#1,Los stuk [8],remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:29_#1,R 63.8 IV,isad:mpm:245,15 H 2 I,5d2e47e0-8eb0-5a0a-8abb-ed769be292a8,4,5d2e47e0-8eb0-5a0a-8abb-ed769be292a8,tg:mpmak:29_#1,,,
e22_Items,1,mpmak,tg:mpmak:321_#1,Arch. 320,isad:mpm:334,10 Q 5 D,0b53552e-4dd9-554e-b52a-e353d452a604,los stuk 1 tussen fol. 171 links-rechts,0b53552e-4dd9-554e-b52a-e353d452a604,tg:mpmak:321_#1,,,
e22_Items,1,mpmak,tg:mpmak:259_#1,Arch. 1460,isad:mpm:567,10 R 3 B,228c60c3-2e37-58ba-b32a-26f9ba45f62e,10,228c60c3-2e37-58ba-b32a-26f9ba45f62e,tg:mpmak:259_#1,,,
e22_Items,1,mpmak,tg:mpmak:331_#1,Arch. 301,isad:mpm:567,10 Q 4 A,65ee47b3-7851-5944-b6a0-55f7325f85cd,los stuk tussen fol. 17 links-rechts,65ee47b3-7851-5944-b6a0-55f7325f85cd,tg:mpmak:331_#1,,,
e22_Items,1,mpmak,tg:mpmak:249_#1,Arch. 102,isad:mpm:278,10 Q 2 B,119b10cc-9d38-56f2-aa85-d2aaa576360d,p. 411-414,119b10cc-9d38-56f2-aa85-d2aaa576360d,tg:mpmak:249_#1,,,
e22_Items,1,mpmak,tg:mpmak:64_#1,Arch. 1008 (2),isad:mpm:284,10 R 8 C,66675b92-5682-5431-ae3a-177b8bd3ebe8,,66675b92-5682-5431-ae3a-177b8bd3ebe8,tg:mpmak:64_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:74_#1,Arch. 926 tris,isad:mpm:284,10 R 8 D,d4d3db5e-243d-5442-af0a-89515723c065,,d4d3db5e-243d-5442-af0a-89515723c065,tg:mpmak:74_#1,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden;los stuk tussen arch. 926 en arch. 927,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:5_#1,Arch. 1179,isad:mpm:205,10 K 9 E,af779453-52c8-5d5e-b6eb-02137e720c32,103,af779453-52c8-5d5e-b6eb-02137e720c32,tg:mpmak:5_#1,,,
e22_Items,1,mpmak,tg:mpmak:398_#1,Arch. 363,isad:mpm:333,10 Q 5 A,c71349a7-b049-5a8b-8aaf-d5d502df8aad,36,c71349a7-b049-5a8b-8aaf-d5d502df8aad,tg:mpmak:398_#1,los stuk tussen opening 89,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:388_#1,doos P1 map 13,isad:mpm:902,,c4cdbb57-2355-51e8-a033-eb8732b9d073,,c4cdbb57-2355-51e8-a033-eb8732b9d073,tg:mpmak:388_#1,,,
e22_Items,1,mpmak,tg:mpmak:186_#1,Arch. 498,isad:mpm:333,10 Q 6 C,2aa00149-191b-517b-875f-ce5fba04d225,,2aa00149-191b-517b-875f-ce5fba04d225,tg:mpmak:186_#1,Los stuk 12 vooraan,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:196_#1,Arch. 498,isad:mpm:334,10 Q 6 C,4654a662-fae4-568f-817f-a5b959fb6cb7,,4654a662-fae4-568f-817f-a5b959fb6cb7,tg:mpmak:196_#1,Los stuk tussen fol. 148 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:282_#1,SCH HF FA 51,isad:mpm:418,10 Q 4 D,b046e2f0-82ac-5572-bbbd-a0bedcea1579,1,b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,,,
e22_Items,1,mpmak,tg:mpmak:292_#1,Arch. 134,isad:mpm:333,10 Q 3 D,60b58eef-b748-5f6b-a8a9-9dfe07faa0c8,los stuk tussen fol. 86 links-rechts,60b58eef-b748-5f6b-a8a9-9dfe07faa0c8,tg:mpmak:292_#1,,,
e22_Items,1,mpmak,tg:mpmak:16_#1,Arch. 432,isad:mpm:253,10 Q 6 E,d658efae-4729-5980-8414-40e939791255,fol. [1-9],d658efae-4729-5980-8414-40e939791255,tg:mpmak:16_#1,Vooraan ingebonden bij arch. 432,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:343_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,967b6cba-ef79-5d16-8f79-7cd16ece6aac,los stuk 3 tussen p. 150-151,967b6cba-ef79-5d16-8f79-7cd16ece6aac,tg:mpmak:343_#1,,,
e22_Items,1,mpmak,tg:mpmak:353_#1,Arch. 89,isad:mpm:42,10 Q 2 D,3d210e6d-8b2d-595c-9546-35544f58d8ff,p. 189-190,3d210e6d-8b2d-595c-9546-35544f58d8ff,tg:mpmak:353_#1,,,
e22_Items,1,mpmak,tg:mpmak:365_#1,Arch. 363,isad:mpm:333,10 Q 5 A,551a2dec-0bc9-5308-bba9-73f4815a67b8,9,551a2dec-0bc9-5308-bba9-73f4815a67b8,tg:mpmak:365_#1,los stuk tussen opening 65,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:375_#1,Arch. 363,isad:mpm:333,10 Q 5 A,5bcdcfe6-0b39-53ad-86f7-a4e749009aa9,19,5bcdcfe6-0b39-53ad-86f7-a4e749009aa9,tg:mpmak:375_#1,los stuk tussen opening 74,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:99_#1,Arch. TS B stuk 1,isad:mpm:328,15 R 1 A,724a6a61-21f0-5819-b9aa-9b0d22abc2ad,,724a6a61-21f0-5819-b9aa-9b0d22abc2ad,tg:mpmak:99_#1,,,
e22_Items,1,mpmak,tg:mpmak:89_#1,Arch. TS A stuk 2,isad:mpm:327,15 R 1 A,9fde03d4-41e8-528a-91a1-c98be39f4ef3,,9fde03d4-41e8-528a-91a1-c98be39f4ef3,tg:mpmak:89_#1,Tussen fol. 127 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:20_#1,Arch. 329,isad:mpm:254,10 Q 5 C,eb9e0264-8607-55e6-b4e1-6708b9eb1505,,eb9e0264-8607-55e6-b4e1-6708b9eb1505,tg:mpmak:20_#1,,,
e22_Items,1,mpmak,tg:mpmak:30_#1,R 63.8 IV,isad:mpm:245,15 H 2 I,20cfd0dc-ab7f-5ffd-a3f2-76a75955a88f,5,20cfd0dc-ab7f-5ffd-a3f2-76a75955a88f,tg:mpmak:30_#1,,,
e22_Items,1,mpmak,tg:mpmak:42_#1,Arch. 817,isad:mpm:275,10 R 8 F,b83bdcf0-325d-5170-8fa7-323d34e290cd,,b83bdcf0-325d-5170-8fa7-323d34e290cd,tg:mpmak:42_#1,Los stuk tussen fol. 44 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:52_#1,Arch. 42,isad:mpm:256,10 Q 1 C,f12aa7b4-83a9-5d6d-850e-6747311891fe,,f12aa7b4-83a9-5d6d-850e-6747311891fe,tg:mpmak:52_#1,Zesde stuk van de lias met losse stukken,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:307_#1,Arch. 111,isad:mpm:275,10 Q 2 A,5e22ed79-facc-514b-9c53-1b2bf61156e3,los stuk tussen fol. 115 links-rechts,5e22ed79-facc-514b-9c53-1b2bf61156e3,tg:mpmak:307_#1,,,
e22_Items,1,mpmak,tg:mpmak:317_#1,Arch. 133,isad:mpm:334,10 Q 1 D,59e96cd5-ca09-54f9-8299-108fe617363f,los stuk tussen fol. 313 links-rechts,59e96cd5-ca09-54f9-8299-108fe617363f,tg:mpmak:317_#1,,,
e22_Items,1,mpmak,tg:mpmak:119_#1,Arch. 322,isad:mpm:334,10 Q 5 D,3b3a6a33-9cdc-50d9-b57a-d3e54cd0211e,,3b3a6a33-9cdc-50d9-b57a-d3e54cd0211e,tg:mpmak:119_#1,Los stuk tussen fol. 332 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:109_#1,Arch. 322,isad:mpm:334,10 Q 5 D,51e4f2a4-7525-5a83-8f56-fea1b4b2974a,,51e4f2a4-7525-5a83-8f56-fea1b4b2974a,tg:mpmak:109_#1,Los stuk 1 tussen fol. 47 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:222_#1,Arch. 1179,isad:mpm:205,10 R 7 D,990d3841-fc4c-5904-a0dd-160038984769,1,990d3841-fc4c-5904-a0dd-160038984769,tg:mpmak:222_#1,,,
e22_Items,1,mpmak,tg:mpmak:232_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,9d428113-9806-594c-9f50-10f3011667f6,B.g.5.1,9d428113-9806-594c-9f50-10f3011667f6,tg:mpmak:232_#1,,,
e22_Items,1,mpmak,tg:mpmak:144_#1,Arch. 319,isad:mpm:333,10 Q 5 D,bc0f178b-5f83-57f9-91b6-10931ad4198f,,bc0f178b-5f83-57f9-91b6-10931ad4198f,tg:mpmak:144_#1,Los stuk tussen fol. 127 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:154_#1,Arch. 319,isad:mpm:334,10 Q 5 D,3e175d6a-07fd-570b-93bc-89a32b180abc,,3e175d6a-07fd-570b-93bc-89a32b180abc,tg:mpmak:154_#1,Los stuk 3 tussen fol. 196 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:126_#1,Arch. 321,isad:mpm:334,10 Q 5 D,225e5898-4e24-5d86-90db-c04fc912330f,,225e5898-4e24-5d86-90db-c04fc912330f,tg:mpmak:126_#1,Los stuk tussen fol. 112 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:136_#1,Arch. 321,isad:mpm:334,10 Q 5 D,66b46372-68a8-55ce-81b2-bef6cd80f6ce,,66b46372-68a8-55ce-81b2-bef6cd80f6ce,tg:mpmak:136_#1,Los stuk 1 tussen fol. 165 links-rechts,remarks,Nederlands
e22_Items,1,mpmak,tg:mpmak:338_#1,Arch. 353 (2),isad:mpm:567,10 Q 5 C,b4263185-b9b0-53ee-b8e9-e61e458ec042,los stuk 4 tussen p. 148-149,b4263185-b9b0-53ee-b8e9-e61e458ec042,tg:mpmak:338_#1,,,
e22_Items,1,mpmak,tg:mpmak:240_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,ac91df84-116a-5eee-a80c-fd7c6f36ce42,B.k.3.4,ac91df84-116a-5eee-a80c-fd7c6f36ce42,tg:mpmak:240_#1,,,
e22_Items,1,mpmak,tg:mpmak:328_#1,Arch. 669,isad:mpm:421,10 Q 8 A,81a9c26c-b9dd-52b6-a042-28b741f813a6,los stuk tussen fol. 46-47,81a9c26c-b9dd-52b6-a042-28b741f813a6,tg:mpmak:328_#1,,,
