ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Creation Actor Role,source_code,ire.isaar.id,place_au_code,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,mpm,mpmak,Tekstdrager,e73_CreationActors,0e786bc3-3516-5cef-82cc-36c2b11bc66e,va,recipients (people),au::109070,au::109070:1,au::109070g:1,,"dlod={""suggest"":[""/agents/people/11670490"",""au::109070"",""au::109070:1"",""ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e"",""Michiel Cnobbaert""],""name"":""Michiel Cnobbaert"",""ark"":""ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e"",""uri"":""/agents/people/11670490"",""id"":""au::109070:1"",""isCapacity"":false}",ark:/83110/x0/0e786bc3-3516-5cef-82cc-36c2b11bc66e
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,mpm,mpmak,Tekstdrager,e73_CreationActors,2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,opd,writers (clerical workers),au::106911,au::106911:1,au::106911g:1,,"dlod={""suggest"":[""/agents/people/11439477"",""au::106911"",""au::106911:1"",""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""Hendrik van den Keere""],""name"":""Hendrik van den Keere"",""ark"":""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""uri"":""/agents/people/11439477"",""id"":""au::106911:1"",""isCapacity"":false}",ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,mpm,mpmak,Tekstdrager,e73_CreationActors,fada4d18-7b52-5065-bf51-f90de5ce0e0d,opd,writers (clerical workers),au::108549,au::108549:1,au::108549g:1,,"dlod={""suggest"":[""/agents/people/11614743"",""au::108549"",""au::108549:1"",""ark:/83110/x0/fada4d18-7b52-5065-bf51-f90de5ce0e0d"",""Paulus Lannoy""],""name"":""Paulus Lannoy"",""ark"":""ark:/83110/x0/fada4d18-7b52-5065-bf51-f90de5ce0e0d"",""uri"":""/agents/people/11614743"",""id"":""au::108549:1"",""isCapacity"":false}",ark:/83110/x0/fada4d18-7b52-5065-bf51-f90de5ce0e0d
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,mpm,mpmak,Tekstdrager,e73_CreationActors,50d2268a-3bf7-5f73-827f-ffeb1016b259,va,recipients (people),au::108212,au::108212:1,au::108212g:1,,"dlod={""suggest"":[""/agents/people/11578684"",""au::108212"",""au::108212:1"",""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""Melchior Moretus""],""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""uri"":""/agents/people/11578684"",""id"":""au::108212:1"",""isCapacity"":false}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,mpm,mpmak,Tekstdrager,e73_CreationActors,c4321678-0a24-51de-84a8-e94dc7176310,opd,writers (clerical workers),au::109866,au::109866:1,au::109866g:1,,"dlod={""suggest"":[""/agents/people/11755662"",""au::109866"",""au::109866:1"",""ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310"",""Elisabeth Moretus""],""name"":""Elisabeth Moretus"",""ark"":""ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310"",""uri"":""/agents/people/11755662"",""id"":""au::109866:1"",""isCapacity"":false}",ark:/83110/x0/c4321678-0a24-51de-84a8-e94dc7176310
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,mpm,mpmak,Tekstdrager,e73_CreationActors,455c1363-f306-5b61-91c4-2c01d43428ab,av,originators (administrative),au::106906,au::106906:1,au::106906g:1,,"dlod={""suggest"":[""/agents/people/11438942"",""au::106906"",""au::106906:1"",""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""Jan I Moretus""],""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/11438942"",""id"":""au::106906:1"",""isCapacity"":false}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,mpm,mpmak,Tekstdrager,e73_CreationActors,70886e02-d10e-51a2-8691-e6e337dbb008,opd,writers (clerical workers),au::109832,au::109832:1,au::109832g:1,,"dlod={""suggest"":[""/agents/people/11752024"",""au::109832"",""au::109832:1"",""ark:/83110/x0/70886e02-d10e-51a2-8691-e6e337dbb008"",""Cornelius Mosselmans""],""name"":""Cornelius Mosselmans"",""ark"":""ark:/83110/x0/70886e02-d10e-51a2-8691-e6e337dbb008"",""uri"":""/agents/people/11752024"",""id"":""au::109832:1"",""isCapacity"":false}",ark:/83110/x0/70886e02-d10e-51a2-8691-e6e337dbb008
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
43482195-5159-578d-b5da-b82690322996,tg:mpmak:145,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
43482195-5159-578d-b5da-b82690322996,tg:mpmak:145,mpm,mpmak,Tekstdrager,e73_CreationActors,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,va,recipients (people),au::106909,au::106909:1,au::106909g:1,,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""isCapacity"":false}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
3edf4793-aa96-512e-975f-546d5ff7d2c8,tg:mpmak:390,mpm,mpmak,Tekstdrager,e73_CreationActors,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,va,recipients (people),au::106909,au::106909:1,au::106909g:1,,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""isCapacity"":false}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
3edf4793-aa96-512e-975f-546d5ff7d2c8,tg:mpmak:390,mpm,mpmak,Tekstdrager,e73_CreationActors,a836b364-be7f-5942-87cc-2e9778bdadf3,opd,writers (clerical workers),au::114175,au::114175:1,au::114175g:1,,"dlod={""suggest"":[""/agents/people/12216725"",""au::114175"",""au::114175:1"",""ark:/83110/x0/a836b364-be7f-5942-87cc-2e9778bdadf3"",""Felippa Fra""],""name"":""Felippa Fra"",""ark"":""ark:/83110/x0/a836b364-be7f-5942-87cc-2e9778bdadf3"",""uri"":""/agents/people/12216725"",""id"":""au::114175:1"",""isCapacity"":false}",ark:/83110/x0/a836b364-be7f-5942-87cc-2e9778bdadf3
2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,tg:mpmak:137,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,mpm,mpmak,Tekstdrager,e73_CreationActors,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,av,originators (administrative),au::106905,au::106905:1,au::106905g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11438835"",""au::106905"",""au::106905:1"",""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""Officina Plantiniana""],""name"":""Officina Plantiniana"",""ark"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""uri"":""/agents/corporate_entities/11438835"",""id"":""au::106905:1"",""isCapacity"":false}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,mpm,mpmak,Tekstdrager,e73_CreationActors,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,va,recipients (people),au::109066,au::109066:1,au::109066g:1,,"dlod={""suggest"":[""/agents/people/11670062"",""au::109066"",""au::109066:1"",""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""Nicolas de Rache""],""name"":""Nicolas de Rache"",""ark"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""uri"":""/agents/people/11670062"",""id"":""au::109066:1"",""isCapacity"":false}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,mpm,mpmak,Tekstdrager,e73_CreationActors,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,opd,writers (clerical workers),au::106909,au::106909:1,au::106909g:1,,"dlod={""suggest"":[""/agents/people/11439263"",""au::106909"",""au::106909:1"",""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""Balthasar II Moretus""],""name"":""Balthasar II Moretus"",""ark"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""uri"":""/agents/people/11439263"",""id"":""au::106909:1"",""isCapacity"":false}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
9bb64f12-75e6-5a21-b9c2-cbefe1ce7fd1,tg:mpmak:251,mpm,mpmak,Tekstdrager,e73_CreationActors,d40fd868-fbe5-5229-846a-9578c84a4ffa,av,originators (administrative),au::108823,au::108823:1,au::108823g:1,,"dlod={""suggest"":[""/agents/people/11644061"",""au::108823"",""au::108823:1"",""ark:/83110/x0/d40fd868-fbe5-5229-846a-9578c84a4ffa"",""Jacques Moerentorf""],""name"":""Jacques Moerentorf"",""ark"":""ark:/83110/x0/d40fd868-fbe5-5229-846a-9578c84a4ffa"",""uri"":""/agents/people/11644061"",""id"":""au::108823:1"",""isCapacity"":false}",ark:/83110/x0/d40fd868-fbe5-5229-846a-9578c84a4ffa
