ResourceID,brocade.id,museum,card,ire.isaar.uuid,source_ire_type,Original Entity Type,source_code,ire.isaar.id,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier,Original Entity Type
d9ed0aec-baa5-5859-a286-53953cee669e,tg:mpmdc:19,mpm,e73_OriginalBrocade,4af59987-5ca5-5b1b-97b8-ba519f0a1999,vb,keywords,au::108360,au::108360:1,au::108360g:1,,"dlod={""suggest"":[""/agents/people/11594520"",""au::108360"",""au::108360:1"",""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""Anna Maria de Neuf""],""name"":""Anna Maria de Neuf"",""ark"":""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""uri"":""/agents/people/11594520"",""id"":""au::108360:1"",""isCapacity"":false}",ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,3b3ecced-821b-50ae-86ee-54d3a815461f,vb,keywords,au::108692,au::108692:1,au::108692g:1,,"dlod={""suggest"":[""/agents/people/11630044"",""au::108692"",""au::108692:1"",""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""Anna Maria Moretus""],""name"":""Anna Maria Moretus"",""ark"":""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""uri"":""/agents/people/11630044"",""id"":""au::108692:1"",""isCapacity"":false}",ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,8b3e9f5c-5b1d-5204-9ca1-801263b51424,vb,keywords,au::108977,au::108977:1,au::108977g:1,,"dlod={""suggest"":[""/agents/people/11660539"",""au::108977"",""au::108977:1"",""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""Susanna Clara Moretus""],""name"":""Susanna Clara Moretus"",""ark"":""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""uri"":""/agents/people/11660539"",""id"":""au::108977:1"",""isCapacity"":false}",ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,ef8de797-30b0-597d-b7a3-d4745423e3be,vb,keywords,au::108564,au::108564:1,au::108564g:1,,"dlod={""suggest"":[""/agents/people/11616348"",""au::108564"",""au::108564:1"",""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""Balthasar III Moretus""],""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""uri"":""/agents/people/11616348"",""id"":""au::108564:1"",""isCapacity"":false}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,a14646f0-adab-59b1-b3b8-28b3669e92cf,vb,keywords,au::108600,au::108600:1,au::108600g:1,,"dlod={""suggest"":[""/agents/people/11620200"",""au::108600"",""au::108600:1"",""ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf"",""Melchior Moretus""],""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf"",""uri"":""/agents/people/11620200"",""id"":""au::108600:1"",""isCapacity"":false}",ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,414b56ce-397d-58af-b188-28234c93ada5,vb,keywords,au::108681,au::108681:1,au::108681g:1,,"dlod={""suggest"":[""/agents/people/11628867"",""au::108681"",""au::108681:1"",""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""Christophorus Maria Moretus""],""name"":""Christophorus Maria Moretus"",""ark"":""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""uri"":""/agents/people/11628867"",""id"":""au::108681:1"",""isCapacity"":false}",ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,5481c474-da4a-5843-870a-56c5d1d5a12c,vb,keywords,au::108697,au::108697:1,au::108697g:1,,"dlod={""suggest"":[""/agents/people/11630579"",""au::108697"",""au::108697:1"",""ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c"",""Joannes Jacobus Moretus""],""name"":""Joannes Jacobus Moretus"",""ark"":""ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c"",""uri"":""/agents/people/11630579"",""id"":""au::108697:1"",""isCapacity"":false}",ark:/83110/x0/5481c474-da4a-5843-870a-56c5d1d5a12c,agent
d4076924-1de4-5aca-add3-a04c03b4ae16,tg:mpmdc:18,mpm,e73_OriginalBrocade,596abd42-5865-5058-8f74-fbce4ca85ab4,vb,keywords,au::108682,au::108682:1,au::108682g:1,,"dlod={""suggest"":[""/agents/people/11628974"",""au::108682"",""au::108682:1"",""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""Franciscus Moretus""],""name"":""Franciscus Moretus"",""ark"":""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""uri"":""/agents/people/11628974"",""id"":""au::108682:1"",""isCapacity"":false}",ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4,agent
aec638df-bbfc-566e-88c8-c9a739d097de,tg:mpmdc:11,mpm,e73_OriginalBrocade,26397003-50b1-5633-8c54-3e667dc155a2,vb,keywords,au::109050,au::109050:1,au::109050g:1,,"dlod={""suggest"":[""/agents/corporate_entities/11668350"",""au::109050"",""au::109050:1"",""ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2"",""Joseph Van In \u0026 Compagnie""],""name"":""Joseph Van In \u0026 Compagnie"",""ark"":""ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2"",""uri"":""/agents/corporate_entities/11668350"",""id"":""au::109050:1"",""isCapacity"":false}",ark:/83110/x0/26397003-50b1-5633-8c54-3e667dc155a2,agent
e08a7607-2fd3-5489-bd29-86e0c89edc7b,tg:mpmdc:12,mpm,e73_OriginalBrocade,72b3715d-72fb-52b9-a1f4-ff06c227bb9f,vb,keywords,au::109051,au::109051:1,au::109051g:1,,"dlod={""suggest"":[""/agents/people/11668457"",""au::109051"",""au::109051:1"",""ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f"",""Giuseppe Rizza""],""name"":""Giuseppe Rizza"",""ark"":""ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f"",""uri"":""/agents/people/11668457"",""id"":""au::109051:1"",""isCapacity"":false}",ark:/83110/x0/72b3715d-72fb-52b9-a1f4-ff06c227bb9f,agent
134b01c5-bdc9-5e66-85e6-7ec1222a0484,tg:mpmdc:24,mpm,e73_OriginalBrocade,6464c84b-8283-5863-b9b2-40da615d96a8,vb,keywords,au::108738,au::108738:1,au::108738g:1,,"dlod={""suggest"":[""/agents/people/11634966"",""au::108738"",""au::108738:1"",""ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8"",""Maria Isabella Theresia de Vlieghere""],""name"":""Maria Isabella Theresia de Vlieghere"",""ark"":""ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8"",""uri"":""/agents/people/11634966"",""id"":""au::108738:1"",""isCapacity"":false}",ark:/83110/x0/6464c84b-8283-5863-b9b2-40da615d96a8,agent
