ResourceID,brocade.id,card,order,source_field,Format Number,Format Unit Type,Format Number Type
a8c204c0-37c6-5f61-8eaf-9f2be080ea73,tg:mpmak:101_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
a8c204c0-37c6-5f61-8eaf-9f2be080ea73,tg:mpmak:101_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
5c4d648a-72b3-5492-8f79-3531f4dc64dc,tg:mpmak:28_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
7db6155b-c43b-541c-8214-1cf4a663d1d6,tg:mpmak:38_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
5769149e-78d9-5ca0-b457-511ee4a38471,tg:mpmak:173_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
5769149e-78d9-5ca0-b457-511ee4a38471,tg:mpmak:173_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
320273fd-78b6-5139-a7b5-884575cffed4,tg:mpmak:163_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
320273fd-78b6-5139-a7b5-884575cffed4,tg:mpmak:163_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
7048642d-c871-55e3-bf00-971b2b6d3531,tg:mpmak:91_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
7048642d-c871-55e3-bf00-971b2b6d3531,tg:mpmak:91_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
d8c5e437-466f-5c33-9c1b-f0d908a1723d,tg:mpmak:81_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
d8c5e437-466f-5c33-9c1b-f0d908a1723d,tg:mpmak:81_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
a6ee8554-d3b2-521f-b64a-763c041711f4,tg:mpmak:215_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
a6ee8554-d3b2-521f-b64a-763c041711f4,tg:mpmak:215_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
306cf274-dd00-5d1b-905f-fc02fde07819,tg:mpmak:205_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
306cf274-dd00-5d1b-905f-fc02fde07819,tg:mpmak:205_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
ace5763d-bb1e-5942-9c04-5be71caaecd1,tg:mpmak:389_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
ace5763d-bb1e-5942-9c04-5be71caaecd1,tg:mpmak:389_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
5c0375d2-4566-5265-93d3-1de452a5212e,tg:mpmak:399_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
5c0375d2-4566-5265-93d3-1de452a5212e,tg:mpmak:399_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
518a0509-88c9-5a96-a853-143976d131f6,tg:mpmak:75_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
518a0509-88c9-5a96-a853-143976d131f6,tg:mpmak:75_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
e3aa4abf-dcb9-51da-8584-dbbb282cb693,tg:mpmak:65_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios (leaves),aantal beschreven
e3aa4abf-dcb9-51da-8584-dbbb282cb693,tg:mpmak:65_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios (leaves),aantal totaal
426f265e-64bd-5d91-bb57-a61371de087f,tg:mpmak:197_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
426f265e-64bd-5d91-bb57-a61371de087f,tg:mpmak:197_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
7820bd2f-b67b-55a3-9a11-1fd90940541a,tg:mpmak:187_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
7820bd2f-b67b-55a3-9a11-1fd90940541a,tg:mpmak:187_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
5215da0a-01e7-5c39-a948-b25cabd798f0,tg:mpmak:248_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
5215da0a-01e7-5c39-a948-b25cabd798f0,tg:mpmak:248_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
1855121a-e71c-5e6e-a834-eec5280ed8d5,tg:mpmak:330_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
1855121a-e71c-5e6e-a834-eec5280ed8d5,tg:mpmak:330_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
efb3f135-265f-5660-bc2d-225c29012869,tg:mpmak:258_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
efb3f135-265f-5660-bc2d-225c29012869,tg:mpmak:258_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
ae2aa59f-0351-5266-aa8c-014308351087,tg:mpmak:320_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,3,folios (leaves),aantal beschreven
ae2aa59f-0351-5266-aa8c-014308351087,tg:mpmak:320_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,4,folios (leaves),aantal totaal
6fd233d2-710f-5251-88fe-057785371d4a,tg:mpmak:352_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios (leaves),aantal beschreven
6fd233d2-710f-5251-88fe-057785371d4a,tg:mpmak:352_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios (leaves),aantal totaal
8c030446-4339-5be8-aea8-98340c746544,tg:mpmak:342_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
8c030446-4339-5be8-aea8-98340c746544,tg:mpmak:342_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
226ffcad-e68d-53b7-acb8-d2dd4b1f8aa9,tg:mpmak:17_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
226ffcad-e68d-53b7-acb8-d2dd4b1f8aa9,tg:mpmak:17_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
7e424362-4c7a-5d70-b291-3fce61f08f10,tg:mpmak:293_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
7e424362-4c7a-5d70-b291-3fce61f08f10,tg:mpmak:293_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
7a908658-6625-53b6-91a7-5151a0095e76,tg:mpmak:283_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
7a908658-6625-53b6-91a7-5151a0095e76,tg:mpmak:283_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
566ab0c8-c070-531d-bfa7-8abeb3618eab,tg:mpmak:266_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
566ab0c8-c070-531d-bfa7-8abeb3618eab,tg:mpmak:266_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
e210ff0c-70a9-5d00-9b19-56800534ae48,tg:mpmak:276_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
e210ff0c-70a9-5d00-9b19-56800534ae48,tg:mpmak:276_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
73f27697-38cd-572e-a075-167a3f3ad94f,tg:mpmak:100_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
73f27697-38cd-572e-a075-167a3f3ad94f,tg:mpmak:100_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
97252466-efbf-5a27-b01e-e31823121680,tg:mpmak:110_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
97252466-efbf-5a27-b01e-e31823121680,tg:mpmak:110_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
749209ca-bb8d-551a-9107-c53786fdcc08,tg:mpmak:162_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
c0f30f3b-53ac-579d-9732-83aa7c58f5f5,tg:mpmak:172_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,6,folios (leaves),aantal beschreven
c0f30f3b-53ac-579d-9732-83aa7c58f5f5,tg:mpmak:172_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,6,folios (leaves),aantal totaal
bf830778-92f8-5dbc-9e13-01a4d0100fda,tg:mpmak:204_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
bf830778-92f8-5dbc-9e13-01a4d0100fda,tg:mpmak:204_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
885f42b9-f809-5555-8334-759e353a63d9,tg:mpmak:214_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
885f42b9-f809-5555-8334-759e353a63d9,tg:mpmak:214_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
9a028d3d-74cb-52c6-bf9f-849e909547a1,tg:mpmak:80_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
9a028d3d-74cb-52c6-bf9f-849e909547a1,tg:mpmak:80_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
7bb4dd84-80f0-5de4-b153-3fb8c24c9277,tg:mpmak:90_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
7bb4dd84-80f0-5de4-b153-3fb8c24c9277,tg:mpmak:90_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
5c99ccaf-f053-5d14-b1a6-40f55ec372f4,tg:mpmak:39_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
5c99ccaf-f053-5d14-b1a6-40f55ec372f4,tg:mpmak:39_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
5d2e47e0-8eb0-5a0a-8abb-ed769be292a8,tg:mpmak:29_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
0b53552e-4dd9-554e-b52a-e353d452a604,tg:mpmak:321_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
0b53552e-4dd9-554e-b52a-e353d452a604,tg:mpmak:321_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
228c60c3-2e37-58ba-b32a-26f9ba45f62e,tg:mpmak:259_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
228c60c3-2e37-58ba-b32a-26f9ba45f62e,tg:mpmak:259_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
65ee47b3-7851-5944-b6a0-55f7325f85cd,tg:mpmak:331_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
65ee47b3-7851-5944-b6a0-55f7325f85cd,tg:mpmak:331_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
119b10cc-9d38-56f2-aa85-d2aaa576360d,tg:mpmak:249_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios (leaves),aantal beschreven
119b10cc-9d38-56f2-aa85-d2aaa576360d,tg:mpmak:249_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios (leaves),aantal totaal
66675b92-5682-5431-ae3a-177b8bd3ebe8,tg:mpmak:64_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios (leaves),aantal beschreven
66675b92-5682-5431-ae3a-177b8bd3ebe8,tg:mpmak:64_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios (leaves),aantal totaal
d4d3db5e-243d-5442-af0a-89515723c065,tg:mpmak:74_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
d4d3db5e-243d-5442-af0a-89515723c065,tg:mpmak:74_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
af779453-52c8-5d5e-b6eb-02137e720c32,tg:mpmak:5_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
c71349a7-b049-5a8b-8aaf-d5d502df8aad,tg:mpmak:398_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
c71349a7-b049-5a8b-8aaf-d5d502df8aad,tg:mpmak:398_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
c4cdbb57-2355-51e8-a033-eb8732b9d073,tg:mpmak:388_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
c4cdbb57-2355-51e8-a033-eb8732b9d073,tg:mpmak:388_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
2aa00149-191b-517b-875f-ce5fba04d225,tg:mpmak:186_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
2aa00149-191b-517b-875f-ce5fba04d225,tg:mpmak:186_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
4654a662-fae4-568f-817f-a5b959fb6cb7,tg:mpmak:196_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
4654a662-fae4-568f-817f-a5b959fb6cb7,tg:mpmak:196_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,4,folios (leaves),aantal totaal
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
b046e2f0-82ac-5572-bbbd-a0bedcea1579,tg:mpmak:282_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
60b58eef-b748-5f6b-a8a9-9dfe07faa0c8,tg:mpmak:292_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
60b58eef-b748-5f6b-a8a9-9dfe07faa0c8,tg:mpmak:292_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
d658efae-4729-5980-8414-40e939791255,tg:mpmak:16_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,8,folios (leaves),aantal beschreven
d658efae-4729-5980-8414-40e939791255,tg:mpmak:16_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,9,folios (leaves),aantal totaal
967b6cba-ef79-5d16-8f79-7cd16ece6aac,tg:mpmak:343_#1,e22_Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios (leaves),aantal beschreven
967b6cba-ef79-5d16-8f79-7cd16ece6aac,tg:mpmak:343_#1,e22_Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios (leaves),aantal totaal
