ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier,Record Type
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,AA,0,Museum Plantin-Moretus,tg:mpmak:53,https://data.museumplantinmoretus.be/ark:/11975/d50ee4cb-6651-5557-acce-2d595c5b4a1c,Akten
4273c440-cdfe-501d-8c83-ff13c44d9749,tg:mpmak:43,AA,0,Museum Plantin-Moretus,tg:mpmak:43,https://data.museumplantinmoretus.be/ark:/11975/4273c440-cdfe-501d-8c83-ff13c44d9749,Akten
ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,tg:mpmak:233,AA,0,Museum Plantin-Moretus,tg:mpmak:233,https://data.museumplantinmoretus.be/ark:/11975/ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,Akten
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,AA,0,Museum Plantin-Moretus,tg:mpmak:223,https://data.museumplantinmoretus.be/ark:/11975/0cad9f75-d711-50d7-bc82-e732f4934b9b,Akten
17ce37f3-2c79-57d4-8960-c47e070940c8,tg:mpmak:155,AA,0,Museum Plantin-Moretus,tg:mpmak:155,https://data.museumplantinmoretus.be/ark:/11975/17ce37f3-2c79-57d4-8960-c47e070940c8,Akten
43482195-5159-578d-b5da-b82690322996,tg:mpmak:145,AA,0,Museum Plantin-Moretus,tg:mpmak:145,https://data.museumplantinmoretus.be/ark:/11975/43482195-5159-578d-b5da-b82690322996,Akten
3edf4793-aa96-512e-975f-546d5ff7d2c8,tg:mpmak:390,AA,0,Museum Plantin-Moretus,tg:mpmak:390,https://data.museumplantinmoretus.be/ark:/11975/3edf4793-aa96-512e-975f-546d5ff7d2c8,Akten
2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,tg:mpmak:137,AA,0,Museum Plantin-Moretus,tg:mpmak:137,https://data.museumplantinmoretus.be/ark:/11975/2e9d3b70-cc3d-565d-90fc-598ac9a3b00e,Akten
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,AA,0,Museum Plantin-Moretus,tg:mpmak:127,https://data.museumplantinmoretus.be/ark:/11975/8c420f55-ad09-5eba-91f5-85eae0f79b7f,Akten
9bb64f12-75e6-5a21-b9c2-cbefe1ce7fd1,tg:mpmak:251,AA,0,Museum Plantin-Moretus,tg:mpmak:251,https://data.museumplantinmoretus.be/ark:/11975/9bb64f12-75e6-5a21-b9c2-cbefe1ce7fd1,Akten
ee03d7d3-9891-50f0-88a7-8c71fd256cb0,tg:mpmak:329,AA,0,Museum Plantin-Moretus,tg:mpmak:329,https://data.museumplantinmoretus.be/ark:/11975/ee03d7d3-9891-50f0-88a7-8c71fd256cb0,Akten
6cc8acae-f468-5e80-8700-90f800c03146,tg:mpmak:241,AA,0,Museum Plantin-Moretus,tg:mpmak:241,https://data.museumplantinmoretus.be/ark:/11975/6cc8acae-f468-5e80-8700-90f800c03146,Akten
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,tg:mpmak:339,AA,0,Museum Plantin-Moretus,tg:mpmak:339,https://data.museumplantinmoretus.be/ark:/11975/213bc3e4-6c3c-5e5b-8e53-31794112e1a6,Akten
3b749a05-ba0f-586b-bfed-d9180bd7252e,tg:mpmak:277,AA,0,Museum Plantin-Moretus,tg:mpmak:277,https://data.museumplantinmoretus.be/ark:/11975/3b749a05-ba0f-586b-bfed-d9180bd7252e,Akten
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,AA,0,Museum Plantin-Moretus,tg:mpmak:267,https://data.museumplantinmoretus.be/ark:/11975/7a0698d6-a204-5490-b8e0-fffb8f14ba6b,Akten
38c190df-eb02-5a5c-a9ba-a012d9850743,tg:mpmak:111,AA,0,Museum Plantin-Moretus,tg:mpmak:111,https://data.museumplantinmoretus.be/ark:/11975/38c190df-eb02-5a5c-a9ba-a012d9850743,Akten
3567426e-85da-51f2-90f1-203e03078b84,tg:mpmak:101,AA,0,Museum Plantin-Moretus,tg:mpmak:101,https://data.museumplantinmoretus.be/ark:/11975/3567426e-85da-51f2-90f1-203e03078b84,Akten
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,tg:mpmak:28,AA,0,Museum Plantin-Moretus,tg:mpmak:28,https://data.museumplantinmoretus.be/ark:/11975/1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,Akten
3906361b-e3e2-54d1-b0f2-dc134a472714,tg:mpmak:38,AA,0,Museum Plantin-Moretus,tg:mpmak:38,https://data.museumplantinmoretus.be/ark:/11975/3906361b-e3e2-54d1-b0f2-dc134a472714,Akten
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,AA,0,Museum Plantin-Moretus,tg:mpmak:173,https://data.museumplantinmoretus.be/ark:/11975/b7ab2f53-d11a-599b-a6b9-f482b6039ea7,Akten
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,AA,0,Museum Plantin-Moretus,tg:mpmak:163,https://data.museumplantinmoretus.be/ark:/11975/435f20e0-08c1-5413-aece-381c7bd3f6d3,Akten
a733e498-0d9f-5884-87fc-68a2a6e0943a,tg:mpmak:91,AA,0,Museum Plantin-Moretus,tg:mpmak:91,https://data.museumplantinmoretus.be/ark:/11975/a733e498-0d9f-5884-87fc-68a2a6e0943a,Akten
1f6cb453-1415-58f6-b857-980d4e2162d5,tg:mpmak:81,AA,0,Museum Plantin-Moretus,tg:mpmak:81,https://data.museumplantinmoretus.be/ark:/11975/1f6cb453-1415-58f6-b857-980d4e2162d5,Akten
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,AA,0,Museum Plantin-Moretus,tg:mpmak:215,https://data.museumplantinmoretus.be/ark:/11975/c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,Akten
2244ef42-1524-538b-ba31-f797579e2abb,tg:mpmak:205,AA,0,Museum Plantin-Moretus,tg:mpmak:205,https://data.museumplantinmoretus.be/ark:/11975/2244ef42-1524-538b-ba31-f797579e2abb,Akten
ce8afe6d-0fe2-5150-8ae1-6111d3338cd3,tg:mpmak:389,AA,0,Museum Plantin-Moretus,tg:mpmak:389,https://data.museumplantinmoretus.be/ark:/11975/ce8afe6d-0fe2-5150-8ae1-6111d3338cd3,Akten
cd619290-2506-50ec-96f7-cfbf51bae7f3,tg:mpmak:399,AA,0,Museum Plantin-Moretus,tg:mpmak:399,https://data.museumplantinmoretus.be/ark:/11975/cd619290-2506-50ec-96f7-cfbf51bae7f3,Akten
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,AA,0,Museum Plantin-Moretus,tg:mpmak:75,https://data.museumplantinmoretus.be/ark:/11975/82ef7be7-8e9c-55cf-a0ff-9474f12230d5,Akten
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,AA,0,Museum Plantin-Moretus,tg:mpmak:65,https://data.museumplantinmoretus.be/ark:/11975/704e3c5c-bfd2-56be-af32-181bfd1c8f95,Akten
c059022a-13c3-5978-ae98-a89146bc953f,tg:mpmak:197,AA,0,Museum Plantin-Moretus,tg:mpmak:197,https://data.museumplantinmoretus.be/ark:/11975/c059022a-13c3-5978-ae98-a89146bc953f,Akten
7c9f210f-c32f-59db-a0d0-f10e68bad764,tg:mpmak:187,AA,0,Museum Plantin-Moretus,tg:mpmak:187,https://data.museumplantinmoretus.be/ark:/11975/7c9f210f-c32f-59db-a0d0-f10e68bad764,Akten
a7883cad-f341-55a6-8b7d-fa865422c14a,tg:mpmak:248,AA,0,Museum Plantin-Moretus,tg:mpmak:248,https://data.museumplantinmoretus.be/ark:/11975/a7883cad-f341-55a6-8b7d-fa865422c14a,Akten
8fac1496-0279-5820-ae9f-1ca11fd4ac36,tg:mpmak:330,AA,0,Museum Plantin-Moretus,tg:mpmak:330,https://data.museumplantinmoretus.be/ark:/11975/8fac1496-0279-5820-ae9f-1ca11fd4ac36,Akten
5751d0c2-df53-5d72-bb05-c6a2470e9afd,tg:mpmak:258,AA,0,Museum Plantin-Moretus,tg:mpmak:258,https://data.museumplantinmoretus.be/ark:/11975/5751d0c2-df53-5d72-bb05-c6a2470e9afd,Akten
a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,tg:mpmak:320,AA,0,Museum Plantin-Moretus,tg:mpmak:320,https://data.museumplantinmoretus.be/ark:/11975/a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,Akten
98e5bfd5-a3a2-5656-9e32-ac2c734e753f,tg:mpmak:352,AA,0,Museum Plantin-Moretus,tg:mpmak:352,https://data.museumplantinmoretus.be/ark:/11975/98e5bfd5-a3a2-5656-9e32-ac2c734e753f,Akten
62a1c49d-4b57-58fa-8973-e6fc5700d77f,tg:mpmak:342,AA,0,Museum Plantin-Moretus,tg:mpmak:342,https://data.museumplantinmoretus.be/ark:/11975/62a1c49d-4b57-58fa-8973-e6fc5700d77f,Akten
154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,tg:mpmak:17,AA,0,Museum Plantin-Moretus,tg:mpmak:17,https://data.museumplantinmoretus.be/ark:/11975/154e4d39-79d5-5e53-ab54-2ed6c73dbfd6,Akten
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,AA,0,Museum Plantin-Moretus,tg:mpmak:293,https://data.museumplantinmoretus.be/ark:/11975/f59cbb52-107f-58fc-bee1-9caff9833696,Akten
7382110a-7154-5d10-9940-4af1fa6964d9,tg:mpmak:283,AA,0,Museum Plantin-Moretus,tg:mpmak:283,https://data.museumplantinmoretus.be/ark:/11975/7382110a-7154-5d10-9940-4af1fa6964d9,Akten
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,AA,0,Museum Plantin-Moretus,tg:mpmak:266,https://data.museumplantinmoretus.be/ark:/11975/b12dfa45-a07e-50f1-83c5-cedb4b653b49,Akten
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,AA,0,Museum Plantin-Moretus,tg:mpmak:276,https://data.museumplantinmoretus.be/ark:/11975/96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,Akten
09036f08-b9e0-5440-859a-5427d5339352,tg:mpmak:100,AA,0,Museum Plantin-Moretus,tg:mpmak:100,https://data.museumplantinmoretus.be/ark:/11975/09036f08-b9e0-5440-859a-5427d5339352,Akten
ea8027d3-6f0c-557e-995f-14184239617c,tg:mpmak:110,AA,0,Museum Plantin-Moretus,tg:mpmak:110,https://data.museumplantinmoretus.be/ark:/11975/ea8027d3-6f0c-557e-995f-14184239617c,Akten
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,AA,0,Museum Plantin-Moretus,tg:mpmak:162,https://data.museumplantinmoretus.be/ark:/11975/42753813-8445-5e18-83c0-4f94166455b9,Akten
3bf7c3d8-64fe-5107-b43c-910391ebcb92,tg:mpmak:172,AA,0,Museum Plantin-Moretus,tg:mpmak:172,https://data.museumplantinmoretus.be/ark:/11975/3bf7c3d8-64fe-5107-b43c-910391ebcb92,Akten
9aa2b57b-785c-54bd-8cbc-e34831bf903b,tg:mpmak:204,AA,0,Museum Plantin-Moretus,tg:mpmak:204,https://data.museumplantinmoretus.be/ark:/11975/9aa2b57b-785c-54bd-8cbc-e34831bf903b,Akten
70cc1a27-3b03-56c4-b083-d22cdb40e79c,tg:mpmak:214,AA,0,Museum Plantin-Moretus,tg:mpmak:214,https://data.museumplantinmoretus.be/ark:/11975/70cc1a27-3b03-56c4-b083-d22cdb40e79c,Akten
563136cf-6f2f-5cd6-a591-3b314e55ac86,tg:mpmak:80,AA,0,Museum Plantin-Moretus,tg:mpmak:80,https://data.museumplantinmoretus.be/ark:/11975/563136cf-6f2f-5cd6-a591-3b314e55ac86,Akten
1ef1c807-8f23-5537-97d5-9a70a3c3e334,tg:mpmak:90,AA,0,Museum Plantin-Moretus,tg:mpmak:90,https://data.museumplantinmoretus.be/ark:/11975/1ef1c807-8f23-5537-97d5-9a70a3c3e334,Akten
98e898ec-f28e-590f-ad3b-e50f54a0c6b0,tg:mpmak:39,AA,0,Museum Plantin-Moretus,tg:mpmak:39,https://data.museumplantinmoretus.be/ark:/11975/98e898ec-f28e-590f-ad3b-e50f54a0c6b0,Akten
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,AA,0,Museum Plantin-Moretus,tg:mpmak:29,https://data.museumplantinmoretus.be/ark:/11975/4312ab52-9639-54cf-9ca5-8f972615d209,Akten
d93b8ab1-4828-51a0-8c3f-57b95c7ad281,tg:mpmak:321,AA,0,Museum Plantin-Moretus,tg:mpmak:321,https://data.museumplantinmoretus.be/ark:/11975/d93b8ab1-4828-51a0-8c3f-57b95c7ad281,Akten
1881442d-5902-5473-8e7e-b5f3b680782a,tg:mpmak:259,AA,0,Museum Plantin-Moretus,tg:mpmak:259,https://data.museumplantinmoretus.be/ark:/11975/1881442d-5902-5473-8e7e-b5f3b680782a,Akten
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,tg:mpmak:331,AA,0,Museum Plantin-Moretus,tg:mpmak:331,https://data.museumplantinmoretus.be/ark:/11975/a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,Akten
90723a45-ac70-5075-acf5-6d6de111b164,tg:mpmak:249,AA,0,Museum Plantin-Moretus,tg:mpmak:249,https://data.museumplantinmoretus.be/ark:/11975/90723a45-ac70-5075-acf5-6d6de111b164,Akten
f5c179b2-516c-5c58-94d2-3c229e4c8c29,tg:mpmak:64,AA,0,Museum Plantin-Moretus,tg:mpmak:64,https://data.museumplantinmoretus.be/ark:/11975/f5c179b2-516c-5c58-94d2-3c229e4c8c29,Akten
c4ed521c-f86c-53e5-8184-4ec043a2e193,tg:mpmak:74,AA,0,Museum Plantin-Moretus,tg:mpmak:74,https://data.museumplantinmoretus.be/ark:/11975/c4ed521c-f86c-53e5-8184-4ec043a2e193,Akten
7caf88d8-505f-5e17-b3e4-d76ca8756972,tg:mpmak:5,AA,0,Museum Plantin-Moretus,tg:mpmak:5,https://data.museumplantinmoretus.be/ark:/11975/7caf88d8-505f-5e17-b3e4-d76ca8756972,Akten
b615ffab-cde1-59b3-baa6-b5f0f2ce397a,tg:mpmak:398,AA,0,Museum Plantin-Moretus,tg:mpmak:398,https://data.museumplantinmoretus.be/ark:/11975/b615ffab-cde1-59b3-baa6-b5f0f2ce397a,Akten
2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,tg:mpmak:388,AA,0,Museum Plantin-Moretus,tg:mpmak:388,https://data.museumplantinmoretus.be/ark:/11975/2c2b6cd3-252f-57b8-b3b6-8812ffb934e0,Akten
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,tg:mpmak:186,AA,0,Museum Plantin-Moretus,tg:mpmak:186,https://data.museumplantinmoretus.be/ark:/11975/f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,Akten
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,AA,0,Museum Plantin-Moretus,tg:mpmak:196,https://data.museumplantinmoretus.be/ark:/11975/2330a784-8542-5882-a402-eaaf22526c32,Akten
5f0752ea-2988-593b-93a1-c042240f015d,tg:mpmak:282,AA,0,Museum Plantin-Moretus,tg:mpmak:282,https://data.museumplantinmoretus.be/ark:/11975/5f0752ea-2988-593b-93a1-c042240f015d,Akten
628846c9-1bbe-58e7-9717-8c55945f7d70,tg:mpmak:292,AA,0,Museum Plantin-Moretus,tg:mpmak:292,https://data.museumplantinmoretus.be/ark:/11975/628846c9-1bbe-58e7-9717-8c55945f7d70,Akten
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,AA,0,Museum Plantin-Moretus,tg:mpmak:16,https://data.museumplantinmoretus.be/ark:/11975/fc579b29-8d1b-5c17-86a3-ff3a621e40e2,Akten
c3d5ce56-63b9-5d07-a992-7f084c4687b5,tg:mpmak:343,AA,0,Museum Plantin-Moretus,tg:mpmak:343,https://data.museumplantinmoretus.be/ark:/11975/c3d5ce56-63b9-5d07-a992-7f084c4687b5,Akten
85adc937-5019-5f43-b5f3-be3c6dab32ad,tg:mpmak:353,AA,0,Museum Plantin-Moretus,tg:mpmak:353,https://data.museumplantinmoretus.be/ark:/11975/85adc937-5019-5f43-b5f3-be3c6dab32ad,Akten
73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,tg:mpmak:365,AA,0,Museum Plantin-Moretus,tg:mpmak:365,https://data.museumplantinmoretus.be/ark:/11975/73b3e2a8-b8cf-5e87-ade0-22ea5a03a9ff,Akten
b56475a3-95a9-593d-b636-615100189e5b,tg:mpmak:375,AA,0,Museum Plantin-Moretus,tg:mpmak:375,https://data.museumplantinmoretus.be/ark:/11975/b56475a3-95a9-593d-b636-615100189e5b,Akten
0466a457-275b-505c-b610-8eebd855936b,tg:mpmak:99,AA,0,Museum Plantin-Moretus,tg:mpmak:99,https://data.museumplantinmoretus.be/ark:/11975/0466a457-275b-505c-b610-8eebd855936b,Akten
dfb0616b-81cc-529f-98ca-96e523739de6,tg:mpmak:89,AA,0,Museum Plantin-Moretus,tg:mpmak:89,https://data.museumplantinmoretus.be/ark:/11975/dfb0616b-81cc-529f-98ca-96e523739de6,Akten
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,AA,0,Museum Plantin-Moretus,tg:mpmak:20,https://data.museumplantinmoretus.be/ark:/11975/7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,Akten
5652dd86-752e-542e-b882-a71c4178234e,tg:mpmak:30,AA,0,Museum Plantin-Moretus,tg:mpmak:30,https://data.museumplantinmoretus.be/ark:/11975/5652dd86-752e-542e-b882-a71c4178234e,Akten
2e586fb1-9fac-5e5b-916c-f9a014fd31ef,tg:mpmak:42,AA,0,Museum Plantin-Moretus,tg:mpmak:42,https://data.museumplantinmoretus.be/ark:/11975/2e586fb1-9fac-5e5b-916c-f9a014fd31ef,Akten
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,tg:mpmak:52,AA,0,Museum Plantin-Moretus,tg:mpmak:52,https://data.museumplantinmoretus.be/ark:/11975/190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,Akten
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,tg:mpmak:307,AA,0,Museum Plantin-Moretus,tg:mpmak:307,https://data.museumplantinmoretus.be/ark:/11975/0e55c946-56fc-57f7-800b-51fcf5b7ff2b,Akten
3c65eeee-cddb-579f-b9c6-4659d09b03b9,tg:mpmak:317,AA,0,Museum Plantin-Moretus,tg:mpmak:317,https://data.museumplantinmoretus.be/ark:/11975/3c65eeee-cddb-579f-b9c6-4659d09b03b9,Akten
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,AA,0,Museum Plantin-Moretus,tg:mpmak:119,https://data.museumplantinmoretus.be/ark:/11975/e3d769cf-1a2e-5902-935f-22a2148f5fbd,Akten
45d33d8e-fbc3-5016-b3f7-2df7d29fe184,tg:mpmak:109,AA,0,Museum Plantin-Moretus,tg:mpmak:109,https://data.museumplantinmoretus.be/ark:/11975/45d33d8e-fbc3-5016-b3f7-2df7d29fe184,Akten
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,AA,0,Museum Plantin-Moretus,tg:mpmak:222,https://data.museumplantinmoretus.be/ark:/11975/9db14626-047b-5887-9f8e-9b455b83aad0,Akten
4e89f0ad-1e85-5728-9c29-505c186e7e3a,tg:mpmak:232,AA,0,Museum Plantin-Moretus,tg:mpmak:232,https://data.museumplantinmoretus.be/ark:/11975/4e89f0ad-1e85-5728-9c29-505c186e7e3a,Akten
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,tg:mpmak:144,AA,0,Museum Plantin-Moretus,tg:mpmak:144,https://data.museumplantinmoretus.be/ark:/11975/2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,Akten
869e1271-adff-515c-a7a1-ac43980f91bc,tg:mpmak:154,AA,0,Museum Plantin-Moretus,tg:mpmak:154,https://data.museumplantinmoretus.be/ark:/11975/869e1271-adff-515c-a7a1-ac43980f91bc,Akten
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,tg:mpmak:126,AA,0,Museum Plantin-Moretus,tg:mpmak:126,https://data.museumplantinmoretus.be/ark:/11975/cc1ce48f-50dd-5c75-b6e6-b0067a80d473,Akten
ccf78873-9ef3-5cc0-b244-0ac80ca716ec,tg:mpmak:136,AA,0,Museum Plantin-Moretus,tg:mpmak:136,https://data.museumplantinmoretus.be/ark:/11975/ccf78873-9ef3-5cc0-b244-0ac80ca716ec,Akten
54294c9c-44af-5be1-9495-a7d7a1e3ec6d,tg:mpmak:338,AA,0,Museum Plantin-Moretus,tg:mpmak:338,https://data.museumplantinmoretus.be/ark:/11975/54294c9c-44af-5be1-9495-a7d7a1e3ec6d,Akten
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,AA,0,Museum Plantin-Moretus,tg:mpmak:240,https://data.museumplantinmoretus.be/ark:/11975/72cb205a-cfe8-516f-8f94-3a514b573326,Akten
7898ec54-a7fb-53b4-a64e-1891b6ea45f3,tg:mpmak:328,AA,0,Museum Plantin-Moretus,tg:mpmak:328,https://data.museumplantinmoretus.be/ark:/11975/7898ec54-a7fb-53b4-a64e-1891b6ea45f3,Akten
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,AA,0,Museum Plantin-Moretus,tg:mpmak:250,https://data.museumplantinmoretus.be/ark:/11975/7628fd26-df18-50b5-ad98-f806a1cbd96e,Akten
119cffab-953d-5981-bc2c-b38b1dc72151,tg:mpmak:391,AA,0,Museum Plantin-Moretus,tg:mpmak:391,https://data.museumplantinmoretus.be/ark:/11975/119cffab-953d-5981-bc2c-b38b1dc72151,Akten
2426bffd-f751-51bf-a334-3b73340b0a4d,tg:mpmak:92,AA,0,Museum Plantin-Moretus,tg:mpmak:92,https://data.museumplantinmoretus.be/ark:/11975/2426bffd-f751-51bf-a334-3b73340b0a4d,Akten
35e43343-bb75-512b-bf32-51d4ba86d8c9,tg:mpmak:82,AA,0,Museum Plantin-Moretus,tg:mpmak:82,https://data.museumplantinmoretus.be/ark:/11975/35e43343-bb75-512b-bf32-51d4ba86d8c9,Akten
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,AA,0,Museum Plantin-Moretus,tg:mpmak:216,https://data.museumplantinmoretus.be/ark:/11975/c3abbff4-062d-5385-b928-fea87f13df93,Akten
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,tg:mpmak:206,AA,0,Museum Plantin-Moretus,tg:mpmak:206,https://data.museumplantinmoretus.be/ark:/11975/3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,Akten
f2c25d59-5a0e-52c5-b4cf-686f86f67261,tg:mpmak:170,AA,0,Museum Plantin-Moretus,tg:mpmak:170,https://data.museumplantinmoretus.be/ark:/11975/f2c25d59-5a0e-52c5-b4cf-686f86f67261,Akten
89efcf60-ec42-5d6b-a967-f29e208e8aa5,tg:mpmak:160,AA,0,Museum Plantin-Moretus,tg:mpmak:160,https://data.museumplantinmoretus.be/ark:/11975/89efcf60-ec42-5d6b-a967-f29e208e8aa5,Akten
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,AA,0,Museum Plantin-Moretus,tg:mpmak:49,https://data.museumplantinmoretus.be/ark:/11975/ac72dd9a-73a7-5567-9190-5ba65edc39d0,Akten
5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,tg:mpmak:59,AA,0,Museum Plantin-Moretus,tg:mpmak:59,https://data.museumplantinmoretus.be/ark:/11975/5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,Akten
4aa17bda-4162-5284-aec0-5d9f90eac283,tg:mpmak:112,AA,0,Museum Plantin-Moretus,tg:mpmak:112,https://data.museumplantinmoretus.be/ark:/11975/4aa17bda-4162-5284-aec0-5d9f90eac283,Akten
43410511-3eab-56e3-8496-1d9c1d9f6443,tg:mpmak:102,AA,0,Museum Plantin-Moretus,tg:mpmak:102,https://data.museumplantinmoretus.be/ark:/11975/43410511-3eab-56e3-8496-1d9c1d9f6443,Akten
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,AA,0,Museum Plantin-Moretus,tg:mpmak:274,https://data.museumplantinmoretus.be/ark:/11975/ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,Akten
c6639cbf-e5cc-59e4-878e-a4e663509ddf,tg:mpmak:264,AA,0,Museum Plantin-Moretus,tg:mpmak:264,https://data.museumplantinmoretus.be/ark:/11975/c6639cbf-e5cc-59e4-878e-a4e663509ddf,Akten
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,AA,0,Museum Plantin-Moretus,tg:mpmak:290,https://data.museumplantinmoretus.be/ark:/11975/f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,Akten
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,AA,0,Museum Plantin-Moretus,tg:mpmak:280,https://data.museumplantinmoretus.be/ark:/11975/19737f0b-bfb9-540e-ad6e-be624d3d480b,Akten
304f6493-7f33-5c48-88e1-a0071ed22d39,tg:mpmak:351,AA,0,Museum Plantin-Moretus,tg:mpmak:351,https://data.museumplantinmoretus.be/ark:/11975/304f6493-7f33-5c48-88e1-a0071ed22d39,Akten
